,Unnamed: 0.1,CHID,ALT,AV,TT,CO,HE,SEATS,Unnamed: 0,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CHOICE,TT_SCALED,CO_SCALED
7308,7308,2436,CAR,0,0,0,0.0,0.0,2436,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,False,0.0,0.0
7309,7309,2436,SM,1,94,165,10.0,0.0,2436,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,True,0.94,1.65
7310,7310,2436,TRAIN,1,184,127,120.0,0.0,2436,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,False,1.84,1.27
7311,7311,2437,CAR,0,0,0,0.0,0.0,2437,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,False,0.0,0.0
7312,7312,2437,SM,1,94,116,30.0,0.0,2437,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,True,0.94,1.16
7313,7313,2437,TRAIN,1,184,95,30.0,0.0,2437,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,False,1.84,0.95
7314,7314,2438,CAR,0,0,0,0.0,0.0,2438,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,False,0.0,0.0
7315,7315,2438,SM,1,80,128,10.0,0.0,2438,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,True,0.8,1.28
7316,7316,2438,TRAIN,1,230,106,60.0,0.0,2438,2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,False,2.3,1.06
7317,7317,2439,CAR,0,0,0,0.0,0.0,2439,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7318,7318,2439,SM,1,94,80,30.0,1.0,2439,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,0.94,0.8
7319,7319,2439,TRAIN,1,141,62,120.0,0.0,2439,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,1.41,0.62
7320,7320,2440,CAR,0,0,0,0.0,0.0,2440,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7321,7321,2440,SM,1,97,62,30.0,0.0,2440,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.97,0.62
7322,7322,2440,TRAIN,1,110,47,120.0,0.0,2440,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.1,0.47
7323,7323,2441,CAR,0,0,0,0.0,0.0,2441,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7324,7324,2441,SM,1,101,65,20.0,1.0,2441,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.01,0.65
7325,7325,2441,TRAIN,1,141,47,120.0,0.0,2441,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,1.41,0.47
7326,7326,2442,CAR,0,0,0,0.0,0.0,2442,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7327,7327,2442,SM,1,101,65,10.0,0.0,2442,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.01,0.65
7328,7328,2442,TRAIN,1,120,47,60.0,0.0,2442,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,1.2,0.47
7329,7329,2443,CAR,0,0,0,0.0,0.0,2443,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7330,7330,2443,SM,1,101,68,30.0,0.0,2443,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.01,0.68
7331,7331,2443,TRAIN,1,120,52,120.0,0.0,2443,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,1.2,0.52
7332,7332,2444,CAR,0,0,0,0.0,0.0,2444,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7333,7333,2444,SM,1,101,68,20.0,1.0,2444,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,1.01,0.68
7334,7334,2444,TRAIN,1,110,52,60.0,0.0,2444,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.1,0.52
7335,7335,2445,CAR,0,0,0,0.0,0.0,2445,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7336,7336,2445,SM,1,97,83,10.0,1.0,2445,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.97,0.83
7337,7337,2445,TRAIN,1,110,62,60.0,0.0,2445,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.1,0.62
7338,7338,2446,CAR,0,0,0,0.0,0.0,2446,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7339,7339,2446,SM,1,94,71,20.0,0.0,2446,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.94,0.71
7340,7340,2446,TRAIN,1,110,52,120.0,0.0,2446,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.1,0.52
7341,7341,2447,CAR,0,0,0,0.0,0.0,2447,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,0.0,0.0
7342,7342,2447,SM,1,101,91,20.0,1.0,2447,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,False,1.01,0.91
7343,7343,2447,TRAIN,1,120,62,30.0,0.0,2447,2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,True,1.2,0.62
7344,7344,2448,CAR,1,156,85,0.0,0.0,2448,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.56,0.85
7345,7345,2448,SM,1,90,108,20.0,0.0,2448,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.9,1.08
7346,7346,2448,TRAIN,1,166,96,120.0,0.0,2448,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.66,0.96
7347,7347,2449,CAR,1,156,110,0.0,0.0,2449,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.56,1.1
7348,7348,2449,SM,1,85,103,10.0,0.0,2449,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.85,1.03
7349,7349,2449,TRAIN,1,152,96,30.0,0.0,2449,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.52,0.96
7350,7350,2450,CAR,1,156,68,0.0,0.0,2450,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.56,0.68
7351,7351,2450,SM,1,96,123,30.0,0.0,2450,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.96,1.23
7352,7352,2450,TRAIN,1,194,96,60.0,0.0,2450,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.94,0.96
7353,7353,2451,CAR,1,96,68,0.0,0.0,2451,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,0.96,0.68
7354,7354,2451,SM,1,90,108,20.0,0.0,2451,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.9,1.08
7355,7355,2451,TRAIN,1,152,80,30.0,0.0,2451,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.52,0.8
7356,7356,2452,CAR,1,120,110,0.0,0.0,2452,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.2,1.1
7357,7357,2452,SM,1,90,86,20.0,0.0,2452,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.9,0.86
7358,7358,2452,TRAIN,1,194,72,60.0,0.0,2452,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.94,0.72
7359,7359,2453,CAR,1,120,68,0.0,0.0,2453,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.2,0.68
7360,7360,2453,SM,1,85,99,10.0,0.0,2453,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.85,0.99
7361,7361,2453,TRAIN,1,166,72,120.0,0.0,2453,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.66,0.72
7362,7362,2454,CAR,1,96,85,0.0,0.0,2454,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,0.96,0.85
7363,7363,2454,SM,1,96,123,10.0,0.0,2454,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.96,1.23
7364,7364,2454,TRAIN,1,152,96,120.0,0.0,2454,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.52,0.96
7365,7365,2455,CAR,1,120,85,0.0,0.0,2455,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.2,0.85
7366,7366,2455,SM,1,96,90,30.0,0.0,2455,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.96,0.9
7367,7367,2455,TRAIN,1,152,72,30.0,0.0,2455,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.52,0.72
7368,7368,2456,CAR,1,96,85,0.0,0.0,2456,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,0.96,0.85
7369,7369,2456,SM,1,85,95,10.0,0.0,2456,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,True,0.85,0.95
7370,7370,2456,TRAIN,1,194,80,60.0,0.0,2456,2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,False,1.94,0.8
7371,7371,2457,CAR,1,60,40,0.0,0.0,2457,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.6,0.4
7372,7372,2457,SM,1,46,65,30.0,1.0,2457,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.46,0.65
7373,7373,2457,TRAIN,1,116,58,120.0,0.0,2457,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,1.16,0.58
7374,7374,2458,CAR,1,78,32,0.0,0.0,2458,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.78,0.32
7375,7375,2458,SM,1,49,50,30.0,0.0,2458,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.49,0.5
7376,7376,2458,TRAIN,1,95,43,120.0,0.0,2458,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.95,0.43
7377,7377,2459,CAR,1,48,32,0.0,0.0,2459,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.48,0.32
7378,7378,2459,SM,1,53,53,20.0,1.0,2459,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.53,0.53
7379,7379,2459,TRAIN,1,116,43,120.0,0.0,2459,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,1.16,0.43
7380,7380,2460,CAR,1,78,52,0.0,0.0,2460,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.78,0.52
7381,7381,2460,SM,1,53,53,10.0,0.0,2460,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.53,0.53
7382,7382,2460,TRAIN,1,102,43,60.0,0.0,2460,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,1.02,0.43
7383,7383,2461,CAR,1,48,52,0.0,0.0,2461,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.48,0.52
7384,7384,2461,SM,1,53,53,30.0,0.0,2461,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.53,0.53
7385,7385,2461,TRAIN,1,102,48,120.0,0.0,2461,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,1.02,0.48
7386,7386,2462,CAR,1,78,40,0.0,0.0,2462,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.78,0.4
7387,7387,2462,SM,1,53,53,20.0,1.0,2462,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.53,0.53
7388,7388,2462,TRAIN,1,95,48,60.0,0.0,2462,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.95,0.48
7389,7389,2463,CAR,1,60,32,0.0,0.0,2463,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.6,0.32
7390,7390,2463,SM,1,49,70,10.0,1.0,2463,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.49,0.7
7391,7391,2463,TRAIN,1,95,58,60.0,0.0,2463,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.95,0.58
7392,7392,2464,CAR,1,60,52,0.0,0.0,2464,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.6,0.52
7393,7393,2464,SM,1,46,58,20.0,0.0,2464,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,0.46,0.58
7394,7394,2464,TRAIN,1,95,48,120.0,0.0,2464,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.95,0.48
7395,7395,2465,CAR,1,60,52,0.0,0.0,2465,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.6,0.52
7396,7396,2465,SM,1,53,83,20.0,1.0,2465,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,False,0.53,0.83
7397,7397,2465,TRAIN,1,102,58,30.0,0.0,2465,2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,True,1.02,0.58
7398,7398,2466,CAR,0,0,0,0.0,0.0,2466,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7399,7399,2466,SM,1,81,62,10.0,0.0,2466,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,0.81,0.62
7400,7400,2466,TRAIN,1,143,52,30.0,0.0,2466,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,1.43,0.52
7401,7401,2467,CAR,0,0,0,0.0,0.0,2467,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7402,7402,2467,SM,1,77,76,10.0,1.0,2467,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,0.77,0.76
7403,7403,2467,TRAIN,1,143,52,120.0,0.0,2467,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,1.43,0.52
7404,7404,2468,CAR,0,0,0,0.0,0.0,2468,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7405,7405,2468,SM,1,74,70,20.0,0.0,2468,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.74,0.7
7406,7406,2468,TRAIN,1,143,47,30.0,0.0,2468,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,1.43,0.47
7407,7407,2469,CAR,0,0,0,0.0,0.0,2469,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7408,7408,2469,SM,1,74,70,30.0,1.0,2469,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.74,0.7
7409,7409,2469,TRAIN,1,111,47,60.0,0.0,2469,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,1.11,0.47
7410,7410,2470,CAR,0,0,0,0.0,0.0,2470,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7411,7411,2470,SM,1,74,63,30.0,1.0,2470,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.74,0.63
7412,7412,2470,TRAIN,1,122,52,30.0,0.0,2470,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,1.22,0.52
7413,7413,2471,CAR,0,0,0,0.0,0.0,2471,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7414,7414,2471,SM,1,77,53,10.0,1.0,2471,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,0.77,0.53
7415,7415,2471,TRAIN,1,122,47,30.0,0.0,2471,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,1.22,0.47
7416,7416,2472,CAR,0,0,0,0.0,0.0,2472,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7417,7417,2472,SM,1,74,71,20.0,0.0,2472,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,0.74,0.71
7418,7418,2472,TRAIN,1,122,62,60.0,0.0,2472,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,1.22,0.62
7419,7419,2473,CAR,0,0,0,0.0,0.0,2473,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7420,7420,2473,SM,1,77,76,30.0,0.0,2473,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,0.77,0.76
7421,7421,2473,TRAIN,1,143,62,30.0,0.0,2473,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,1.43,0.62
7422,7422,2474,CAR,0,0,0,0.0,0.0,2474,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.0,0.0
7423,7423,2474,SM,1,77,76,30.0,0.0,2474,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,False,0.77,0.76
7424,7424,2474,TRAIN,1,122,52,60.0,0.0,2474,2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,True,1.22,0.52
7425,7425,2475,CAR,1,52,20,0.0,0.0,2475,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.52,0.2
7426,7426,2475,SM,1,36,57,20.0,0.0,2475,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.36,0.57
7427,7427,2475,TRAIN,1,60,46,120.0,0.0,2475,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.6,0.46
7428,7428,2476,CAR,1,52,16,0.0,0.0,2476,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.52,0.16
7429,7429,2476,SM,1,38,65,30.0,0.0,2476,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.38,0.65
7430,7430,2476,TRAIN,1,68,46,60.0,0.0,2476,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.68,0.46
7431,7431,2477,CAR,1,52,26,0.0,0.0,2477,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.52,0.26
7432,7432,2477,SM,1,34,52,10.0,0.0,2477,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.34,0.52
7433,7433,2477,TRAIN,1,56,46,30.0,0.0,2477,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.56,0.46
7434,7434,2478,CAR,1,32,16,0.0,0.0,2478,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.32,0.16
7435,7435,2478,SM,1,36,57,20.0,0.0,2478,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.36,0.57
7436,7436,2478,TRAIN,1,56,38,30.0,0.0,2478,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.56,0.38
7437,7437,2479,CAR,1,40,26,0.0,0.0,2479,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.4,0.26
7438,7438,2479,SM,1,36,40,20.0,0.0,2479,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.36,0.4
7439,7439,2479,TRAIN,1,68,34,60.0,0.0,2479,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.68,0.34
7440,7440,2480,CAR,1,32,20,0.0,0.0,2480,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.32,0.2
7441,7441,2480,SM,1,38,65,10.0,0.0,2480,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.38,0.65
7442,7442,2480,TRAIN,1,56,46,120.0,0.0,2480,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.56,0.46
7443,7443,2481,CAR,1,40,16,0.0,0.0,2481,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.4,0.16
7444,7444,2481,SM,1,34,52,10.0,0.0,2481,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.34,0.52
7445,7445,2481,TRAIN,1,60,34,120.0,0.0,2481,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.6,0.34
7446,7446,2482,CAR,1,32,20,0.0,0.0,2482,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.32,0.2
7447,7447,2482,SM,1,34,48,10.0,0.0,2482,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.34,0.48
7448,7448,2482,TRAIN,1,68,38,60.0,0.0,2482,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.68,0.38
7449,7449,2483,CAR,1,40,20,0.0,0.0,2483,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.4,0.2
7450,7450,2483,SM,1,38,42,30.0,0.0,2483,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,False,0.38,0.42
7451,7451,2483,TRAIN,1,56,34,30.0,0.0,2483,2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,True,0.56,0.34
7452,7452,2484,CAR,0,0,0,0.0,0.0,2484,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7453,7453,2484,SM,1,106,123,10.0,0.0,2484,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,1.06,1.23
7454,7454,2484,TRAIN,1,243,108,30.0,0.0,2484,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.43,1.08
7455,7455,2485,CAR,0,0,0,0.0,0.0,2485,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7456,7456,2485,SM,1,98,149,10.0,1.0,2485,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.98,1.49
7457,7457,2485,TRAIN,1,243,108,120.0,0.0,2485,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.43,1.08
7458,7458,2486,CAR,0,0,0,0.0,0.0,2486,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7459,7459,2486,SM,1,92,139,20.0,0.0,2486,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.92,1.39
7460,7460,2486,TRAIN,1,243,97,30.0,0.0,2486,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.43,0.97
7461,7461,2487,CAR,0,0,0,0.0,0.0,2487,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7462,7462,2487,SM,1,92,139,30.0,1.0,2487,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.92,1.39
7463,7463,2487,TRAIN,1,187,97,60.0,0.0,2487,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,1.87,0.97
7464,7464,2488,CAR,0,0,0,0.0,0.0,2488,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7465,7465,2488,SM,1,92,128,30.0,1.0,2488,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.92,1.28
7466,7466,2488,TRAIN,1,206,108,30.0,0.0,2488,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.06,1.08
7467,7467,2489,CAR,0,0,0,0.0,0.0,2489,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7468,7468,2489,SM,1,98,114,10.0,1.0,2489,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.98,1.14
7469,7469,2489,TRAIN,1,206,97,30.0,0.0,2489,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.06,0.97
7470,7470,2490,CAR,0,0,0,0.0,0.0,2490,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7471,7471,2490,SM,1,92,139,20.0,0.0,2490,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.92,1.39
7472,7472,2490,TRAIN,1,206,130,60.0,0.0,2490,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.06,1.3
7473,7473,2491,CAR,0,0,0,0.0,0.0,2491,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7474,7474,2491,SM,1,98,149,30.0,0.0,2491,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.98,1.49
7475,7475,2491,TRAIN,1,243,130,30.0,0.0,2491,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.43,1.3
7476,7476,2492,CAR,0,0,0,0.0,0.0,2492,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,0.0,0.0
7477,7477,2492,SM,1,98,149,30.0,0.0,2492,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,True,0.98,1.49
7478,7478,2492,TRAIN,1,206,108,60.0,0.0,2492,2,0,1,277,3,0,3,1,1,2,0,1,0,1,22,False,2.06,1.08
7479,7479,2493,CAR,1,247,100,0.0,0.0,2493,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,2.47,1.0
7480,7480,2493,SM,1,68,165,20.0,0.0,2493,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.68,1.65
7481,7481,2493,TRAIN,1,197,148,120.0,0.0,2493,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.97,1.48
7482,7482,2494,CAR,1,247,130,0.0,0.0,2494,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,2.47,1.3
7483,7483,2494,SM,1,60,156,10.0,0.0,2494,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.6,1.56
7484,7484,2494,TRAIN,1,179,148,30.0,0.0,2494,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.79,1.48
7485,7485,2495,CAR,1,247,80,0.0,0.0,2495,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,2.47,0.8
7486,7486,2495,SM,1,78,198,30.0,0.0,2495,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.78,1.98
7487,7487,2495,TRAIN,1,233,148,60.0,0.0,2495,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,2.33,1.48
7488,7488,2496,CAR,1,152,80,0.0,0.0,2496,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.52,0.8
7489,7489,2496,SM,1,68,172,20.0,0.0,2496,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.68,1.72
7490,7490,2496,TRAIN,1,179,123,30.0,0.0,2496,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.79,1.23
7491,7491,2497,CAR,1,190,130,0.0,0.0,2497,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.9,1.3
7492,7492,2497,SM,1,68,128,20.0,0.0,2497,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.68,1.28
7493,7493,2497,TRAIN,1,233,111,60.0,0.0,2497,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,2.33,1.11
7494,7494,2498,CAR,1,190,80,0.0,0.0,2498,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.9,0.8
7495,7495,2498,SM,1,60,156,10.0,0.0,2498,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.6,1.56
7496,7496,2498,TRAIN,1,197,111,120.0,0.0,2498,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.97,1.11
7497,7497,2499,CAR,1,152,100,0.0,0.0,2499,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.52,1.0
7498,7498,2499,SM,1,78,198,10.0,0.0,2499,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.78,1.98
7499,7499,2499,TRAIN,1,179,148,120.0,0.0,2499,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.79,1.48
7500,7500,2500,CAR,1,190,100,0.0,0.0,2500,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.9,1.0
7501,7501,2500,SM,1,78,132,30.0,0.0,2500,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.78,1.32
7502,7502,2500,TRAIN,1,179,111,30.0,0.0,2500,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.79,1.11
7503,7503,2501,CAR,1,152,100,0.0,0.0,2501,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,False,1.52,1.0
7504,7504,2501,SM,1,60,144,10.0,0.0,2501,2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,True,0.6,1.44
