individual,mode,activity,alternative,choice,ASC,var11,var21,var31,var12,var22,var32,var13,var23,var33,var14,var24,var34,var1_1,var1_2,var1_3,var2_1,var2_2,var2_3,var3_1,var3_2,var3_3
1102,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,6.085520502,3.340064257,8.176816536,0,0,0,0,0,0,3.662971005,7.093744165,1.589463584
1103,NMT,ICT,NMT_ICT,0,0,5.860410372,7.239356387,-2.489937295,0,0,0,0,0,0,0,0,0,6.361028902,2.738154771,2.977046617,0,0,0,0,0,0
1103,NMT,NICT,NMT_NICT,0,0,5.860410372,7.239356387,-2.489937295,0,0,0,0,0,0,0,0,0,0,0,0,2.493957963,-0.202972792,3.090846293,0,0,0
1103,NMT,NA1,NMT_NA1,0,0,5.860410372,7.239356387,-2.489937295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.260285719,10.69154267,3.641174492
1103,IPT,ICT,IPT_ICT,0,0,0,0,0,5.654741164,4.976156232,6.457004443,0,0,0,0,0,0,6.361028902,2.738154771,2.977046617,0,0,0,0,0,0
1103,IPT,NICT,IPT_NICT,0,0,0,0,0,5.654741164,4.976156232,6.457004443,0,0,0,0,0,0,0,0,0,2.493957963,-0.202972792,3.090846293,0,0,0
1103,IPT,NA1,IPT_NA1,1,0,0,0,0,5.654741164,4.976156232,6.457004443,0,0,0,0,0,0,0,0,0,0,0,0,3.260285719,10.69154267,3.641174492
1103,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,7.627502907,-0.678664981,4.053758974,0,0,0,6.361028902,2.738154771,2.977046617,0,0,0,0,0,0
1103,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,7.627502907,-0.678664981,4.053758974,0,0,0,0,0,0,2.493957963,-0.202972792,3.090846293,0,0,0
1103,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,7.627502907,-0.678664981,4.053758974,0,0,0,0,0,0,0,0,0,3.260285719,10.69154267,3.641174492
1103,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,4.878324852,4.751666563,-0.052463309,6.361028902,2.738154771,2.977046617,0,0,0,0,0,0
1103,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,4.878324852,4.751666563,-0.052463309,0,0,0,2.493957963,-0.202972792,3.090846293,0,0,0
1103,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,4.878324852,4.751666563,-0.052463309,0,0,0,0,0,0,3.260285719,10.69154267,3.641174492
1104,NMT,ICT,NMT_ICT,0,0,7.108182817,7.680529914,5.890841572,0,0,0,0,0,0,0,0,0,7.087537575,-1.711869284,3.933794325,0,0,0,0,0,0
1104,NMT,NICT,NMT_NICT,1,0,7.108182817,7.680529914,5.890841572,0,0,0,0,0,0,0,0,0,0,0,0,2.730363838,3.38102518,3.130261953,0,0,0
1104,NMT,NA1,NMT_NA1,0,0,7.108182817,7.680529914,5.890841572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.820167612,0.082565691,2.080237924
1104,IPT,ICT,IPT_ICT,0,0,0,0,0,6.57312646,4.480608678,3.698735315,0,0,0,0,0,0,7.087537575,-1.711869284,3.933794325,0,0,0,0,0,0
1104,IPT,NICT,IPT_NICT,0,0,0,0,0,6.57312646,4.480608678,3.698735315,0,0,0,0,0,0,0,0,0,2.730363838,3.38102518,3.130261953,0,0,0
1104,IPT,NA1,IPT_NA1,0,0,0,0,0,6.57312646,4.480608678,3.698735315,0,0,0,0,0,0,0,0,0,0,0,0,3.820167612,0.082565691,2.080237924
1104,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.054981446,6.544361296,-5.946730179,0,0,0,7.087537575,-1.711869284,3.933794325,0,0,0,0,0,0
1104,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.054981446,6.544361296,-5.946730179,0,0,0,0,0,0,2.730363838,3.38102518,3.130261953,0,0,0
1104,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.054981446,6.544361296,-5.946730179,0,0,0,0,0,0,0,0,0,3.820167612,0.082565691,2.080237924
1104,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,6.850698216,2.990884063,1.477803018,7.087537575,-1.711869284,3.933794325,0,0,0,0,0,0
1104,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,6.850698216,2.990884063,1.477803018,0,0,0,2.730363838,3.38102518,3.130261953,0,0,0
1104,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,6.850698216,2.990884063,1.477803018,0,0,0,0,0,0,3.820167612,0.082565691,2.080237924
1105,NMT,ICT,NMT_ICT,0,0,4.960094073,7.270367669,-0.426523309,0,0,0,0,0,0,0,0,0,6.107790692,-1.261636732,2.626323677,0,0,0,0,0,0
1105,NMT,NICT,NMT_NICT,0,0,4.960094073,7.270367669,-0.426523309,0,0,0,0,0,0,0,0,0,0,0,0,4.38597133,-2.289609682,2.989800963,0,0,0
1105,NMT,NA1,NMT_NA1,0,0,4.960094073,7.270367669,-0.426523309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.749006839,-0.222200858,2.623330919
1105,IPT,ICT,IPT_ICT,0,0,0,0,0,7.527416386,6.631888848,3.815545529,0,0,0,0,0,0,6.107790692,-1.261636732,2.626323677,0,0,0,0,0,0
1105,IPT,NICT,IPT_NICT,0,0,0,0,0,7.527416386,6.631888848,3.815545529,0,0,0,0,0,0,0,0,0,4.38597133,-2.289609682,2.989800963,0,0,0
1105,IPT,NA1,IPT_NA1,1,0,0,0,0,7.527416386,6.631888848,3.815545529,0,0,0,0,0,0,0,0,0,0,0,0,3.749006839,-0.222200858,2.623330919
1105,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,8.089206444,3.508015897,-6.592459676,0,0,0,6.107790692,-1.261636732,2.626323677,0,0,0,0,0,0
1105,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,8.089206444,3.508015897,-6.592459676,0,0,0,0,0,0,4.38597133,-2.289609682,2.989800963,0,0,0
1105,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,8.089206444,3.508015897,-6.592459676,0,0,0,0,0,0,0,0,0,3.749006839,-0.222200858,2.623330919
1105,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,2.07718744,2.701372048,-1.694666396,6.107790692,-1.261636732,2.626323677,0,0,0,0,0,0
1105,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,2.07718744,2.701372048,-1.694666396,0,0,0,4.38597133,-2.289609682,2.989800963,0,0,0
1105,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,2.07718744,2.701372048,-1.694666396,0,0,0,0,0,0,3.749006839,-0.222200858,2.623330919
1106,NMT,ICT,NMT_ICT,0,0,6.612773905,5.996002106,1.901125774,0,0,0,0,0,0,0,0,0,5.447293042,1.334161591,-1.412405065,0,0,0,0,0,0
1106,NMT,NICT,NMT_NICT,0,0,6.612773905,5.996002106,1.901125774,0,0,0,0,0,0,0,0,0,0,0,0,3.264512443,5.272055199,4.56980264,0,0,0
1106,NMT,NA1,NMT_NA1,0,0,6.612773905,5.996002106,1.901125774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.223156125,1.771014823,-2.228635467
1106,IPT,ICT,IPT_ICT,0,0,0,0,0,5.333443482,5.296295366,4.677840098,0,0,0,0,0,0,5.447293042,1.334161591,-1.412405065,0,0,0,0,0,0
1106,IPT,NICT,IPT_NICT,0,0,0,0,0,5.333443482,5.296295366,4.677840098,0,0,0,0,0,0,0,0,0,3.264512443,5.272055199,4.56980264,0,0,0
1106,IPT,NA1,IPT_NA1,0,0,0,0,0,5.333443482,5.296295366,4.677840098,0,0,0,0,0,0,0,0,0,0,0,0,2.223156125,1.771014823,-2.228635467
1106,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,7.693554787,2.199919406,-3.266332121,0,0,0,5.447293042,1.334161591,-1.412405065,0,0,0,0,0,0
1106,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,7.693554787,2.199919406,-3.266332121,0,0,0,0,0,0,3.264512443,5.272055199,4.56980264,0,0,0
1106,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,7.693554787,2.199919406,-3.266332121,0,0,0,0,0,0,0,0,0,2.223156125,1.771014823,-2.228635467
1106,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,6.991733907,3.214797289,7.56109863,5.447293042,1.334161591,-1.412405065,0,0,0,0,0,0
1106,BUS,NICT,BUS_NICT,1,0,0,0,0,0,0,0,0,0,0,6.991733907,3.214797289,7.56109863,0,0,0,3.264512443,5.272055199,4.56980264,0,0,0
1106,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,6.991733907,3.214797289,7.56109863,0,0,0,0,0,0,2.223156125,1.771014823,-2.228635467
1107,NMT,ICT,NMT_ICT,0,0,4.946584437,7.233326504,1.480911102,0,0,0,0,0,0,0,0,0,5.964448709,1.95022043,-7.524224465,0,0,0,0,0,0
1107,NMT,NICT,NMT_NICT,0,0,4.946584437,7.233326504,1.480911102,0,0,0,0,0,0,0,0,0,0,0,0,3.76377075,0.944730513,3.149181558,0,0,0
1107,NMT,NA1,NMT_NA1,0,0,4.946584437,7.233326504,1.480911102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317523036,-1.40099234,7.268646923
1107,IPT,ICT,IPT_ICT,0,0,0,0,0,7.383986463,5.094738476,5.596089292,0,0,0,0,0,0,5.964448709,1.95022043,-7.524224465,0,0,0,0,0,0
1107,IPT,NICT,IPT_NICT,0,0,0,0,0,7.383986463,5.094738476,5.596089292,0,0,0,0,0,0,0,0,0,3.76377075,0.944730513,3.149181558,0,0,0
1107,IPT,NA1,IPT_NA1,0,0,0,0,0,7.383986463,5.094738476,5.596089292,0,0,0,0,0,0,0,0,0,0,0,0,3.317523036,-1.40099234,7.268646923
1107,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.704433048,2.79726411,6.098990738,0,0,0,5.964448709,1.95022043,-7.524224465,0,0,0,0,0,0
1107,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.704433048,2.79726411,6.098990738,0,0,0,0,0,0,3.76377075,0.944730513,3.149181558,0,0,0
1107,PV,NA1,PV_NA1,1,0,0,0,0,0,0,0,4.704433048,2.79726411,6.098990738,0,0,0,0,0,0,0,0,0,3.317523036,-1.40099234,7.268646923
1107,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.457045232,4.883395106,-2.47715937,5.964448709,1.95022043,-7.524224465,0,0,0,0,0,0
1107,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.457045232,4.883395106,-2.47715937,0,0,0,3.76377075,0.944730513,3.149181558,0,0,0
1107,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.457045232,4.883395106,-2.47715937,0,0,0,0,0,0,3.317523036,-1.40099234,7.268646923
1108,NMT,ICT,NMT_ICT,0,0,5.376231039,5.455940547,1.90115654,0,0,0,0,0,0,0,0,0,7.046252956,0.134946011,1.522812307,0,0,0,0,0,0
1108,NMT,NICT,NMT_NICT,0,0,5.376231039,5.455940547,1.90115654,0,0,0,0,0,0,0,0,0,0,0,0,2.941934346,4.756179895,4.16154825,0,0,0
1108,NMT,NA1,NMT_NA1,0,0,5.376231039,5.455940547,1.90115654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.045016568,-10.3341726,-1.849867286
1108,IPT,ICT,IPT_ICT,0,0,0,0,0,5.54892015,5.388274255,3.455471883,0,0,0,0,0,0,7.046252956,0.134946011,1.522812307,0,0,0,0,0,0
1108,IPT,NICT,IPT_NICT,1,0,0,0,0,5.54892015,5.388274255,3.455471883,0,0,0,0,0,0,0,0,0,2.941934346,4.756179895,4.16154825,0,0,0
1108,IPT,NA1,IPT_NA1,0,0,0,0,0,5.54892015,5.388274255,3.455471883,0,0,0,0,0,0,0,0,0,0,0,0,5.045016568,-10.3341726,-1.849867286
1108,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,5.738133046,3.938118102,-0.188306769,0,0,0,7.046252956,0.134946011,1.522812307,0,0,0,0,0,0
1108,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,5.738133046,3.938118102,-0.188306769,0,0,0,0,0,0,2.941934346,4.756179895,4.16154825,0,0,0
1108,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,5.738133046,3.938118102,-0.188306769,0,0,0,0,0,0,0,0,0,5.045016568,-10.3341726,-1.849867286
1108,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,6.163370086,4.339158563,0.800635337,7.046252956,0.134946011,1.522812307,0,0,0,0,0,0
1108,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,6.163370086,4.339158563,0.800635337,0,0,0,2.941934346,4.756179895,4.16154825,0,0,0
1108,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,6.163370086,4.339158563,0.800635337,0,0,0,0,0,0,5.045016568,-10.3341726,-1.849867286
1109,NMT,ICT,NMT_ICT,0,0,7.914031354,5.390953964,3.892330688,0,0,0,0,0,0,0,0,0,7.308228991,0.108113757,1.80904772,0,0,0,0,0,0
1109,NMT,NICT,NMT_NICT,0,0,7.914031354,5.390953964,3.892330688,0,0,0,0,0,0,0,0,0,0,0,0,4.676555554,3.094274793,2.15947514,0,0,0
1109,NMT,NA1,NMT_NA1,0,0,7.914031354,5.390953964,3.892330688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.645948319,2.315744811,2.724495243
1109,IPT,ICT,IPT_ICT,0,0,0,0,0,7.424356265,7.979854517,3.001184732,0,0,0,0,0,0,7.308228991,0.108113757,1.80904772,0,0,0,0,0,0
1109,IPT,NICT,IPT_NICT,0,0,0,0,0,7.424356265,7.979854517,3.001184732,0,0,0,0,0,0,0,0,0,4.676555554,3.094274793,2.15947514,0,0,0
1109,IPT,NA1,IPT_NA1,0,0,0,0,0,7.424356265,7.979854517,3.001184732,0,0,0,0,0,0,0,0,0,0,0,0,3.645948319,2.315744811,2.724495243
1109,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,7.192624465,5.578153583,2.681017619,0,0,0,7.308228991,0.108113757,1.80904772,0,0,0,0,0,0
1109,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,7.192624465,5.578153583,2.681017619,0,0,0,0,0,0,4.676555554,3.094274793,2.15947514,0,0,0
1109,PV,NA1,PV_NA1,1,0,0,0,0,0,0,0,7.192624465,5.578153583,2.681017619,0,0,0,0,0,0,0,0,0,3.645948319,2.315744811,2.724495243
1109,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.674761839,2.216758096,4.354065776,7.308228991,0.108113757,1.80904772,0,0,0,0,0,0
1109,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.674761839,2.216758096,4.354065776,0,0,0,4.676555554,3.094274793,2.15947514,0,0,0
1109,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.674761839,2.216758096,4.354065776,0,0,0,0,0,0,3.645948319,2.315744811,2.724495243
1110,NMT,ICT,NMT_ICT,0,0,5.809317599,6.036881111,-2.096730562,0,0,0,0,0,0,0,0,0,7.554966179,1.784164324,-2.385243712,0,0,0,0,0,0
1110,NMT,NICT,NMT_NICT,0,0,5.809317599,6.036881111,-2.096730562,0,0,0,0,0,0,0,0,0,0,0,0,5.666977157,1.87502392,5.880044801,0,0,0
1110,NMT,NA1,NMT_NA1,0,0,5.809317599,6.036881111,-2.096730562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.121088811,-4.997057266,1.905379038
1110,IPT,ICT,IPT_ICT,0,0,0,0,0,6.836002813,3.868275811,2.757846649,0,0,0,0,0,0,7.554966179,1.784164324,-2.385243712,0,0,0,0,0,0
1110,IPT,NICT,IPT_NICT,0,0,0,0,0,6.836002813,3.868275811,2.757846649,0,0,0,0,0,0,0,0,0,5.666977157,1.87502392,5.880044801,0,0,0
1110,IPT,NA1,IPT_NA1,0,0,0,0,0,6.836002813,3.868275811,2.757846649,0,0,0,0,0,0,0,0,0,0,0,0,4.121088811,-4.997057266,1.905379038
1110,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,6.478984375,0.508276751,9.81646874,0,0,0,7.554966179,1.784164324,-2.385243712,0,0,0,0,0,0
1110,PV,NICT,PV_NICT,1,0,0,0,0,0,0,0,6.478984375,0.508276751,9.81646874,0,0,0,0,0,0,5.666977157,1.87502392,5.880044801,0,0,0
1110,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,6.478984375,0.508276751,9.81646874,0,0,0,0,0,0,0,0,0,4.121088811,-4.997057266,1.905379038
1110,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,4.54170664,4.597273687,-0.052038972,7.554966179,1.784164324,-2.385243712,0,0,0,0,0,0
1110,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,4.54170664,4.597273687,-0.052038972,0,0,0,5.666977157,1.87502392,5.880044801,0,0,0
1110,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,4.54170664,4.597273687,-0.052038972,0,0,0,0,0,0,4.121088811,-4.997057266,1.905379038
1111,NMT,ICT,NMT_ICT,0,0,6.217432873,7.423107107,7.173200436,0,0,0,0,0,0,0,0,0,5.0531381,-0.111296757,0.933054281,0,0,0,0,0,0
1111,NMT,NICT,NMT_NICT,0,0,6.217432873,7.423107107,7.173200436,0,0,0,0,0,0,0,0,0,0,0,0,4.944026231,2.976540889,3.768322842,0,0,0
1111,NMT,NA1,NMT_NA1,1,0,6.217432873,7.423107107,7.173200436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.100768145,0.958595959,4.084484185
1111,IPT,ICT,IPT_ICT,0,0,0,0,0,5.579707974,4.154961488,5.593106222,0,0,0,0,0,0,5.0531381,-0.111296757,0.933054281,0,0,0,0,0,0
1111,IPT,NICT,IPT_NICT,0,0,0,0,0,5.579707974,4.154961488,5.593106222,0,0,0,0,0,0,0,0,0,4.944026231,2.976540889,3.768322842,0,0,0
1111,IPT,NA1,IPT_NA1,0,0,0,0,0,5.579707974,4.154961488,5.593106222,0,0,0,0,0,0,0,0,0,0,0,0,6.100768145,0.958595959,4.084484185
1111,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.57547132,-0.044802553,7.418419774,0,0,0,5.0531381,-0.111296757,0.933054281,0,0,0,0,0,0
1111,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.57547132,-0.044802553,7.418419774,0,0,0,0,0,0,4.944026231,2.976540889,3.768322842,0,0,0
1111,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.57547132,-0.044802553,7.418419774,0,0,0,0,0,0,0,0,0,6.100768145,0.958595959,4.084484185
1111,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.984946239,3.95149192,-0.967348275,5.0531381,-0.111296757,0.933054281,0,0,0,0,0,0
1111,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.984946239,3.95149192,-0.967348275,0,0,0,4.944026231,2.976540889,3.768322842,0,0,0
1111,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.984946239,3.95149192,-0.967348275,0,0,0,0,0,0,6.100768145,0.958595959,4.084484185
1112,NMT,ICT,NMT_ICT,1,0,6.870067731,5.739044742,4.014171027,0,0,0,0,0,0,0,0,0,6.459218388,4.677412591,2.497780982,0,0,0,0,0,0
1112,NMT,NICT,NMT_NICT,0,0,6.870067731,5.739044742,4.014171027,0,0,0,0,0,0,0,0,0,0,0,0,5.930483098,-2.291970075,4.608035589,0,0,0
1112,NMT,NA1,NMT_NA1,0,0,6.870067731,5.739044742,4.014171027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.377607263,-1.392277257,4.13287087
1112,IPT,ICT,IPT_ICT,0,0,0,0,0,6.420062538,3.619428983,2.961893014,0,0,0,0,0,0,6.459218388,4.677412591,2.497780982,0,0,0,0,0,0
1112,IPT,NICT,IPT_NICT,0,0,0,0,0,6.420062538,3.619428983,2.961893014,0,0,0,0,0,0,0,0,0,5.930483098,-2.291970075,4.608035589,0,0,0
1112,IPT,NA1,IPT_NA1,0,0,0,0,0,6.420062538,3.619428983,2.961893014,0,0,0,0,0,0,0,0,0,0,0,0,4.377607263,-1.392277257,4.13287087
1112,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.436726876,3.244340867,-8.864795739,0,0,0,6.459218388,4.677412591,2.497780982,0,0,0,0,0,0
1112,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.436726876,3.244340867,-8.864795739,0,0,0,0,0,0,5.930483098,-2.291970075,4.608035589,0,0,0
1112,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.436726876,3.244340867,-8.864795739,0,0,0,0,0,0,0,0,0,4.377607263,-1.392277257,4.13287087
1112,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.803247362,3.58261733,1.843277423,6.459218388,4.677412591,2.497780982,0,0,0,0,0,0
1112,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.803247362,3.58261733,1.843277423,0,0,0,5.930483098,-2.291970075,4.608035589,0,0,0
1112,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.803247362,3.58261733,1.843277423,0,0,0,0,0,0,4.377607263,-1.392277257,4.13287087
1113,NMT,ICT,NMT_ICT,0,0,6.495681888,5.189760227,5.342331105,0,0,0,0,0,0,0,0,0,5.821766331,2.906378568,3.636076716,0,0,0,0,0,0
1113,NMT,NICT,NMT_NICT,0,0,6.495681888,5.189760227,5.342331105,0,0,0,0,0,0,0,0,0,0,0,0,3.690203459,0.773899726,3.522457528,0,0,0
1113,NMT,NA1,NMT_NA1,0,0,6.495681888,5.189760227,5.342331105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.596814263,-4.725634673,5.873722814
1113,IPT,ICT,IPT_ICT,0,0,0,0,0,7.045715499,4.767400762,3.972444063,0,0,0,0,0,0,5.821766331,2.906378568,3.636076716,0,0,0,0,0,0
1113,IPT,NICT,IPT_NICT,0,0,0,0,0,7.045715499,4.767400762,3.972444063,0,0,0,0,0,0,0,0,0,3.690203459,0.773899726,3.522457528,0,0,0
1113,IPT,NA1,IPT_NA1,0,0,0,0,0,7.045715499,4.767400762,3.972444063,0,0,0,0,0,0,0,0,0,0,0,0,5.596814263,-4.725634673,5.873722814
1113,PV,ICT,PV_ICT,1,0,0,0,0,0,0,0,7.907281496,6.706834866,5.650937478,0,0,0,5.821766331,2.906378568,3.636076716,0,0,0,0,0,0
1113,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,7.907281496,6.706834866,5.650937478,0,0,0,0,0,0,3.690203459,0.773899726,3.522457528,0,0,0
1113,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,7.907281496,6.706834866,5.650937478,0,0,0,0,0,0,0,0,0,5.596814263,-4.725634673,5.873722814
1113,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.670172144,3.758019977,9.170468428,5.821766331,2.906378568,3.636076716,0,0,0,0,0,0
1113,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.670172144,3.758019977,9.170468428,0,0,0,3.690203459,0.773899726,3.522457528,0,0,0
1113,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.670172144,3.758019977,9.170468428,0,0,0,0,0,0,5.596814263,-4.725634673,5.873722814
1114,NMT,ICT,NMT_ICT,0,0,6.150418905,5.395128606,-1.120263812,0,0,0,0,0,0,0,0,0,7.051878542,0.41751576,6.087283168,0,0,0,0,0,0
1114,NMT,NICT,NMT_NICT,0,0,6.150418905,5.395128606,-1.120263812,0,0,0,0,0,0,0,0,0,0,0,0,6.746054115,4.408578258,3.173275296,0,0,0
1114,NMT,NA1,NMT_NA1,0,0,6.150418905,5.395128606,-1.120263812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27902399,-2.350298871,0.056310024
1114,IPT,ICT,IPT_ICT,1,0,0,0,0,6.901558703,5.245518443,3.022715168,0,0,0,0,0,0,7.051878542,0.41751576,6.087283168,0,0,0,0,0,0
1114,IPT,NICT,IPT_NICT,0,0,0,0,0,6.901558703,5.245518443,3.022715168,0,0,0,0,0,0,0,0,0,6.746054115,4.408578258,3.173275296,0,0,0
1114,IPT,NA1,IPT_NA1,0,0,0,0,0,6.901558703,5.245518443,3.022715168,0,0,0,0,0,0,0,0,0,0,0,0,4.27902399,-2.350298871,0.056310024
1114,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.77983559,-2.085759315,2.280735628,0,0,0,7.051878542,0.41751576,6.087283168,0,0,0,0,0,0
1114,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.77983559,-2.085759315,2.280735628,0,0,0,0,0,0,6.746054115,4.408578258,3.173275296,0,0,0
1114,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.77983559,-2.085759315,2.280735628,0,0,0,0,0,0,0,0,0,4.27902399,-2.350298871,0.056310024
1114,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.622051175,2.666371059,1.231998238,7.051878542,0.41751576,6.087283168,0,0,0,0,0,0
1114,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.622051175,2.666371059,1.231998238,0,0,0,6.746054115,4.408578258,3.173275296,0,0,0
1114,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.622051175,2.666371059,1.231998238,0,0,0,0,0,0,4.27902399,-2.350298871,0.056310024
1115,NMT,ICT,NMT_ICT,0,0,6.364961002,7.576234906,-2.459095444,0,0,0,0,0,0,0,0,0,5.735994006,3.765959626,-10.26026585,0,0,0,0,0,0
1115,NMT,NICT,NMT_NICT,0,0,6.364961002,7.576234906,-2.459095444,0,0,0,0,0,0,0,0,0,0,0,0,4.901828547,-1.98456871,5.249628319,0,0,0
1115,NMT,NA1,NMT_NA1,0,0,6.364961002,7.576234906,-2.459095444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.585327969,-4.145080647,5.462321294
1115,IPT,ICT,IPT_ICT,0,0,0,0,0,6.281741589,4.534677482,2.551644082,0,0,0,0,0,0,5.735994006,3.765959626,-10.26026585,0,0,0,0,0,0
1115,IPT,NICT,IPT_NICT,1,0,0,0,0,6.281741589,4.534677482,2.551644082,0,0,0,0,0,0,0,0,0,4.901828547,-1.98456871,5.249628319,0,0,0
1115,IPT,NA1,IPT_NA1,0,0,0,0,0,6.281741589,4.534677482,2.551644082,0,0,0,0,0,0,0,0,0,0,0,0,3.585327969,-4.145080647,5.462321294
1115,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.86046337,3.197586834,-1.279117693,0,0,0,5.735994006,3.765959626,-10.26026585,0,0,0,0,0,0
1115,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.86046337,3.197586834,-1.279117693,0,0,0,0,0,0,4.901828547,-1.98456871,5.249628319,0,0,0
1115,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.86046337,3.197586834,-1.279117693,0,0,0,0,0,0,0,0,0,3.585327969,-4.145080647,5.462321294
1115,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.314056015,4.1732408,1.378783907,5.735994006,3.765959626,-10.26026585,0,0,0,0,0,0
