,Unnamed: 0,ID,Gender,Age,Education,Income,Pay_Method,App_Frq,Disability,Drv_Exp,Drv_Frq,Prk_Frq,Payment,Information,Reminder,Price,Choice,CHID,ALT,Tap,Voice,Automatic,ParkMeter,No_info,Availabile,Avail_Traffic,No_Remind,Remind,App_Users,Regular_Prk,Regular_App,Under_35,PRF1,PRF2,PRF3,PRF4,TIME1,TIME2,TIME3,TIME4,PRV1,PRV2,PRV3,Interaction,Interaction1,Interaction2,Interaction3,Interaction4,new_Age,new_PRF1,new_TIME4,Interaction5,Interaction6,new_AgexParkMeter,PRFxParkMeter,TIMExParkMeter,EducationxParkMeter,Drv_ExpxParkMeter,Prk_FrqxParkMeter
809,809,68,1,1,1,1,1,0,2,4,2,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,2,2,2,0,0,2,1,4,0,0,2,0,1,0,0,2,1,4,0
810,810,68,1,1,1,1,1,0,2,4,2,0,3,3,1,35,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,3,0,0,1,0,0,3,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
811,811,68,1,1,1,1,1,0,2,4,2,0,1,1,2,40,0,3,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,3,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
812,812,68,1,1,1,1,1,0,2,4,2,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,2,2,2,0,0,2,1,4,0,0,2,0,1,0,0,2,1,4,0
813,813,68,1,1,1,1,1,0,2,4,2,0,2,3,2,50,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,1,0,0,3,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
814,814,68,1,1,1,1,1,0,2,4,2,0,1,2,1,25,0,4,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,0,0,3,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
815,815,68,1,1,1,1,1,0,2,4,2,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,2,2,2,0,0,2,1,4,0,0,2,0,1,0,0,2,1,4,0
816,816,69,1,1,0,1,0,3,1,1,1,1,2,2,2,45,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
817,817,69,1,1,0,1,0,3,1,1,1,1,2,1,1,20,0,1,2,0,1,0,0,1,0,0,1,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
818,818,69,1,1,0,1,0,3,1,1,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1
819,819,69,1,1,0,1,0,3,1,1,1,1,3,3,2,55,1,2,1,0,0,1,0,0,0,1,0,1,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
820,820,69,1,1,0,1,0,3,1,1,1,1,1,3,2,50,0,2,2,1,0,0,0,0,0,1,0,1,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
821,821,69,1,1,0,1,0,3,1,1,1,1,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1
822,822,69,1,1,0,1,0,3,1,1,1,1,2,2,1,25,0,3,1,0,1,0,0,0,1,0,1,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
823,823,69,1,1,0,1,0,3,1,1,1,1,3,3,1,35,1,3,2,0,0,1,0,0,0,1,1,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
824,824,69,1,1,0,1,0,3,1,1,1,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1
825,825,69,1,1,0,1,0,3,1,1,1,1,1,2,2,45,1,4,1,1,0,0,0,0,1,0,0,1,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
826,826,69,1,1,0,1,0,3,1,1,1,1,3,1,1,25,0,4,2,0,0,1,0,1,0,0,1,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
827,827,69,1,1,0,1,0,3,1,1,1,1,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1,0,1,1,2,3,2,2,2,2,2,2,3,2,2,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1
828,828,70,0,5,4,1,1,0,1,4,0,0,1,1,1,20,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
829,829,70,0,5,4,1,1,0,1,4,0,0,2,3,1,30,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
830,830,70,0,5,4,1,1,0,1,4,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,2,2,1,4,4,2,2,1,0,0,2,2,1,4,4,0
831,831,70,0,5,4,1,1,0,1,4,0,0,1,3,2,50,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
832,832,70,0,5,4,1,1,0,1,4,0,0,2,2,1,25,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
833,833,70,0,5,4,1,1,0,1,4,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,2,2,1,4,4,2,2,1,0,0,2,2,1,4,4,0
834,834,70,0,5,4,1,1,0,1,4,0,0,3,2,2,50,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
835,835,70,0,5,4,1,1,0,1,4,0,0,2,3,1,30,1,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
836,836,70,0,5,4,1,1,0,1,4,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,2,2,1,4,4,2,2,1,0,0,2,2,1,4,4,0
837,837,70,0,5,4,1,1,0,1,4,0,0,3,1,2,45,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
838,838,70,0,5,4,1,1,0,1,4,0,0,3,2,2,50,0,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
839,839,70,0,5,4,1,1,0,1,4,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,0,2,1,3,2,2,2,1,4,4,2,2,1,0,0,2,2,1,4,4,0
840,840,71,1,2,2,4,2,3,1,4,4,0,3,1,1,25,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
841,841,71,1,2,2,4,2,3,1,4,4,0,2,3,1,30,1,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
842,842,71,1,2,2,4,2,3,1,4,4,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,1,1,1,2,4,1,1,1,0,1,1,1,1,2,4,0
843,843,71,1,2,2,4,2,3,1,4,4,0,3,3,2,55,0,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
844,844,71,1,2,2,4,2,3,1,4,4,0,1,3,2,50,1,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
845,845,71,1,2,2,4,2,3,1,4,4,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,1,1,1,2,4,1,1,1,0,1,1,1,1,2,4,0
846,846,71,1,2,2,4,2,3,1,4,4,0,2,1,2,40,0,3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
847,847,71,1,2,2,4,2,3,1,4,4,0,3,1,1,25,1,3,2,0,0,1,0,1,0,0,1,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
848,848,71,1,2,2,4,2,3,1,4,4,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,1,1,1,2,4,1,1,1,0,1,1,1,1,2,4,0
849,849,71,1,2,2,4,2,3,1,4,4,0,2,2,2,45,0,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
850,850,71,1,2,2,4,2,3,1,4,4,0,1,2,1,25,1,4,2,1,0,0,0,0,1,0,1,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
851,851,71,1,2,2,4,2,3,1,4,4,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,3,2,1,1,1,2,3,2,3,1,1,1,2,4,1,1,1,0,1,1,1,1,2,4,0
852,852,72,0,5,1,1,1,0,1,4,2,2,2,1,1,20,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
853,853,72,0,5,1,1,1,0,1,4,2,2,1,2,2,45,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
854,854,72,0,5,1,1,1,0,1,4,2,2,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,2,2,1,1,4,2,2,1,2,0,2,2,1,1,4,2
855,855,72,0,5,1,1,1,0,1,4,2,2,3,3,1,35,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
856,856,72,0,5,1,1,1,0,1,4,2,2,1,3,1,30,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
857,857,72,0,5,1,1,1,0,1,4,2,2,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,2,2,1,1,4,2,2,1,2,0,2,2,1,1,4,2
858,858,72,0,5,1,1,1,0,1,4,2,2,2,3,1,30,0,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
859,859,72,0,5,1,1,1,0,1,4,2,2,1,1,2,40,0,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
860,860,72,0,5,1,1,1,0,1,4,2,2,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,2,2,1,1,4,2,2,1,2,0,2,2,1,1,4,2
861,861,72,0,5,1,1,1,0,1,4,2,2,1,2,2,45,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
862,862,72,0,5,1,1,1,0,1,4,2,2,3,1,2,45,0,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
863,863,72,0,5,1,1,1,0,1,4,2,2,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,2,2,3,3,2,2,1,1,4,2,2,1,2,0,2,2,1,1,4,2
864,864,73,0,4,2,2,2,2,1,4,4,1,2,3,1,30,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
865,865,73,0,4,2,2,2,2,1,4,4,1,3,3,1,35,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
866,866,73,0,4,2,2,2,2,1,4,4,1,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,2,0,2,2,4,2,0,2,1,0,2,0,2,2,4,1
867,867,73,0,4,2,2,2,2,1,4,4,1,1,2,2,45,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
868,868,73,0,4,2,2,2,2,1,4,4,1,1,1,1,20,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
869,869,73,0,4,2,2,2,2,1,4,4,1,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,2,0,2,2,4,2,0,2,1,0,2,0,2,2,4,1
870,870,73,0,4,2,2,2,2,1,4,4,1,3,2,2,50,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
871,871,73,0,4,2,2,2,2,1,4,4,1,1,3,2,50,0,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
872,872,73,0,4,2,2,2,2,1,4,4,1,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,2,0,2,2,4,2,0,2,1,0,2,0,2,2,4,1
873,873,73,0,4,2,2,2,2,1,4,4,1,3,1,2,45,0,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
874,874,73,0,4,2,2,2,2,1,4,4,1,2,1,1,20,0,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
875,875,73,0,4,2,2,2,2,1,4,4,1,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,3,1,1,3,2,0,2,2,4,2,0,2,1,0,2,0,2,2,4,1
876,876,74,0,2,2,1,2,3,1,4,4,2,2,1,2,40,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
877,877,74,0,2,2,1,2,3,1,4,4,2,1,2,2,45,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
878,878,74,0,2,2,1,2,3,1,4,4,2,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,1,1,0,2,4,1,1,0,2,0,1,1,0,2,4,2
879,879,74,0,2,2,1,2,3,1,4,4,2,3,2,1,30,0,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
880,880,74,0,2,2,1,2,3,1,4,4,2,2,3,2,50,0,2,2,0,1,0,0,0,0,1,0,1,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
881,881,74,0,2,2,1,2,3,1,4,4,2,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,1,1,0,2,4,1,1,0,2,0,1,1,0,2,4,2
882,882,74,0,2,2,1,2,3,1,4,4,2,3,2,2,50,1,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
883,883,74,0,2,2,1,2,3,1,4,4,2,1,3,1,30,0,3,2,1,0,0,0,0,0,1,1,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
884,884,74,0,2,2,1,2,3,1,4,4,2,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,1,1,0,2,4,1,1,0,2,0,1,1,0,2,4,2
885,885,74,0,2,2,1,2,3,1,4,4,2,2,1,1,20,1,4,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
886,886,74,0,2,2,1,2,3,1,4,4,2,3,1,1,25,0,4,2,0,0,1,0,1,0,0,1,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
887,887,74,0,2,2,1,2,3,1,4,4,2,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,2,2,2,1,0,3,1,1,1,1,0,2,4,1,1,0,2,0,1,1,0,2,4,2
888,888,75,1,2,4,1,2,1,1,4,4,0,2,1,2,40,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
889,889,75,1,2,4,1,2,1,1,4,4,0,3,1,2,45,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
890,890,75,1,2,4,1,2,1,1,4,4,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,1,2,2,4,4,1,2,2,0,1,1,2,2,4,4,0
891,891,75,1,2,4,1,2,1,1,4,4,0,1,2,1,25,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
892,892,75,1,2,4,1,2,1,1,4,4,0,3,3,2,55,0,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
893,893,75,1,2,4,1,2,1,1,4,4,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,1,2,2,4,4,1,2,2,0,1,1,2,2,4,4,0
894,894,75,1,2,4,1,2,1,1,4,4,0,2,2,1,25,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
895,895,75,1,2,4,1,2,1,1,4,4,0,2,3,1,30,0,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
896,896,75,1,2,4,1,2,1,1,4,4,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,1,2,2,4,4,1,2,2,0,1,1,2,2,4,4,0
897,897,75,1,2,4,1,2,1,1,4,4,0,3,3,1,35,0,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
898,898,75,1,2,4,1,2,1,1,4,4,0,1,1,2,40,0,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
899,899,75,1,2,4,1,2,1,1,4,4,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,3,2,3,3,3,3,3,2,1,2,2,4,4,1,2,2,0,1,1,2,2,4,4,0
900,900,76,1,2,4,3,2,3,1,3,4,3,2,2,2,45,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
901,901,76,1,2,4,3,2,3,1,3,4,3,3,1,1,25,0,1,2,0,0,1,0,1,0,0,1,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
902,902,76,1,2,4,3,2,3,1,3,4,3,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,1,1,0,4,3,1,1,0,3,1,1,1,0,4,3,3
903,903,76,1,2,4,3,2,3,1,3,4,3,1,3,1,30,1,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
904,904,76,1,2,4,3,2,3,1,3,4,3,2,2,1,25,0,2,2,0,1,0,0,0,1,0,1,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
905,905,76,1,2,4,3,2,3,1,3,4,3,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,1,1,0,4,3,1,1,0,3,1,1,1,0,4,3,3
906,906,76,1,2,4,3,2,3,1,3,4,3,1,3,2,50,1,3,1,1,0,0,0,0,0,1,0,1,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
907,907,76,1,2,4,3,2,3,1,3,4,3,3,1,1,25,0,3,2,0,0,1,0,1,0,0,1,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
908,908,76,1,2,4,3,2,3,1,3,4,3,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,1,1,0,4,3,1,1,0,3,1,1,1,0,4,3,3
909,909,76,1,2,4,3,2,3,1,3,4,3,2,2,2,45,0,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
910,910,76,1,2,4,3,2,3,1,3,4,3,1,3,2,50,1,4,2,1,0,0,0,0,0,1,0,1,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
911,911,76,1,2,4,3,2,3,1,3,4,3,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,1,2,1,1,1,1,3,3,3,1,1,0,4,3,1,1,0,3,1,1,1,0,4,3,3
912,912,77,1,2,2,0,1,0,1,4,4,1,3,2,2,50,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
913,913,77,1,2,2,0,1,0,1,4,4,1,1,3,2,50,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
914,914,77,1,2,2,0,1,0,1,4,4,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,2,4,1
915,915,77,1,2,2,0,1,0,1,4,4,1,2,2,1,25,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
916,916,77,1,2,2,0,1,0,1,4,4,1,3,1,2,45,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
917,917,77,1,2,2,0,1,0,1,4,4,1,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,2,4,1
918,918,77,1,2,2,0,1,0,1,4,4,1,1,3,1,30,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
919,919,77,1,2,2,0,1,0,1,4,4,1,2,1,1,20,0,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
920,920,77,1,2,2,0,1,0,1,4,4,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,2,4,1
921,921,77,1,2,2,0,1,0,1,4,4,1,1,1,1,20,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
