GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,TRAIN_GA1,SM_GA1,CAR_GA1,CAR_HE,CAR_SEATS,TRAIN_SEATS,OBS_ID,alternative,alt_mode,alt_purpose,choice,TT,CO,HE,SEATS,GA1
3,1,1,707,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.67,0.78,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5975,SM_LEIS,SM,LEIS,0,0.67,0.78,0.2,0,0.0
3,1,1,707,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.74,0.99,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5976,SM_LEIS,SM,LEIS,0,0.74,0.99,0.2,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.58,0.76,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5977,SM_LEIS,SM,LEIS,0,0.58,0.76,0.1,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.54,0.9,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5978,SM_LEIS,SM,LEIS,0,0.54,0.9,0.1,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.51,0.84,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5979,SM_LEIS,SM,LEIS,0,0.51,0.84,0.2,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.51,0.84,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5980,SM_LEIS,SM,LEIS,0,0.51,0.84,0.3,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.51,0.81,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5981,SM_LEIS,SM,LEIS,0,0.51,0.81,0.3,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.54,0.71,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5982,SM_LEIS,SM,LEIS,0,0.54,0.71,0.1,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.51,0.84,0.2,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5983,SM_LEIS,SM,LEIS,0,0.51,0.84,0.2,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.54,0.9,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5984,SM_LEIS,SM,LEIS,0,0.54,0.9,0.3,0,0.0
3,1,1,708,BUSS,1,1,2,0,3,1,3,0,2,1,1,1,1,0.0,0.0,0.0,0.54,0.9,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5985,SM_LEIS,SM,LEIS,0,0.54,0.9,0.3,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.71,1.18,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5986,SM_LEIS,SM,LEIS,0,1.71,1.18,0.3,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.74,0.97,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5987,SM_LEIS,SM,LEIS,0,1.74,0.97,0.3,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.78,0.99,0.2,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5988,SM_LEIS,SM,LEIS,0,1.78,0.99,0.2,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.78,0.99,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5989,SM_LEIS,SM,LEIS,0,1.78,0.99,0.1,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.78,1.05,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5990,SM_LEIS,SM,LEIS,0,1.78,1.05,0.3,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.78,1.05,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5991,SM_LEIS,SM,LEIS,0,1.78,1.05,0.2,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.74,1.22,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5992,SM_LEIS,SM,LEIS,0,1.74,1.22,0.1,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.71,1.09,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5993,SM_LEIS,SM,LEIS,0,1.71,1.09,0.2,0,0.0
3,1,1,709,BUSS,1,1,2,0,3,1,3,0,2,17,1,1,1,0.0,0.0,0.0,1.78,1.37,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5994,SM_LEIS,SM,LEIS,0,1.78,1.37,0.2,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.49,1.83,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5995,SM_LEIS,SM,LEIS,0,0.49,1.83,0.2,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.44,1.78,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5996,SM_LEIS,SM,LEIS,0,0.44,1.78,0.1,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.55,1.96,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5997,SM_LEIS,SM,LEIS,0,0.55,1.96,0.3,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.49,1.68,0.2,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,5998,SM_LEIS,SM,LEIS,0,0.49,1.68,0.2,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.49,1.4,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,5999,SM_LEIS,SM,LEIS,0,0.49,1.4,0.2,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.44,1.55,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6000,SM_LEIS,SM,LEIS,0,0.44,1.55,0.1,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.55,1.96,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6001,SM_LEIS,SM,LEIS,0,0.55,1.96,0.1,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.55,1.46,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6002,SM_LEIS,SM,LEIS,0,0.55,1.46,0.3,0,0.0
3,1,1,710,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.44,1.61,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6003,SM_LEIS,SM,LEIS,0,0.44,1.61,0.1,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.83,1.05,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6004,SM_LEIS,SM,LEIS,0,0.83,1.05,0.2,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.78,0.99,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6005,SM_LEIS,SM,LEIS,0,0.78,0.99,0.1,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.89,1.18,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6006,SM_LEIS,SM,LEIS,0,0.89,1.18,0.3,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.83,1.05,0.2,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6007,SM_LEIS,SM,LEIS,0,0.83,1.05,0.2,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.83,0.84,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6008,SM_LEIS,SM,LEIS,0,0.83,0.84,0.2,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.78,0.94,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6009,SM_LEIS,SM,LEIS,0,0.78,0.94,0.1,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.89,1.18,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6010,SM_LEIS,SM,LEIS,0,0.89,1.18,0.1,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.89,0.84,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6011,SM_LEIS,SM,LEIS,0,0.89,0.84,0.3,0,0.0
3,1,1,711,BUSS,1,1,2,0,3,1,3,0,2,25,1,1,1,0.0,0.0,0.0,0.78,0.92,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6012,SM_LEIS,SM,LEIS,0,0.78,0.92,0.1,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.31,1.22,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6013,SM_LEIS,SM,LEIS,0,1.31,1.22,0.1,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.21,1.5,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6014,SM_LEIS,SM,LEIS,0,1.21,1.5,0.1,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.13,1.4,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6015,SM_LEIS,SM,LEIS,0,1.13,1.4,0.2,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.13,1.4,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6016,SM_LEIS,SM,LEIS,0,1.13,1.4,0.3,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.13,1.33,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6017,SM_LEIS,SM,LEIS,0,1.13,1.33,0.3,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.21,1.12,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6018,SM_LEIS,SM,LEIS,0,1.21,1.12,0.1,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.13,1.4,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6019,SM_LEIS,SM,LEIS,0,1.13,1.4,0.2,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.21,1.5,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6020,SM_LEIS,SM,LEIS,0,1.21,1.5,0.3,0,0.0
3,1,1,712,BUSS,1,1,2,0,3,1,3,0,9,25,1,1,1,0.0,0.0,0.0,1.21,1.5,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6021,SM_LEIS,SM,LEIS,0,1.21,1.5,0.3,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.12,1.05,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6022,SM_LEIS,SM,LEIS,0,1.12,1.05,0.1,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.04,1.22,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6023,SM_LEIS,SM,LEIS,0,1.04,1.22,0.1,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.98,1.12,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6024,SM_LEIS,SM,LEIS,0,0.98,1.12,0.2,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.98,1.12,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6025,SM_LEIS,SM,LEIS,0,0.98,1.12,0.3,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.98,1.09,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6026,SM_LEIS,SM,LEIS,0,0.98,1.09,0.3,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.04,0.94,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6027,SM_LEIS,SM,LEIS,0,1.04,0.94,0.1,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.98,1.18,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6028,SM_LEIS,SM,LEIS,0,0.98,1.18,0.2,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.04,1.22,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6029,SM_LEIS,SM,LEIS,0,1.04,1.22,0.3,0,0.0
3,1,1,713,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.04,1.22,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6030,SM_LEIS,SM,LEIS,0,1.04,1.22,0.3,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.14,1.22,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6031,SM_LEIS,SM,LEIS,0,1.14,1.22,0.2,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.08,1.12,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6032,SM_LEIS,SM,LEIS,0,1.08,1.12,0.1,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.22,1.4,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6033,SM_LEIS,SM,LEIS,0,1.22,1.4,0.3,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.14,1.22,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6034,SM_LEIS,SM,LEIS,0,1.14,1.22,0.2,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.14,0.92,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6035,SM_LEIS,SM,LEIS,0,1.14,0.92,0.2,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.08,1.12,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6036,SM_LEIS,SM,LEIS,0,1.08,1.12,0.1,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.22,1.4,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6037,SM_LEIS,SM,LEIS,0,1.22,1.4,0.1,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.22,0.97,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6038,SM_LEIS,SM,LEIS,0,1.22,0.97,0.3,0,0.0
3,1,1,714,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.08,1.05,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6039,SM_LEIS,SM,LEIS,0,1.08,1.05,0.1,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.49,0.78,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6040,SM_LEIS,SM,LEIS,0,1.49,0.78,0.1,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.45,0.88,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6041,SM_LEIS,SM,LEIS,0,1.45,0.88,0.1,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.42,0.81,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6042,SM_LEIS,SM,LEIS,0,1.42,0.81,0.2,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.42,0.81,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6043,SM_LEIS,SM,LEIS,0,1.42,0.81,0.3,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.42,0.81,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6044,SM_LEIS,SM,LEIS,0,1.42,0.81,0.3,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.45,0.74,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6045,SM_LEIS,SM,LEIS,0,1.45,0.74,0.1,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.42,0.88,0.2,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6046,SM_LEIS,SM,LEIS,0,1.42,0.88,0.2,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.45,0.9,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6047,SM_LEIS,SM,LEIS,0,1.45,0.9,0.3,0,0.0
3,1,1,715,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,1.45,0.88,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6048,SM_LEIS,SM,LEIS,0,1.45,0.88,0.3,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.81,1.09,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6049,SM_LEIS,SM,LEIS,0,0.81,1.09,0.3,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.87,0.9,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6050,SM_LEIS,SM,LEIS,0,0.87,0.9,0.3,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.95,0.94,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6051,SM_LEIS,SM,LEIS,0,0.95,0.94,0.2,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.95,0.94,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6052,SM_LEIS,SM,LEIS,0,0.95,0.94,0.1,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.95,0.97,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6053,SM_LEIS,SM,LEIS,0,0.95,0.97,0.3,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.95,0.97,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6054,SM_LEIS,SM,LEIS,0,0.95,0.97,0.2,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.87,1.18,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6055,SM_LEIS,SM,LEIS,0,0.87,1.18,0.1,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.81,1.05,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6056,SM_LEIS,SM,LEIS,0,0.81,1.05,0.2,0,0.0
3,1,1,716,BUSS,1,1,2,0,3,1,3,0,17,2,1,1,1,0.0,0.0,0.0,0.95,1.37,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6057,SM_LEIS,SM,LEIS,0,0.95,1.37,0.2,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.81,0.68,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6058,SM_LEIS,SM,LEIS,0,0.81,0.68,0.1,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.77,0.76,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6059,SM_LEIS,SM,LEIS,0,0.77,0.76,0.1,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.74,0.71,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6060,SM_LEIS,SM,LEIS,0,0.74,0.71,0.2,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.74,0.71,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6061,SM_LEIS,SM,LEIS,0,0.74,0.71,0.3,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.74,0.71,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6062,SM_LEIS,SM,LEIS,0,0.74,0.71,0.3,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.77,0.6,0.1,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6063,SM_LEIS,SM,LEIS,0,0.77,0.6,0.1,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.74,0.76,0.2,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6064,SM_LEIS,SM,LEIS,0,0.74,0.76,0.2,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.77,0.78,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6065,SM_LEIS,SM,LEIS,0,0.77,0.78,0.3,0,0.0
3,1,1,717,BUSS,1,1,2,0,3,1,3,0,17,11,1,1,1,0.0,0.0,0.0,0.77,0.76,0.3,0,0.0,0.0,CAR,0.0,0.0,0,0,0,0,6066,SM_LEIS,SM,LEIS,0,0.77,0.76,0.3,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.8,1.5,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6067,SM_LEIS,SM,LEIS,0,0.8,1.5,0.2,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.71,1.4,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6068,SM_LEIS,SM,LEIS,0,0.71,1.4,0.1,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.92,1.78,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6069,SM_LEIS,SM,LEIS,0,0.92,1.78,0.3,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.8,1.55,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6070,SM_LEIS,SM,LEIS,0,0.8,1.55,0.2,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.8,1.12,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6071,SM_LEIS,SM,LEIS,0,0.8,1.12,0.2,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.71,1.4,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6072,SM_LEIS,SM,LEIS,0,0.71,1.4,0.1,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.92,1.78,0.1,0,0.0,0.0,TRAIN,0.0,0.0,0,0,0,0,6073,SM_LEIS,SM,LEIS,0,0.92,1.78,0.1,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.92,1.22,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6074,SM_LEIS,SM,LEIS,0,0.92,1.22,0.3,0,0.0
3,1,1,718,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,0.71,1.33,0.1,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6075,SM_LEIS,SM,LEIS,0,0.71,1.33,0.1,0,0.0
3,1,1,719,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,1.41,1.55,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6076,SM_LEIS,SM,LEIS,0,1.41,1.55,0.3,0,0.0
3,1,1,719,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,1.5,1.27,0.3,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6077,SM_LEIS,SM,LEIS,0,1.5,1.27,0.3,0,0.0
3,1,1,719,BUSS,1,1,2,0,3,1,3,0,17,22,1,1,1,0.0,0.0,0.0,1.62,1.33,0.2,0,0.0,0.0,SM,0.0,0.0,0,0,0,0,6078,SM_LEIS,SM,LEIS,0,1.62,1.33,0.2,0,0.0
