id,alt,ich,och,icca,occa,income,inc.cooling,inc.room,int.cooling,choice
71,3,9.39,4.03,18.32,2.53,50,50,0,1,6
71,4,9.68,3.98,18.32,2.53,50,50,50,1,6
71,5,25.3,2.78,0,0,50,0,0,0,6
71,6,32.74,4.03,0,0,50,0,0,0,6
71,7,8.08,3.98,0,0,50,0,50,0,6
72,1,5.09,2.23,23.74,2.21,40,40,0,1,6
72,2,9.04,1.54,23.74,2.21,40,40,0,1,6
72,3,7.45,4.33,23.74,2.21,40,40,0,1,6
72,4,8.15,4.74,23.74,2.21,40,40,40,1,6
72,5,19.99,2.23,0,0,40,0,0,0,6
72,6,27.51,4.33,0,0,40,0,0,0,6
72,7,7.33,4.74,0,0,40,0,40,0,6
73,1,5.75,2.5,23,2.09,30,30,0,1,6
73,2,9.83,1.79,23,2.09,30,30,0,1,6
73,3,8.24,3.76,23,2.09,30,30,0,1,6
73,4,7.36,4.84,23,2.09,30,30,30,1,6
73,5,21.7,2.5,0,0,30,0,0,0,6
73,6,20.63,3.76,0,0,30,0,0,0,6
73,7,7.63,4.84,0,0,30,0,30,0,6
74,1,4.75,1.71,24.82,2.4,60,60,0,1,6
74,2,7.79,1.19,24.82,2.4,60,60,0,1,6
74,3,6.35,3.83,24.82,2.4,60,60,0,1,6
74,4,7.6,3.45,24.82,2.4,60,60,60,1,6
74,5,23.53,1.71,0,0,60,0,0,0,6
74,6,18.68,3.83,0,0,60,0,0,0,6
74,7,6.6,3.45,0,0,60,0,60,0,6
75,1,8.91,2.05,24.05,2.31,20,20,0,1,3
75,2,14.92,1.41,24.05,2.31,20,20,0,1,3
75,3,10.79,4.96,24.05,2.31,20,20,0,1,3
75,4,10.72,3.84,24.05,2.31,20,20,20,1,3
75,5,30.07,2.05,0,0,20,0,0,0,3
75,6,31.67,4.96,0,0,20,0,0,0,3
75,7,8.6,3.84,0,0,20,0,20,0,3
76,1,7.07,1.74,24.62,2.26,20,20,0,1,5
76,2,8.86,1.42,24.62,2.26,20,20,0,1,5
76,3,8.52,4.24,24.62,2.26,20,20,0,1,5
76,4,6.31,3.96,24.62,2.26,20,20,20,1,5
76,5,23.29,1.74,0,0,20,0,0,0,5
76,6,20.63,4.24,0,0,20,0,0,0,5
76,7,8.3,3.96,0,0,20,0,20,0,5
77,1,9.6,2.42,30.37,2.41,50,50,0,1,6
77,2,10.78,1.24,30.37,2.41,50,50,0,1,6
77,3,9.01,5.22,30.37,2.41,50,50,0,1,6
77,4,8.29,4.37,30.37,2.41,50,50,50,1,6
77,5,31.52,2.42,0,0,50,0,0,0,6
77,6,33.27,5.22,0,0,50,0,0,0,6
77,7,9.41,4.37,0,0,50,0,50,0,6
78,1,5.16,1.63,25.15,2.88,40,40,0,1,6
78,2,7.59,1.61,25.15,2.88,40,40,0,1,6
78,3,8.79,3.24,25.15,2.88,40,40,0,1,6
78,4,8.19,3.09,25.15,2.88,40,40,40,1,6
78,5,27.22,1.63,0,0,40,0,0,0,6
78,6,24.3,3.24,0,0,40,0,0,0,6
78,7,8.02,3.09,0,0,40,0,40,0,6
79,1,8.68,2.2,22.82,2.35,70,70,0,1,7
79,2,9.5,1.41,22.82,2.35,70,70,0,1,7
79,3,7.91,3.96,22.82,2.35,70,70,0,1,7
79,4,6.52,3.98,22.82,2.35,70,70,70,1,7
79,5,29.13,2.2,0,0,70,0,0,0,7
79,6,26.16,3.96,0,0,70,0,0,0,7
79,7,6.46,3.98,0,0,70,0,70,0,7
80,1,7.58,2.2,30.16,2.43,40,40,0,1,6
80,2,11.54,1.39,30.16,2.43,40,40,0,1,6
80,3,7.76,4.57,30.16,2.43,40,40,0,1,6
80,4,6.59,4.31,30.16,2.43,40,40,40,1,6
80,5,29.1,2.2,0,0,40,0,0,0,6
80,6,19.91,4.57,0,0,40,0,0,0,6
80,7,7.95,4.31,0,0,40,0,40,0,6
81,1,7.4,1.53,30.62,2.04,30,30,0,1,6
81,2,8.27,1.49,30.62,2.04,30,30,0,1,6
81,3,7.91,4.37,30.62,2.04,30,30,0,1,6
81,4,7.16,3.61,30.62,2.04,30,30,30,1,6
81,5,22.71,1.53,0,0,30,0,0,0,6
81,6,23.95,4.37,0,0,30,0,0,0,6
81,7,6.81,3.61,0,0,30,0,30,0,6
82,1,8.98,2.25,24.04,2.66,70,70,0,1,7
82,2,10.96,1.18,24.04,2.66,70,70,0,1,7
82,3,7.77,4.35,24.04,2.66,70,70,0,1,7
82,4,9.4,3.13,24.04,2.66,70,70,70,1,7
82,5,30.53,2.25,0,0,70,0,0,0,7
82,6,26.21,4.35,0,0,70,0,0,0,7
82,7,6.66,3.13,0,0,70,0,70,0,7
83,1,8.25,2.65,25.33,2.2,40,40,0,1,6
83,2,12.64,1.79,25.33,2.2,40,40,0,1,6
83,3,8.66,4.15,25.33,2.2,40,40,0,1,6
83,4,9.16,4.45,25.33,2.2,40,40,40,1,6
83,5,29.12,2.65,0,0,40,0,0,0,6
83,6,21.55,4.15,0,0,40,0,0,0,6
83,7,6.52,4.45,0,0,40,0,40,0,6
84,1,10.5,2.22,27.5,2.16,30,30,0,1,7
84,2,10.31,1.57,27.5,2.16,30,30,0,1,7
84,3,9.71,3.25,27.5,2.16,30,30,0,1,7
84,4,9.34,3.87,27.5,2.16,30,30,30,1,7
84,5,31.26,2.22,0,0,30,0,0,0,7
84,6,31.8,3.25,0,0,30,0,0,0,7
84,7,8.1,3.87,0,0,30,0,30,0,7
85,1,6.7,1.91,24.22,2.97,30,30,0,1,6
85,2,10.34,1.39,24.22,2.97,30,30,0,1,6
85,3,8.93,4.35,24.22,2.97,30,30,0,1,6
85,4,5.41,4.03,24.22,2.97,30,30,30,1,6
85,5,24.78,1.91,0,0,30,0,0,0,6
85,6,28.6,4.35,0,0,30,0,0,0,6
85,7,9.37,4.03,0,0,30,0,30,0,6
86,1,9.1,2.7,20.33,2.46,20,20,0,1,6
86,2,10.84,1.16,20.33,2.46,20,20,0,1,6
86,3,6.63,4.29,20.33,2.46,20,20,0,1,6
86,4,8.86,3.94,20.33,2.46,20,20,20,1,6
86,5,25.26,2.7,0,0,20,0,0,0,6
86,6,22.51,4.29,0,0,20,0,0,0,6
86,7,6.14,3.94,0,0,20,0,20,0,6
87,1,7.64,2.15,24.42,2.46,70,70,0,1,6
87,2,9.72,1.67,24.42,2.46,70,70,0,1,6
87,3,7.57,4.84,24.42,2.46,70,70,0,1,6
87,4,7.87,4,24.42,2.46,70,70,70,1,6
87,5,23.89,2.15,0,0,70,0,0,0,6
87,6,22.84,4.84,0,0,70,0,0,0,6
87,7,5.05,4,0,0,70,0,70,0,6
88,1,7.71,2.74,19.67,3.09,50,50,0,1,6
88,2,10.21,1.53,19.67,3.09,50,50,0,1,6
88,3,9.72,4.68,19.67,3.09,50,50,0,1,6
88,4,6.86,4.42,19.67,3.09,50,50,50,1,6
88,5,24.01,2.74,0,0,50,0,0,0,6
88,6,26.19,4.68,0,0,50,0,0,0,6
88,7,7.31,4.42,0,0,50,0,50,0,6
89,1,8.16,2.35,29.19,2.28,60,60,0,1,6
89,2,12,1.82,29.19,2.28,60,60,0,1,6
89,3,9.91,5.1,29.19,2.28,60,60,0,1,6
89,4,8.89,3.5,29.19,2.28,60,60,60,1,6
89,5,29.12,2.35,0,0,60,0,0,0,6
89,6,22.17,5.1,0,0,60,0,0,0,6
89,7,8.39,3.5,0,0,60,0,60,0,6
90,1,8.62,1.67,26.22,2.5,40,40,0,1,6
90,2,10.91,1.65,26.22,2.5,40,40,0,1,6
90,3,9.69,4.49,26.22,2.5,40,40,0,1,6
90,4,7.52,4.63,26.22,2.5,40,40,40,1,6
90,5,29.96,1.67,0,0,40,0,0,0,6
90,6,25.82,4.49,0,0,40,0,0,0,6
90,7,6.8,4.63,0,0,40,0,40,0,6
91,1,8.38,2.24,31.64,2.05,40,40,0,1,6
91,2,11.37,1.71,31.64,2.05,40,40,0,1,6
91,3,8.37,3.22,31.64,2.05,40,40,0,1,6
91,4,8.94,4.35,31.64,2.05,40,40,40,1,6
91,5,24.18,2.24,0,0,40,0,0,0,6
91,6,26.27,3.22,0,0,40,0,0,0,6
91,7,9.52,4.35,0,0,40,0,40,0,6
92,1,7.14,2.63,23.3,2.59,20,20,0,1,6
92,2,12.66,1.47,23.3,2.59,20,20,0,1,6
92,3,8.32,4.67,23.3,2.59,20,20,0,1,6
92,4,8.65,5.19,23.3,2.59,20,20,20,1,6
92,5,24.07,2.63,0,0,20,0,0,0,6
92,6,30.56,4.67,0,0,20,0,0,0,6
92,7,7.2,5.19,0,0,20,0,20,0,6
93,1,7.3,3.09,27.6,2.23,50,50,0,1,6
93,2,11.06,1.67,27.6,2.23,50,50,0,1,6
93,3,8.5,4.59,27.6,2.23,50,50,0,1,6
93,4,9.47,4.98,27.6,2.23,50,50,50,1,6
93,5,27.08,3.09,0,0,50,0,0,0,6
93,6,26.57,4.59,0,0,50,0,0,0,6
93,7,9.14,4.98,0,0,50,0,50,0,6
94,1,8.79,2.15,24.56,2.18,70,70,0,1,6
94,2,10.47,0.87,24.56,2.18,70,70,0,1,6
94,3,9.65,4.32,24.56,2.18,70,70,0,1,6
94,4,9.68,4.23,24.56,2.18,70,70,70,1,6
94,5,25.37,2.15,0,0,70,0,0,0,6
94,6,30.67,4.32,0,0,70,0,0,0,6
94,7,7.83,4.23,0,0,70,0,70,0,6
95,1,8.38,1.69,26.52,2.72,40,40,0,1,6
95,2,12.85,1.46,26.52,2.72,40,40,0,1,6
95,3,9.22,4.51,26.52,2.72,40,40,0,1,6
95,4,8.46,4.65,26.52,2.72,40,40,40,1,6
95,5,26.13,1.69,0,0,40,0,0,0,6
95,6,28.1,4.51,0,0,40,0,0,0,6
95,7,7.95,4.65,0,0,40,0,40,0,6
96,1,8.37,2.66,26.94,2.16,20,20,0,1,6
96,2,11.04,1.06,26.94,2.16,20,20,0,1,6
96,3,8.47,3.97,26.94,2.16,20,20,0,1,6
96,4,9.58,4.5,26.94,2.16,20,20,20,1,6
96,5,26.89,2.66,0,0,20,0,0,0,6
96,6,28,3.97,0,0,20,0,0,0,6
96,7,8.66,4.5,0,0,20,0,20,0,6
97,1,8.44,2.1,26.79,2.6,20,20,0,1,6
97,2,10.59,1.38,26.79,2.6,20,20,0,1,6
97,3,8.94,4.39,26.79,2.6,20,20,0,1,6
97,4,7.83,4.33,26.79,2.6,20,20,20,1,6
97,5,26.99,2.1,0,0,20,0,0,0,6
97,6,30.72,4.39,0,0,20,0,0,0,6
97,7,10.09,4.33,0,0,20,0,20,0,6
98,1,6.88,1.89,23.97,2.55,40,40,0,1,6
98,2,8.87,1.53,23.97,2.55,40,40,0,1,6
98,3,9.59,4.84,23.97,2.55,40,40,0,1,6
98,4,7.32,4.67,23.97,2.55,40,40,40,1,6
98,5,26.86,1.89,0,0,40,0,0,0,6
98,6,24.69,4.84,0,0,40,0,0,0,6
98,7,8.38,4.67,0,0,40,0,40,0,6
99,1,7.21,2.28,24.49,2.56,70,70,0,1,7
99,2,8.8,1.07,24.49,2.56,70,70,0,1,7
99,3,4.83,3.45,24.49,2.56,70,70,0,1,7
99,4,6.28,3.14,24.49,2.56,70,70,70,1,7
99,5,20.85,2.28,0,0,70,0,0,0,7
99,6,21.38,3.45,0,0,70,0,0,0,7
99,7,5.94,3.14,0,0,70,0,70,0,7
100,1,6.88,2.28,24.83,2.4,20,20,0,1,3
100,2,10.4,1.79,24.83,2.4,20,20,0,1,3
100,3,9.27,4,24.83,2.4,20,20,0,1,3
100,4,8.51,3.35,24.83,2.4,20,20,20,1,3
100,5,23.32,2.28,0,0,20,0,0,0,3
100,6,27.78,4,0,0,20,0,0,0,3
100,7,9.01,3.35,0,0,20,0,20,0,3
101,1,8.79,2.61,19.38,2.84,50,50,0,1,6
101,2,11.09,1.75,19.38,2.84,50,50,0,1,6
101,3,9.51,4.78,19.38,2.84,50,50,0,1,6
101,4,9.34,4.42,19.38,2.84,50,50,50,1,6
101,5,25.34,2.61,0,0,50,0,0,0,6
101,6,26.27,4.78,0,0,50,0,0,0,6
101,7,6.73,4.42,0,0,50,0,50,0,6
102,1,7.7,2.26,27.12,2.54,40,40,0,1,6
102,2,9.41,1.72,27.12,2.54,40,40,0,1,6
102,3,8.43,3.63,27.12,2.54,40,40,0,1,6
102,4,9.99,4.14,27.12,2.54,40,40,40,1,6
102,5,27.42,2.26,0,0,40,0,0,0,6
102,6,25.61,3.63,0,0,40,0,0,0,6
102,7,8.83,4.14,0,0,40,0,40,0,6
103,1,9.94,2.08,29.61,2.92,40,40,0,1,6
103,2,9.33,1.54,29.61,2.92,40,40,0,1,6
103,3,11.02,3.99,29.61,2.92,40,40,0,1,6
103,4,9.58,3.27,29.61,2.92,40,40,40,1,6
103,5,30.44,2.08,0,0,40,0,0,0,6
103,6,20.66,3.99,0,0,40,0,0,0,6
103,7,8.9,3.27,0,0,40,0,40,0,6
104,1,7.07,1.9,23.9,2.54,40,40,0,1,6
104,2,8.97,1.09,23.9,2.54,40,40,0,1,6
104,3,5.95,3.21,23.9,2.54,40,40,0,1,6
104,4,6.17,3.81,23.9,2.54,40,40,40,1,6
104,5,22.65,1.9,0,0,40,0,0,0,6
104,6,18.02,3.21,0,0,40,0,0,0,6
104,7,7.25,3.81,0,0,40,0,40,0,6
105,1,7.72,2.64,22.41,2.47,50,50,0,1,6
105,2,8.87,1.96,22.41,2.47,50,50,0,1,6
105,3,7.44,3.21,22.41,2.47,50,50,0,1,6
105,4,7.02,3.85,22.41,2.47,50,50,50,1,6
105,5,27.16,2.64,0,0,50,0,0,0,6
105,6,22.23,3.21,0,0,50,0,0,0,6
105,7,8.05,3.85,0,0,50,0,50,0,6
106,1,7.01,2.32,20.27,2.54,30,30,0,1,6
106,2,12.87,1.38,20.27,2.54,30,30,0,1,6
106,3,8.14,3.67,20.27,2.54,30,30,0,1,6
106,4,7.54,3.99,20.27,2.54,30,30,30,1,6
106,5,32.46,2.32,0,0,30,0,0,0,6
106,6,28.75,3.67,0,0,30,0,0,0,6
106,7,9.65,3.99,0,0,30,0,30,0,6
107,1,9.35,3.09,23.41,2.31,70,70,0,1,7
107,2,10.99,1.71,23.41,2.31,70,70,0,1,7
107,3,7.77,4.68,23.41,2.31,70,70,0,1,7
107,4,7.72,4.33,23.41,2.31,70,70,70,1,7
107,5,25.52,3.09,0,0,70,0,0,0,7
107,6,27.95,4.68,0,0,70,0,0,0,7
107,7,9.65,4.33,0,0,70,0,70,0,7
108,1,8.03,2.18,32.5,1.94,50,50,0,1,6
108,2,11.82,1.16,32.5,1.94,50,50,0,1,6
108,3,9.13,3.23,32.5,1.94,50,50,0,1,6
108,4,9.24,4.22,32.5,1.94,50,50,50,1,6
108,5,29.52,2.18,0,0,50,0,0,0,6
108,6,27.76,3.23,0,0,50,0,0,0,6
108,7,7.11,4.22,0,0,50,0,50,0,6
109,1,9.24,2.49,24.3,2.5,50,50,0,1,6
109,2,9.52,1.88,24.3,2.5,50,50,0,1,6
109,3,7.71,4.34,24.3,2.5,50,50,0,1,6
109,4,8.25,4.08,24.3,2.5,50,50,50,1,6
109,5,29.43,2.49,0,0,50,0,0,0,6
109,6,23.79,4.34,0,0,50,0,0,0,6
109,7,6.12,4.08,0,0,50,0,50,0,6
110,1,8.93,2.52,24.27,2.33,70,70,0,1,6
110,2,9.45,1.5,24.27,2.33,70,70,0,1,6
110,3,7.85,4.13,24.27,2.33,70,70,0,1,6
110,4,8.85,3.67,24.27,2.33,70,70,70,1,6
110,5,20.61,2.52,0,0,70,0,0,0,6
110,6,27.02,4.13,0,0,70,0,0,0,6
110,7,8.01,3.67,0,0,70,0,70,0,6
111,1,7.5,2.45,25.91,2.34,30,30,0,1,5
111,2,10.38,1.73,25.91,2.34,30,30,0,1,5
111,3,8.04,5.18,25.91,2.34,30,30,0,1,5
111,4,6.92,4.18,25.91,2.34,30,30,30,1,5
111,5,20,2.45,0,0,30,0,0,0,5
111,6,24.48,5.18,0,0,30,0,0,0,5
111,7,7.7,4.18,0,0,30,0,30,0,5
112,1,5.07,2.23,28.38,2.45,30,30,0,1,6
112,2,9.6,1.29,28.38,2.45,30,30,0,1,6
112,3,6.02,5.04,28.38,2.45,30,30,0,1,6
112,4,6.85,3.48,28.38,2.45,30,30,30,1,6
112,5,26.11,2.23,0,0,30,0,0,0,6
112,6,21.75,5.04,0,0,30,0,0,0,6
112,7,5.17,3.48,0,0,30,0,30,0,6
113,1,7.15,2.43,25.38,2.06,50,50,0,1,6
113,2,13.17,1.44,25.38,2.06,50,50,0,1,6
113,3,6.81,4.67,25.38,2.06,50,50,0,1,6
113,4,8.66,3.9,25.38,2.06,50,50,50,1,6
113,5,30.65,2.43,0,0,50,0,0,0,6
113,6,26.55,4.67,0,0,50,0,0,0,6
113,7,9.33,3.9,0,0,50,0,50,0,6
114,1,8.44,2.61,24.48,2.3,70,70,0,1,7
114,2,9.96,1.52,24.48,2.3,70,70,0,1,7
114,3,9.92,4.86,24.48,2.3,70,70,0,1,7
114,4,8.22,4.37,24.48,2.3,70,70,70,1,7
114,5,22.96,2.61,0,0,70,0,0,0,7
114,6,25.2,4.86,0,0,70,0,0,0,7
114,7,6.59,4.37,0,0,70,0,70,0,7
115,1,7.43,2.6,29.43,2.47,20,20,0,1,5
115,2,9.17,1.85,29.43,2.47,20,20,0,1,5
115,3,6.44,4.04,29.43,2.47,20,20,0,1,5
115,4,6.52,4.2,29.43,2.47,20,20,20,1,5
115,5,21.3,2.6,0,0,20,0,0,0,5
115,6,17.83,4.04,0,0,20,0,0,0,5
115,7,6.24,4.2,0,0,20,0,20,0,5
116,1,6.68,2.15,28.31,2.37,50,50,0,1,6
116,2,11.22,1.52,28.31,2.37,50,50,0,1,6
116,3,7.05,3.6,28.31,2.37,50,50,0,1,6
116,4,7.61,3.54,28.31,2.37,50,50,50,1,6
116,5,20.03,2.15,0,0,50,0,0,0,6
116,6,19.92,3.6,0,0,50,0,0,0,6
116,7,8.01,3.54,0,0,50,0,50,0,6
117,1,8.78,2.41,31.09,2.7,60,60,0,1,6
117,2,10.32,1.9,31.09,2.7,60,60,0,1,6
117,3,8.37,4.55,31.09,2.7,60,60,0,1,6
117,4,8.74,4.15,31.09,2.7,60,60,60,1,6
117,5,30.26,2.41,0,0,60,0,0,0,6
117,6,26.37,4.55,0,0,60,0,0,0,6
117,7,7.03,4.15,0,0,60,0,60,0,6
118,1,6.9,2.27,25.23,2.63,70,70,0,1,6
118,2,11.47,1.61,25.23,2.63,70,70,0,1,6
118,3,8.45,4.52,25.23,2.63,70,70,0,1,6
118,4,7.37,4.71,25.23,2.63,70,70,70,1,6
118,5,23.6,2.27,0,0,70,0,0,0,6
118,6,30.77,4.52,0,0,70,0,0,0,6
118,7,8.45,4.71,0,0,70,0,70,0,6
119,1,6.7,2.6,22.69,2.52,60,60,0,1,6
119,2,12.4,1.51,22.69,2.52,60,60,0,1,6
119,3,7.38,4.32,22.69,2.52,60,60,0,1,6
119,4,7.91,3.21,22.69,2.52,60,60,60,1,6
119,5,25.4,2.6,0,0,60,0,0,0,6
119,6,27.38,4.32,0,0,60,0,0,0,6
119,7,9.37,3.21,0,0,60,0,60,0,6
120,1,8.66,1.91,30.42,2.14,50,50,0,1,6
120,2,11.27,1.36,30.42,2.14,50,50,0,1,6
120,3,8.97,3.46,30.42,2.14,50,50,0,1,6
120,4,8.54,3.72,30.42,2.14,50,50,50,1,6
120,5,30.65,1.91,0,0,50,0,0,0,6
120,6,28.43,3.46,0,0,50,0,0,0,6
120,7,9.48,3.72,0,0,50,0,50,0,6
121,1,7.37,2.28,23.9,2.65,50,50,0,1,6
121,2,7.3,1.46,23.9,2.65,50,50,0,1,6
121,3,8.48,3.81,23.9,2.65,50,50,0,1,6
121,4,5.07,3.66,23.9,2.65,50,50,50,1,6
121,5,25.05,2.28,0,0,50,0,0,0,6
121,6,22.34,3.81,0,0,50,0,0,0,6
121,7,7.04,3.66,0,0,50,0,50,0,6
122,1,8.38,2.65,24.29,2.59,40,40,0,1,6
122,2,11.03,1.41,24.29,2.59,40,40,0,1,6
122,3,7.67,5.65,24.29,2.59,40,40,0,1,6
122,4,10.01,4.56,24.29,2.59,40,40,40,1,6
122,5,25.46,2.65,0,0,40,0,0,0,6
122,6,25.64,5.65,0,0,40,0,0,0,6
122,7,7.4,4.56,0,0,40,0,40,0,6
123,1,7.18,1.81,19.16,2.72,40,40,0,1,6
123,2,10.36,1.28,19.16,2.72,40,40,0,1,6
123,3,8.22,3.57,19.16,2.72,40,40,0,1,6
123,4,6.88,4.44,19.16,2.72,40,40,40,1,6
123,5,22.94,1.81,0,0,40,0,0,0,6
123,6,28.47,3.57,0,0,40,0,0,0,6
123,7,8.2,4.44,0,0,40,0,40,0,6
124,1,7.84,2.05,27.74,1.96,40,40,0,1,6
124,2,14.47,1.62,27.74,1.96,40,40,0,1,6
124,3,8.39,3.84,27.74,1.96,40,40,0,1,6
124,4,5.99,4.55,27.74,1.96,40,40,40,1,6
124,5,26.33,2.05,0,0,40,0,0,0,6
124,6,30.22,3.84,0,0,40,0,0,0,6
124,7,8.3,4.55,0,0,40,0,40,0,6
125,1,8.24,2.4,26.09,2.56,70,70,0,1,6
125,2,9.44,1.9,26.09,2.56,70,70,0,1,6
125,3,8.09,4.3,26.09,2.56,70,70,0,1,6
125,4,8.59,5.03,26.09,2.56,70,70,70,1,6
125,5,17.9,2.4,0,0,70,0,0,0,6
125,6,21.64,4.3,0,0,70,0,0,0,6
125,7,7.6,5.03,0,0,70,0,70,0,6
126,1,8.69,2.67,24.42,2.41,70,70,0,1,7
126,2,9.71,1.46,24.42,2.41,70,70,0,1,7
126,3,9.02,3.51,24.42,2.41,70,70,0,1,7
126,4,7.35,4.15,24.42,2.41,70,70,70,1,7
126,5,24.67,2.67,0,0,70,0,0,0,7
126,6,21.61,3.51,0,0,70,0,0,0,7
126,7,6.46,4.15,0,0,70,0,70,0,7
127,1,9.13,2.11,27.88,2.1,50,50,0,1,6
127,2,9.61,1.43,27.88,2.1,50,50,0,1,6
127,3,9.24,4.63,27.88,2.1,50,50,0,1,6
127,4,9.55,3.58,27.88,2.1,50,50,50,1,6
127,5,20.28,2.11,0,0,50,0,0,0,6
127,6,26.84,4.63,0,0,50,0,0,0,6
127,7,8.03,3.58,0,0,50,0,50,0,6
128,1,9.48,2.22,20.37,2.53,40,40,0,1,6
128,2,9.74,1.64,20.37,2.53,40,40,0,1,6
128,3,10.13,5.09,20.37,2.53,40,40,0,1,6
128,4,8.55,3.86,20.37,2.53,40,40,40,1,6
128,5,28.2,2.22,0,0,40,0,0,0,6
128,6,29.73,5.09,0,0,40,0,0,0,6
128,7,6.41,3.86,0,0,40,0,40,0,6
129,1,7.41,2.39,27.69,2.24,60,60,0,1,6
129,2,11.45,1.78,27.69,2.24,60,60,0,1,6
129,3,8.41,4.65,27.69,2.24,60,60,0,1,6
129,4,7.57,4.46,27.69,2.24,60,60,60,1,6
129,5,25.86,2.39,0,0,60,0,0,0,6
129,6,26.06,4.65,0,0,60,0,0,0,6
129,7,7.03,4.46,0,0,60,0,60,0,6
130,1,7.05,2.32,25.89,2.37,50,50,0,1,6
130,2,11.62,1.45,25.89,2.37,50,50,0,1,6
130,3,6.94,4,25.89,2.37,50,50,0,1,6
130,4,9.02,4.39,25.89,2.37,50,50,50,1,6
130,5,22.98,2.32,0,0,50,0,0,0,6
130,6,23.81,4,0,0,50,0,0,0,6
130,7,7.83,4.39,0,0,50,0,50,0,6
131,1,9.2,3.18,26.32,3.02,70,70,0,1,6
131,2,11.88,1.41,26.32,3.02,70,70,0,1,6
131,3,7.93,4.65,26.32,3.02,70,70,0,1,6
131,4,7.41,3.98,26.32,3.02,70,70,70,1,6
131,5,31.65,3.18,0,0,70,0,0,0,6
131,6,29.44,4.65,0,0,70,0,0,0,6
131,7,6.17,3.98,0,0,70,0,70,0,6
132,1,8.13,2.51,23.12,2.21,70,70,0,1,7
132,2,12.21,1.69,23.12,2.21,70,70,0,1,7
132,3,7.07,4.08,23.12,2.21,70,70,0,1,7
132,4,5.97,3.92,23.12,2.21,70,70,70,1,7
132,5,17.82,2.51,0,0,70,0,0,0,7
132,6,20.6,4.08,0,0,70,0,0,0,7
132,7,8.88,3.92,0,0,70,0,70,0,7
133,1,6.33,2.26,17,2.79,60,60,0,1,6
133,2,11.09,1.63,17,2.79,60,60,0,1,6
133,3,8.46,4.52,17,2.79,60,60,0,1,6
133,4,8.16,4.32,17,2.79,60,60,60,1,6
133,5,25.33,2.26,0,0,60,0,0,0,6
133,6,20.32,4.52,0,0,60,0,0,0,6
133,7,7.7,4.32,0,0,60,0,60,0,6
134,1,11.18,2.49,28.69,2.38,50,50,0,1,2
134,2,13.29,1.61,28.69,2.38,50,50,0,1,2
134,3,7.17,3.64,28.69,2.38,50,50,0,1,2
134,4,9.39,4.87,28.69,2.38,50,50,50,1,2
134,5,29.67,2.49,0,0,50,0,0,0,2
134,6,28.16,3.64,0,0,50,0,0,0,2
134,7,8.76,4.87,0,0,50,0,50,0,2
135,1,7.67,2.19,27.43,2.76,70,70,0,1,6
135,2,10.04,1.22,27.43,2.76,70,70,0,1,6
135,3,8.51,3.7,27.43,2.76,70,70,0,1,6
135,4,7.58,3.94,27.43,2.76,70,70,70,1,6
135,5,21.63,2.19,0,0,70,0,0,0,6
135,6,27.79,3.7,0,0,70,0,0,0,6
135,7,8.67,3.94,0,0,70,0,70,0,6
136,1,7.24,2.68,23.61,2.7,30,30,0,1,6
136,2,12.45,1.6,23.61,2.7,30,30,0,1,6
136,3,8.75,3.84,23.61,2.7,30,30,0,1,6
136,4,9.09,3.58,23.61,2.7,30,30,30,1,6
136,5,34.2,2.68,0,0,30,0,0,0,6
136,6,25.03,3.84,0,0,30,0,0,0,6
136,7,7.26,3.58,0,0,30,0,30,0,6
137,1,7.94,2.13,28.82,2.6,50,50,0,1,6
137,2,10.45,1.68,28.82,2.6,50,50,0,1,6
137,3,7.43,3.8,28.82,2.6,50,50,0,1,6
137,4,9.48,3.91,28.82,2.6,50,50,50,1,6
137,5,33.24,2.13,0,0,50,0,0,0,6
137,6,26.24,3.8,0,0,50,0,0,0,6
137,7,7.87,3.91,0,0,50,0,50,0,6
138,1,7.63,2.38,19.73,2.52,40,40,0,1,6
138,2,10.44,1.75,19.73,2.52,40,40,0,1,6
138,3,8.19,4.53,19.73,2.52,40,40,0,1,6
138,4,8.79,5.04,19.73,2.52,40,40,40,1,6
138,5,29.79,2.38,0,0,40,0,0,0,6
138,6,27.92,4.53,0,0,40,0,0,0,6
138,7,6.95,5.04,0,0,40,0,40,0,6
139,1,7.86,2.25,28.15,2.85,40,40,0,1,6
139,2,8.41,1.49,28.15,2.85,40,40,0,1,6
139,3,6.94,4.34,28.15,2.85,40,40,0,1,6
139,4,6.43,4.22,28.15,2.85,40,40,40,1,6
139,5,21.67,2.25,0,0,40,0,0,0,6
139,6,21.41,4.34,0,0,40,0,0,0,6
139,7,6.65,4.22,0,0,40,0,40,0,6
140,1,9.13,2.06,22.69,2.61,50,50,0,1,6
140,2,10.63,1.48,22.69,2.61,50,50,0,1,6
140,3,8.76,4.53,22.69,2.61,50,50,0,1,6
140,4,7.52,3.69,22.69,2.61,50,50,50,1,6
140,5,28.8,2.06,0,0,50,0,0,0,6
140,6,27.45,4.53,0,0,50,0,0,0,6
140,7,7.83,3.69,0,0,50,0,50,0,6
141,1,7.03,2.18,22.69,2.12,70,70,0,1,7
141,2,9.04,1.09,22.69,2.12,70,70,0,1,7
141,3,8.9,4.15,22.69,2.12,70,70,0,1,7
141,4,7.68,3.65,22.69,2.12,70,70,70,1,7
141,5,21.81,2.18,0,0,70,0,0,0,7
141,6,28.32,4.15,0,0,70,0,0,0,7
