recorded_date,response_id,bridge_used,bridge_preference,reason_not_used,reason_not_used_other,trip_start_postcode,trip_end_postcode,travel_mode,trip_reason,trip_reason_other,travel_group,trip_frequency,impact_time,impact_comfort,impact_safety,impact_connectivity,pattern_change_mode,pattern_change_time,pattern_change_freq,pattern_change_places,trip_alternative,age,gender,gender_other,postcode,education,employment_status,currently_studying,drivers_licence,household_under15,household_15_17,household_18plus,bridge_feedback
2025-05-14 22:40:58,R_4Qs28iLyYldSXps,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4503.0,4102.0,"Other mode, please specify ____________________________",Commute to my workplace,,alone,Few times a week,,,,,Yes,No,No,No,Used a longer route,35-39,Male,,4503.0,Advanced Diploma and Diploma,Employed (paid work) typically working less than 35 hours a week,No,Car licence,2,0,2,"The bridge is convenient. But it is inconvenient to get from the central station to the bridge by bike, there are few bike paths."
2025-05-15 07:37:59,R_9YzkOn8hKewgrYJ,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,Few times a week,,,,,Yes,No,Yes,No,Travelled to someplace else for the same purpose/reason/activity,18-24,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,No
2025-05-15 07:38:30,R_44j8NgkVvHYud7y,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4066.0,4000.0,,Commute to my workplace,,with one other person,Few times a month,,,,,No,Maybe,Yes,Yes,Used a longer route,50-54,Female,,4066.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,3,"More direct, quiet route than walking via Victoria Bridge; easier to get to West End when I need to. Walking home has become a bit quicker and more direct. Will be much better when Toowong to West End Bridge goes in though - will take another 30 minutes off my 1hr 20min walk home"
2025-05-15 08:48:50,R_4P28qnj6fbpvfbb,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4069.0,4000.0, Pushbike  ,Fitness/exercise,,with one other person,On most weekends,,,,,No,No,Yes,Yes,Used a longer route,25-29,Male,,4069.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,Shorter more direct route to kangaroo point. More comfortable route to story bridge vs riverside
2025-05-15 08:50:50,R_4fGEzieKM4zBfdE,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,Few times a week,,,,,No,No,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,25-29,Female,,4006.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",0,0,1,
2025-05-15 09:05:48,R_47BJRSYSxBgEFY5,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4065.0,4065.0,Walk ,Fitness/exercise,,with one other person,Few times a month,,,,,No,No,No,Yes,Used a longer route,50-54,Female,,4065.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,3,It's just a nice running loop around the CBD now
2025-05-15 09:22:38,R_9SjeVcAWRKmhVPp,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,"Shared E-scooter (for example, Neuron or Lime) ",To go to a restaurant/ eat/drink,,alone,Few times a week,,,,,Yes,No,No,No,Used a longer route,18-24,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,No
2025-05-15 10:04:29,R_4WNpx0H878zXUfd,Neville Bonner Bridge,Neville Bonner Bridge,,,4101.0,4000.0,,Commute to my workplace,,alone,Few times a week,,,,,Yes,Yes,No,No,Used a longer route,35-39,Male,,4101.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,2,
2025-05-15 10:12:54,R_4RfQEUxISGKr80F,Neville Bonner Bridge,Neville Bonner Bridge,,,4000.0,4101.0,,Commute to my workplace,,alone,Daily,,,,,Yes,Yes,No,No,Used a longer route,40-44,Female,,4105.0,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,It is much quicker to get to the south bank train station or cultural centre bus station 
2025-05-15 13:35:20,R_9j6aNKsYznLYXMl,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4006.0,4102.0,"Shared E-bike (for example, Neuron)",Commute to my workplace,,alone,Daily,,,,,No,No,No,No,"Used Taxi/RideShare (Uber, Didi, etc)",25-29,Male,,4006.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,0,
2025-05-15 14:07:41,R_9j96xYUY1BOBcMF,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4007.0,4007.0,Walk ,Fitness/exercise,,with one other person,Few times a month,,,,,No,No,No,No,Used a longer route,55-59,Female,,4012.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,4,"Safer way to cross, separation between bike and pedestrians"
2025-05-15 14:11:46,R_9e8fZjeWgSnTZ9W,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4120.0,4000.0,Walk ,Commute to my workplace,,alone,Few times a month,,,,,No,No,No,No,Used a longer route,30-34,Male,,4120.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
2025-05-15 14:26:32,R_9qONtUNB5p5zqdH,Breakfast/ Yowoggera Bridge,Breakfast/ Yowoggera Bridge,,,4006.0,4007.0,Walk ,Fitness/exercise,,with one other person,On most weekends,,,,,No,No,No,No,Used a longer route,30-34,Male,,4006.0,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,5,Safer and easier way to cross the river at breakie creek
2025-05-15 14:48:53,R_48YUtDoFgKhKl8I,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4102.0,4000.0,Walk ,Commute to my workplace,,alone,Daily,,,,,No,No,No,No,Used a longer route,40-44,Male,,4012.0,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-15 15:05:57,R_9OqRqPFjlvGKKmf,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4068.0,4068.0, Pushbike  ,Fitness/exercise,,with more than two persons,On most weekends,,,,,No,No,Yes,Yes,Used a longer route,25-29,Male,,4068.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-15 15:38:04,R_9lY23eKggTDLBLK,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4000.0,4002.0,"Shared E-scooter (for example, Neuron or Lime) ",Commute to my workplace,,alone,Few times a week,,,,,Yes,No,Yes,Yes,Used a longer route,18-24,Female,,4122.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,3,
2025-05-15 15:45:03,R_8iEbEQWeWrqPWnT,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4001.0,4001.0,"Other mode, please specify ____________________________",Fitness/exercise,,alone,Few times a week,,,,,Yes,No,No,Yes,Used a longer route,50-54,Male,,4128.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,"Car licence,Motorcycle licence,Other Licence",0,0,4,It has given me a different running route around the CBD
2025-05-15 15:49:22,R_2OoiAlcDxceVlAh,Neville Bonner Bridge,Neville Bonner Bridge,,,4001.0,4101.0,,To go to a restaurant/ eat/drink,,alone,Few times a week,,,,,Yes,Yes,Yes,No,Travelled to someplace else for the same purpose/reason/activity,50-54,Male,,4053.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,1,
2025-05-15 15:51:17,R_8n6XNFnd32Be24G,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4000.0,4000.0,,Fitness/exercise,,with one other person,Daily,,,,,No,No,No,Maybe,Used a longer route,45-49,Female,,4127.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-15 15:51:20,R_9FREecInx4LBedH,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0, Pushbike  ,Commute to study,,alone,Few times a week,,,,,Yes,Yes,Yes,,Used a longer route,25-29,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,0,"It has shortened my commute to work and uni, my time spent active and outside has increased so overall my quality of life has improved due to the bridge."
2025-05-15 15:55:51,R_2jGS3WfwaKVpIgj,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Personal E-scooter   ,Commute to my workplace,,alone,Daily,,,,,Yes,No,No,Maybe,Used a bus,25-29,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
2025-05-15 16:20:58,R_9ctOTv2VGJvotMs,Neville Bonner Bridge,Neville Bonner Bridge,,,4103.0,4000.0,,Commute to my workplace,,alone,Daily,,,,,No,Yes,No,Yes,Used a longer route,18-24,Male,,4103.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,"Neville Bonner linked South Brisbane and South Bank Stations to the CBD which makes it 
a quicker/nicer walk to my workplace on Mary Street. Since I take the Beenleigh - Ferny Grove line the bridge also means I don't have to go to Central which would mean being on the train longer."
2025-05-15 17:15:06,R_9luKrvBSqpFqaKP,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4169.0,Personal E-scooter   ,"To do personal business (Healthcare, hairdresser etc)",,alone,Few times a week,,,,,No,No,No,No,Not travelled,18-24,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-15 20:58:14,R_4gM7Qv7B1ujqSUx,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4012.0,4012.0,Personal E-bike  ,Commute to my workplace,,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a bus,18-24,Female,,4012.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,4,The green bridge has given me a new path to travel to work
2025-05-15 21:24:14,R_4jjrCMbmIoZTCk9,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4064.0,4064.0,"Other mode, please specify ____________________________",Fitness/exercise,,with more than two persons,On most weekends,,,,,No,No,Maybe,Maybe,Travelled to someplace else for the same purpose/reason/activity,18-24,Female,,4064.0,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,The air con in the lift cools me down mid-run and I love the bubblers too. It helps motivate me to run in new places. 
2025-05-15 22:12:13,R_9WIiecAtWsWa9S2,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4000.0,4169.0,Walk ,Commute to study,,alone,Few times a week,,,,,Yes,Yes,No,No,Used a longer route,18-24,Male,,4005.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,5,
2025-05-16 07:11:54,R_4F2OsfQ2no5GTIx,Breakfast/ Yowoggera Bridge,Breakfast/ Yowoggera Bridge,,,4066.0,4066.0, Pushbike  ,Fitness/exercise,,with one other person,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a longer route,18-24,Male,,4066.0,Years 10/11/12,Not currently working for any other reason,Yes,Car licence,0,0,4,It’s helpful for creating a smooth and route to and from the city centre
2025-05-16 10:04:15,R_9ewUFThCdL3NI6o,Neville Bonner Bridge,Neville Bonner Bridge,,,4102.0,4000.0,,Commute to my workplace,,alone,Daily,,,,,Yes,No,No,Yes,Used a train,18-24,Female,,4102.0,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,0,Easy to get to work
2025-05-16 10:06:33,R_9SwRAVezvy1L6IS,Neville Bonner Bridge,Kangaroo Point Bridge,,,4000.0,4102.0,Personal E-scooter   ,Commute to study,,alone,Daily,,,,,Yes,No,No,No,Used a longer route,25-29,Female,,4102.0,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,1,No
2025-05-16 12:21:22,R_9MAJj2gBFGb4PmZ,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4000.0,4000.0,Walk ,"Other activity, please specify","Recreation, part of river loop via South Bank",with one other person,Rarely,,,,,No,No,No,Maybe,Travelled to someplace else for the same purpose/reason/activity,50-54,Female,,4030.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,1,1,Provided a destination to walk to when walking recreationally on weekends and a destination to walk to for lunch breaks. 
2025-05-16 13:01:59,R_4gBLFPeuxkflEf2,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4113.0,4000.0, Pushbike  ,"To do personal business (Healthcare, hairdresser etc)",,alone,Rarely,,,,,No,No,No,No,Used a shorter route,40-44,Male,,4113.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,4,0,2,Quite minimum as they are not on my routine commuting. 
2025-05-16 13:19:03,R_48LPGFFH8zIJzmS,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4000.0,4101.0,,Commute related to work,,with one other person,Few times a month,,,,,No,No,Yes,No,Used a longer route,45-49,Male,,4105.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",1,1,3,more travel options
2025-05-16 14:25:36,R_968wgHlPpixBVlL,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4064.0,4000.0,Walk ,To experience the bridge,,alone,Few times a month,,,,,No,No,Maybe,Yes,Used a ferry,70-74,Male,,4064.0,Postgraduate Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,1,0,1,Provides options for faster connection to and from the city
2025-05-16 15:22:48,R_9KuIVLXSUuqEMCr,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4069.0,4069.0, Pushbike  ,Fitness/exercise,,alone,Few times a month,,,,,No,No,Yes,Yes,Used a longer route,50-54,Male,,4069.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,4,The Yowoggera Bridge reduces interactions with motor vehicles and provide easier access travelling between Hamilton and New Farm. It's just a pity the Brisbane City Council took so long after the Kingsford Smith Dr upgrade to complete this link.
2025-05-16 15:56:07,R_9KTr0CJaQbGaHYV,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4102.0,4102.0, Pushbike  ,Fitness/exercise,,with more than two persons,Few times a month,,,,,Yes,Maybe,No,Yes,Used a longer route,45-49,Male,,4102.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,
2025-05-16 15:57:07,R_99iCaH8025YryCz,Breakfast/ Yowoggera Bridge,Breakfast/ Yowoggera Bridge,,,4007.0,4006.0,Walk ,Fitness/exercise,,alone,Rarely,,,,,No,No,No,Yes,Used a shorter route,25-29,Female,,4007.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,3,0,3,It has done northing for me 
2025-05-16 17:12:35,R_4ccP76QdKHeh7QR,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4101.0,4000.0,Personal E-bike  ,Commute to my workplace,,alone,Daily,,,,,Yes,Yes,Yes,Yes,Used a car (as a driver),55-59,Male,,4101.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,3,
2025-05-16 17:14:49,R_4qQEX8ms5iMuo3P,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4074.0,4006.0, Pushbike  ,Commute to my workplace,,with one other person,Rarely,,,,,No,No,No,Yes,Used a longer route,45-49,Male,,4074.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,1,2,Gives me more options away from cars to ride
2025-05-16 17:17:20,R_4rTackzNbt9MdeJ,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4011.0,4101.0, Pushbike  ,Fitness/exercise,,alone,Few times a month,,,,,No,No,No,No,Used a longer route,50-54,Male,,4011.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,2,"It is a bridge to nowhere! Does not connect to any meaningful cycling infrastructure to get it the valley, town or across town. Upgrading Ann St should have been the priority. Also the surface finish of the bridge is very poor. I did enjoy watching it being installed though!!! Something to Bulimba is desperately needed as well as upgrading Nudgee Rd..."
2025-05-16 17:19:13,R_48Cfeu9sYpxfawl,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,"Other activity, please specify",Escooter adventure also,alone,Few times a week,,,,,Yes,No,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,50-54,Male,,4169.0,Years 9 and below,Prefer not to answer,No,Prefer not to answer,0,0,0,Great infrastructure access city and pathways easily...especially story Bridge pathways closed 
2025-05-16 17:22:33,R_4aWZHxdjXPBZBRT,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4010.0,4010.0, Pushbike  ,Fitness/exercise,,alone,Few times a week,,,,,,,Yes,No,Travelled to someplace else for the same purpose/reason/activity,65-69,Female,,4010.0,Graduate Diploma and Graduate Certificate,Retired or on an age pension,No,"Car licence,Motorcycle licence,Other Licence",0,0,2,Increased my cycle route
2025-05-16 17:23:30,R_4qjqfVIsqYuRsNb,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4101.0,4005.0, Pushbike  ,To visit Entertainment,,alone,On most weekends,,,,,Yes,Yes,Yes,Yes,Used a bus,30-34,Male,,4101.0,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,Had created a shorter route to visit further away points in Brisbane (At least until the closure of the Story Bridge...)
2025-05-16 17:24:46,R_4GR7XkePFy7YKIx,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4011.0,4000.0, Pushbike  ,Commute to study,,alone,Few times a month,,,,,Yes,Yes,Yes,Yes,Used a longer route,18-24,Male,,4011.0,Certificate III & IV,"Employed (paid work) typically working less than 35 hours a week,Volunteer/ unpaid work",No,Car licence,0,0,4,
2025-05-16 17:25:26,R_9CHhSujY5XT9gJL,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4101.0,4101.0, Pushbike  ,Fitness/exercise,,with more than two persons,Daily,,,,,Yes,Yes,Yes,Yes,Used a car (as a driver),40-44,Male,,4101.0,Advanced Diploma and Diploma,Employed (paid work) typically working less than 35 hours a week,No,"Car licence,Other Licence",2,0,2,"We need more dedicated cycle infrastructure, including closing some city streets for purpose built cycle and pedestrian thoroughfares "
2025-05-16 17:26:21,R_4aLG1LWFxqVMMsj,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4121.0,4006.0, Pushbike  ,"Other activity, please specify","Well I wouldn't normally have to ride over the Kangaroo Point Bridge, but for the last 11 weeks the Story Bridge footpaths have been closed to pedestrians and cyclists, so I am forced to divert through the City, along with many other pedestrians and cyclists.  This may skew your answers to what the ""typical"" route / bridge usage is.  ",alone,Daily,,,,,No,No,Yes,Yes,Used a shorter route,50-54,Female,,4121.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,1,2,"I regularly use green bridges when I commute to and from my workplace and around Town.  It is faster to ride in many instances.  I will mention again - your responses may be skewed as currently the Story Bridge is closed (has been for 11+ weeks as at 16 May) - both pathways on both sides closed to pedestrians and cyclists.  This has resulted in thousands of cyclist and pedestrian users having to use alternative routes to get from Kangaroo Point to areas east of the CBD.  It is a terrible situation currently, and adds a lot of time and kms to people's daily commute.  "
2025-05-16 17:31:08,R_9X1LVAxkU5UNGY9,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4121.0,4000.0,Personal E-bike  ,Commute to my workplace,,alone,Daily,,,,,Yes,Yes,Yes,Yes,Used a bus,35-39,Male,,4121.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,1,"With Story Bridge closed, the green bridge is one of the only ways I can cross the river without a long detour. I would have to take the bus which would take me 40+ minutes. Biking takes 20 mins"
2025-05-16 17:47:41,R_9NuVh6yTVMM74gp,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4059.0,4169.0,Personal E-bike  ,Visiting family/ friends/relatives/ social visit,,alone,Few times a month,,,,,Yes,Yes,Yes,No,Not travelled,45-49,Male,,4059.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",1,1,2,"It's wonderful, however the closure of the riverwalk and storey bridge has essentially ruined safe active travel through the area."
2025-05-16 17:50:12,R_9iotItCItYTvJUl,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4170.0,4064.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,Yes,Yes,Yes,No,Used a longer route,30-34,Male,,4170.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-16 17:56:47,R_4Gptzvh5Vv5Wfoy,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4000.0,4101.0,,Commute related to work,,with one other person,Few times a month,,,,,No,No,Maybe,Yes,Used a longer route,35-39,Male,,4207.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,2,Opens up accessibility to public spaces. Great that cyclists aren’t permitted due to sometimes territorial or aggressive behaviours
2025-05-16 17:57:01,R_9NDNoibjonK6mzq,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4069.0,4006.0, Pushbike  ,Commute to my workplace,,alone,On most weekends,,,,,No,No,No,No,Used a longer route,45-49,Male,,4069.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,2,"It's made the commute from the west to the valley much better (at least before the Story Bridge paths were closed). Previously I crossed the Goodwill bridge and followed the paths at the bottom of the Kangaroo Pt cliffs, which have a high degree of conflict on shared paths. Going through Riverside is also bad, for the same reasons"
2025-05-16 17:59:41,R_4PZdWm2ygX6eUIr,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4068.0,4006.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,Maybe,Maybe,Maybe,Yes,Used a longer route,50-54,Male,,4068.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-16 18:07:23,R_4p9n6Ddh82IgrYt,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0, Pushbike  ,Fitness/exercise,,alone,On most weekends,,,,,Yes,Yes,Yes,No,Used a shorter route,55-59,Female,,4102.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,2,No
2025-05-16 18:16:23,R_9OYSlfpowqpHMXp,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4000.0,4169.0, Pushbike  ,To visit a park,,alone,Few times a month,,,,,Yes,No,Yes,Yes,Used a car (as a driver),40-44,Male,,4000.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,2,Since the atory bridge is closed theres no other altenative
2025-05-16 18:17:46,R_9iKt3e58huPdMat,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4000.0,4101.0,,To go to a restaurant/ eat/drink,,alone,Few times a month,,,,,No,Yes,Yes,Maybe,Used a longer route,50-54,Male,,4120.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,1,2,Dramatically improved my access from the City to South Brisbane. Essentially it has expended the CBD and my choice of dining entertainment. Would have been better if it catered for cyclists too. Love green bridges.
2025-05-16 18:28:44,R_9F3CjgHBEfNpRxL,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4105.0,4000.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,Yes,No,No,No,Used a longer route,50-54,Male,,4105.0,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,3,
2025-05-16 18:39:08,R_9G1J4UqD2F9gXId,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4011.0,4000.0, Pushbike  ,Commute to my workplace,,with one other person,Daily,,,,,Yes,Yes,Yes,Yes,Used a car (as a driver),55-59,Male,,4011.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,Need more of these bridges to enable ssfe commuting. 
2025-05-16 18:56:52,R_9KpYC8bGSnrpqMv,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4000.0,4152.0, Pushbike  ,Commute to my workplace,,alone,Daily,,,,,No,No,No,No,Used a longer route,40-44,Male,,4152.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,2,
2025-05-16 19:03:40,R_42EIEPOAVbewFOh,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4120.0,4000.0,Walk ,Fitness/exercise,,alone,Few times a month,,,,,No,No,No,Maybe,Used a longer route,25-29,Male,,4120.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"Shortened distance to walk to from home and work when I do (not often). Right now only option with Story Bridge closed, not really a good reason to use it IMO"
2025-05-16 19:10:27,R_92VK7XHyPrrCNsB,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4031.0,4067.0, Pushbike  ,"Other activity, please specify",Fitness while commuting to work (not the most direct route),alone,Few times a week,,,,,No,No,No,Yes,Used a shorter route,40-44,Female,,4031.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"I now don't have to ride on Breakfast Creek Rd, which is generally beneficial except when council closes Newstead Tce completely obstructing the cycling low-traffic link to Skyring Tce. I would prefer to use the Story Bridge, as travel over the Kangaroo Point bridge is a significant detour"
2025-05-16 19:14:07,R_4gkE15CA1gtvqjG,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4068.0,4000.0, Pushbike  ,To visit a park,,with two other persons,Few times a week,,,,,Yes,No,Yes,Yes,Not travelled,30-34,Male,,,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,It's been great. Shame I can't ride over the story bridge anymore. Really ruins the experience 
