recorded_date,response_id,Bridge,interview_station,gender,travel_mode,travel_mode_other,travel_group,mobility_aid,mobility_aid_other,travelled_before,trip_start_suburb,trip_end_suburb,trip_reason,trip_reason_other,trip_frequency,impact_time,impact_comfort,impact_safety,impact_connectivity,pattern_change_mode,pattern_change_time,pattern_change_freq,pattern_change_places,trip_alternative,age,postcode,education,employment_status,currently_studying,drivers_licence,household_under15,household_15_17,household_18plus,bridge_feedback
13/05/2025 7:49,R_4lMKeFXzY6mmeNb,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,No,Clayfield,Clayfield,To experience the bridge,,Few times a week,No,Yes,Maybe,No,No,No,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,80-84,4001,Advanced Diploma and Diploma,Retired or on an age pension,No,Car licence,0,0,1,
13/05/2025 7:56,R_90o0TloE9M6T5U2,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,No,Newfram,Newfarm,Fitness/exercise,,Daily,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Used a car (as passenger),30-34,4006,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,2,
13/05/2025 8:01,R_9h9JAzbOLhWLc6B,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Newstead,Newstead,Fitness/exercise,,Daily,No,Maybe,Yes,Maybe,No,No,No,No,Used a longer route,60-64,4007,Prefer not to answer,Retired or on an age pension,No,Car licence,0,0,1,
13/05/2025 8:07,R_9MSQbHtXfEkLTXT,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Hamilton,Hamilton,Fitness/exercise,,Daily,Maybe,Yes,Yes,Yes,No,No,Maybe,No,Used a longer route,55-59,4007,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",0,0,2,
13/05/2025 8:07,R_9vZcf0RgtIeXHNI,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Newstead,Newstead,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,No,No,Used a longer route,80-84,4006,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,No,"Car licence,Motorcycle licence",0,0,2,
13/05/2025 8:13,R_9xFF5WebHeqy4a5,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Newstead,Newstead,Fitness/exercise,,Daily,Yes,Yes,Yes,Yes,No,No,Maybe,Yes,Used a longer route,50-54,4006,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",0,0,1,
13/05/2025 8:14,R_9eOQyDaSNEObv4l,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Newstead,Newstead ,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,Yes,No,Used a longer route,30-34,4006,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
13/05/2025 8:17,R_9schCqeyQu6EiKB,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,No,Newstead,Newstead,Fitness/exercise,,Few times a week,Maybe,Yes,Yes,Yes,No,No,No,,Travelled to someplace else for the same purpose/reason/activity,18-24,4051,Advanced Diploma and Diploma,Student receiving Youth Allowance/ Stipend,No,Car licence,0,1,4,
13/05/2025 8:23,R_9TnZI1CuMNnyJUd,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Albion,Albion,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,No,Yes,Used a longer route,30-34,4010,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,3,
13/05/2025 8:24,R_4htexRVyQb6k0rg,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,with one other person,No,,No,Albion,Albion,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,No,Yes,Used a longer route,25-29,4010,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,Lighting at night
13/05/2025 8:27,R_41MbzTzCHGM9ts1,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Newstead,Newstead,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Used a longer route,45-49,4006,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
13/05/2025 8:29,R_4Q3dzQWGEVZt5Ii,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Hamilton,Hamilton,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not travelled,25-29,4007,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,2,
13/05/2025 8:42,R_9BYqTFcLRNjOmyl,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Newstead,Newstead,Fitness/exercise,,Daily,Yes,Yes,Yes,Yes,No,No,No,No,Used a longer route,75-79,3418,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,2,Great for bicycles and pedestrians.
13/05/2025 8:47,R_4yBD2CiXidZ02T7,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Waterfront Park,Waterfront Park,Fitness/exercise,,Daily,No,Yes,Yes,Maybe,No,Yes,No,No,Used a longer route,80-84,4006,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,2,
13/05/2025 8:49,R_4UbhVTjLBr1GiND,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Newstead ,Newstead,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Not travelled,18-24,4006,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,2,
13/05/2025 8:54,R_9F9yrxuoGYNW7tL,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,with one other person,No,,Yes,Newstead,Newstead,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,No,Yes,Used a longer route,35-39,4012,Bachelor Degree,"Unpaid caring for a child(ren), an elderly person(s), or an ill or person(s) with a disability",No,Car licence,2,0,2,
13/05/2025 8:54,R_9TNlzh4Uqq5fzZD,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Portside,Port side,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,Yes,No,Used a car (as a driver),35-39,4013,Postgraduate Degree,"Unpaid caring for a child(ren), an elderly person(s), or an ill or person(s) with a disability",No,Car licence,1,0,2,
13/05/2025 8:58,R_45vlw36ZkzyEGhz,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Ascot,Ascot,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,No,Used a longer route,18-24,4558,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,1,4,
13/05/2025 9:00,R_4TFBGJd9zAsBcqK,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,No,Hamilton,Hamilton,Fitness/exercise,,Daily,No,Yes,Yes,Maybe,No,No,Yes,No,Used a longer route,18-24,4007,Prefer not to answer,Not currently working for any other reason,No,Car licence,0,0,1,
13/05/2025 9:21,R_4wORBTNXYd9bXiN,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,Yes,Camp mountain ,Newstead ,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,No,No,Travelled to someplace else for the same purpose/reason/activity,35-39,4520,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,4,0,6,
13/05/2025 9:21,R_9dV0mUxgLd4JUA1,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,No,Slacks creek,Slacks creek,Fitness/exercise,,Rarely,No,No,No,Yes,No,No,No,No,Used a longer route,35-39,4127,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,2,
13/05/2025 9:28,R_93i6uyzWKXkH1PH,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Newstead,Newstead,Fitness/exercise,,Few times a week,No,Yes,Yes,Yes,No,No,No,Maybe,Used a longer route,80-84,4006,Years 10/11/12,Retired or on an age pension,No,Car licence,0,0,2,
13/05/2025 10:32,R_4V50cKQm3ceLVoR,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,Yes,Kangaroo Point,Kangaroo Point,Fitness/exercise,,Few times a week,No,Yes,No,Yes,Maybe,No,No,No,Not travelled,65-69,4169,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,1,Great bridge
13/05/2025 10:33,R_4cHVf2e9ZvDdZ2V,Kangaroo Point Bridge,City landing,Female,Walk ,,alone,No,,Yes,Bulimba,Bulimba,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a ferry,50-54,4171,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,0,"Great connection from suburbs bulimba, kangaroo to the city side"
13/05/2025 10:35,R_425Ro2i4v3AkXcS,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with two other persons,No,,No,South Bank,Kangaroo Point,To experience the bridge,,Rarely,Yes,Yes,Yes,Yes,No,No,No,No,Used a longer route,25-29,2620,Years 10/11/12,Not currently working for any other reason,No,Car licence,0,0,2,Awesome bridge
13/05/2025 10:39,R_4hTr42rASKpW3aP,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,No,CBD,CBD,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a ferry,40-44,4000,Prefer not to answer,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,0,"Quite nice and great experience for riding a bike, taking photographs"
13/05/2025 10:43,R_4JpWTBN5frC7cF5,Kangaroo Point Bridge,City landing,Female,Walk ,,alone,No,,Yes,City,City,To experience the bridge,,Few times a week,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Used a longer route,60-64,2088,Postgraduate Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,3,"Absolutely fantastic. 
Huge wow factor. "
13/05/2025 10:47,R_9ltAE9gU9nBBx6h,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,Yes,East Brisbane,City,Commute to my workplace,,Few times a week,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Used a bus,25-29,4169,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,3,"Great infrastructure, really benefits the community. "
13/05/2025 10:47,R_9s2Gg6QOBBDpV9T,Kangaroo Point Bridge,City landing,Male,Walk ,,with one other person,No,,Yes,CBD,CBD,Commute related to work,,Few times a week,No,Yes,No,No,No,No,Yes,Yes,Not travelled,55-59,4000,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,3,0,0,"Great bridge, for enjoyment and better connection"
13/05/2025 10:51,R_4Bg7BV1uG3RRXcs,Kangaroo Point Bridge,City landing,Female,Walk ,,with one other person,No,,Yes,CBD,CBD,To experience the bridge,,Rarely,No,Yes,No,No,No,No,No,No,Not travelled,40-44,4000,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working less than 35 hours a week,No,Car licence,3,0,3,"Ioves seating area, roof, water stations"
13/05/2025 10:52,R_4I4wgGJ2VhLxsiS,Kangaroo Point Bridge,City landing,Female,Walk ,,with one other person,No,,Yes,Kangaroo Point,Kangaroo Point,To visit a park,,Few times a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a ferry,45-49,4223,Advanced Diploma and Diploma,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,1,"Like that it has seperate lanes for bikes. 
Like the undercover areas in case it rains. 
Like that it has viewing platforms long the bridge. "
13/05/2025 11:00,R_9R9xdN259ulWqyo,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,Yes,Paddington,Paddington,To experience the bridge,,Rarely,No,Yes,No,No,No,No,No,Yes,Used a longer route,60-64,4064,Bachelor Degree,Retired or on an age pension,No,"Car licence,Motorcycle licence",0,0,1,"Looks good, nice and clean, nice seating areas"
13/05/2025 11:00,R_4E79ZQUtlhICcJe,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,Yes,Kangaroo Point,Kangaroo Point,Fitness/exercise,,Rarely,Yes,Yes,Maybe,Maybe,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,40-44,4012,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,Helped connect the city and plan days. 
13/05/2025 11:05,R_9gT8NY3z5SQGQFy,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,Yes,South Bank,Spring Hill,Fitness/exercise,,Few times a month,No,Yes,Maybe,No,Yes,No,No,No,Used a longer route,75-79,4000,Years 10/11/12,Retired or on an age pension,No,Car licence,0,0,2,"Awesome bridge, seems to be too big for the demand. "
13/05/2025 11:09,R_9VdXTsuCnDogfsu,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,No,CBD,CBD,To experience the bridge,,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a ferry,25-29,4000,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,"Car licence,Motorcycle licence",0,0,5,"Great bridge, beautiful, it really enhances my experience visiting australia"
13/05/2025 11:10,R_4q988ndxvWUYSp0,Kangaroo Point Bridge,City landing,Female,Walk ,,with two other persons,No,,Yes,Kangaroo Point,Kangaroo Point,To experience the bridge,,Rarely,No,Yes,Yes,Yes,No,No,No,Yes,Not travelled,75-79,4065,Advanced Diploma and Diploma,Retired or on an age pension,No,Car licence,0,0,1,Great asset to Brisbane city and frames the city well. 
13/05/2025 11:15,R_9UgTAHYhD62UYc8,Kangaroo Point Bridge,City landing,Female,Walk ,,alone,No,,No,Kangaroo Point,City,Visiting family/ friends/relatives/ social visit,,Daily,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Used a bus,55-59,4169,Postgraduate Degree,Retired or on an age pension,No,Car licence,0,0,1,
13/05/2025 11:18,R_9DP3EGRqNlOAcyM,Kangaroo Point Bridge,Kangaroo point landing,Male,"Other mode, please specify",Bus from westend and walk ,alone,No,,Yes,West End,West End,To visit Entertainment,,Rarely,No,Yes,No,No,No,No,No,No,Not travelled,70-74,4101,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,2,"Its lovely and speculator, might concern of more flooding in west end"
13/05/2025 11:19,R_9OqWwZlKYLgeJ69,Kangaroo Point Bridge,City landing,Female,Personal E-scooter   ,,with one other person,No,,Yes,City,Kangaroo point,Commute to study,,Daily,Yes,Yes,Yes,No,Yes,No,No,Yes,Used a longer route,18-24,4169,Years 10/11/12,Student receiving Youth Allowance/ Stipend,Yes,Car licence,0,0,4,Easy travel to the city
13/05/2025 11:25,R_4D7HUN330Z9ceZl,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,Yes,Cooparoo ,Cooparoo,Fitness/exercise,,Rarely,Yes,Yes,Maybe,Yes,No,No,No,Yes,Not travelled,35-39,4306,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,1,Has improved prospects of visiting Brisbane city and seeing sights. 
13/05/2025 11:29,R_9CeIL67Iafu8SlC,Kangaroo Point Bridge,City landing,Male,Walk ,,with one other person,No,,Yes,Kangaroo point,Kangaroo point,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,No,No,No,Yes,Not travelled,75-79,4169,Bachelor Degree,Retired or on an age pension,No,No licence,0,0,2,"It’s asthetically pleasing, routes for exercises"
13/05/2025 11:32,R_4kBvcPxNH67VW6d,Kangaroo Point Bridge,City landing,Male,Walk ,,with one other person,No,,Yes,Kangaroo Point,Kangaroo Point,To experience the bridge,,Rarely,Yes,Maybe,Yes,Yes,Yes,No,No,No,Used a ferry,65-69,2478,Postgraduate Degree,Retired or on an age pension,No,Car licence,0,0,2,Handy for getting to the city. 
13/05/2025 11:32,R_9rojdk6SxmfYdfE,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,Yes,Kangaroo Point,Kangaroo point,Fitness/exercise,,Rarely,No,Yes,No,No,No,No,No,Yes,Not travelled,35-39,4169,Postgraduate Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,2,0,2,"I love it, love the experience, great for running"
13/05/2025 11:37,R_9pKnZ4JMQgx9ibL,Kangaroo Point Bridge,City landing,Male, Pushbike  ,,alone,No,,Yes,Forrest Lake,Forrest Lake,Fitness/exercise,,Few times a month,No,Yes,Yes,Maybe,No,No,No,Yes,Used a longer route,60-64,4078,Certificate III & IV,Retired or on an age pension,No,Car licence,0,0,2,
13/05/2025 11:52,R_9q9GdPFwRmBvX3j,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,West end,West end,To experience the bridge,,Few times a month,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Used a bus,18-24,4101,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,3,"I like the width, water station, seating area"
13/05/2025 12:06,R_9rHtkP6hIJfpaEq,Kangaroo Point Bridge,City landing,Male,Walk ,,with more than two persons,No,,Yes,Robina,Robina,Fitness/exercise,,Rarely,No,Yes,No,No,No,Yes,No,Yes,Not travelled,55-59,4226,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,2,"I really like this bridge, went to visit this bridge as my brother was the senior project manager for this bridge. A beautiful piece of major infrastructure"
13/05/2025 14:58,R_9qdL2dB9KTqGgJ9,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Newstead,Newstead,Commute to my workplace,,Daily,No,Yes,Yes,Yes,No,No,No,No,Used a longer route,30-34,4007,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
13/05/2025 15:07,R_9OxZn1LLve8n6iR,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Newstead,Newstead,Commute related to work,,Daily,No,Yes,Yes,Yes,No,No,No,No,Used a longer route,35-39,4007,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,0,
13/05/2025 15:13,R_9eVNclV1UrAFqAB,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,No,Kangaroo point,Kangaroo point,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,No,Yes,Not travelled,30-34,,Prefer not to answer,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,0,
13/05/2025 15:17,R_43we8KIow3tzqvi,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,Kangaroo point,City,Commute to study,,Daily,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Used a ferry,18-24,4101,Advanced Diploma and Diploma,Volunteer/ unpaid work,Yes,Car licence,0,0,3,
13/05/2025 15:24,R_4MzOKwTLowdAOHL,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,alone,No,,Yes,Kangaroo point,City,Fitness/exercise,,Daily,No,No,No,Yes,No,No,No,No,Not travelled,35-39,4120,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,2,
13/05/2025 15:39,R_9dXpjWzsj7wjnO0,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,City,Kangaroo point,Fitness/exercise,,Rarely,,Yes,No,No,No,No,No,Yes,Not travelled,65-69,4565,Certificate III & IV,Retired or on an age pension,No,Car licence,0,0,0,
13/05/2025 15:40,R_9PkM9gSN7pwZZux,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,Yes,City,Kangaroo point,Fitness/exercise,,Rarely,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Used a ferry,55-59,4005,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,2,
13/05/2025 15:48,R_4K0zzqGHAQ3fIbx,Kangaroo Point Bridge,Kangaroo point landing,Male,"Shared E-scooter (for example, Neuron or Lime) ",,alone,No,,Yes,City,Kangaroo Point ,Commute to my workplace,,Few times a week,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Used a longer route,40-44,4169,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,No,No licence,0,0,2,
13/05/2025 15:52,R_4jiy7mDyNepFpjj,Kangaroo Point Bridge,City landing,Male,Walk ,,alone,No,,No,City,City,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,No,No,No,Yes,Not travelled,35-39,4123,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,
13/05/2025 15:53,R_4rYPumpI7AgZ68N,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,Yes,City,Kangaroo point,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,No,No,No,Maybe,Not travelled,35-39,4151,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,It is amazing. Great stuff. Very needed
13/05/2025 16:00,R_9rl8TRPl0NI4H9U,Kangaroo Point Bridge,Kangaroo point landing,Male,"Other mode, please specify",,with one other person,Wheelchair,,No,Kangaroo point ,City,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Used Taxi/RideShare (Uber, Didi, etc)",65-69,4169,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",0,0,2,
13/05/2025 16:05,R_4jjEaJVBpMMxC9j,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,City,Kangaroo point,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a bus,18-24,4300,Years 10/11/12,Not currently working for any other reason,No,Car licence,1,3,3,
13/05/2025 16:20,R_4jufnoDJjaF69cB,Kangaroo Point Bridge,City landing,Female,Walk ,,with one other person,No,,No,,,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,No,No,No,No,Not travelled,45-49,,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
13/05/2025 16:32,R_9ffMqmMAo0PJZtU,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,alone,No,,No,Kangaroo point,City,Fitness/exercise,,Rarely,No,No,Yes,Yes,No,No,Yes,Yes,Not travelled,60-64,,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,2,
13/05/2025 16:37,R_4HpzTVk7voqyvbR,Kangaroo Point Bridge,City landing,Male, Pushbike  ,,alone,No,,Yes,City ,Kangaroo point,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,No,No,No,Yes,Used a ferry,25-29,4064,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
13/05/2025 16:42,R_4HiYiN3PHzrOv75,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,No,Kangaroo point,City,To experience the bridge,,Rarely,No,No,,Yes,No,No,No,No,Not travelled,18-24,,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
13/05/2025 16:56,R_47CevQeSfB8JUTD,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,with one other person,No,,Yes,Newstead,Newstead,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Not travelled,45-49,4006,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,2,
13/05/2025 17:11,R_9KJtdfOgKsWdyV3,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,alone,No,,Yes,Kangaroo point,George st Brisbane ,"Other activity, please specify",Half work half leisure ,Daily,Yes,Yes,Yes,No,,,,,Used a longer route,50-54,4169,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
13/05/2025 17:11,R_4LpaFxvmvJXfKBl,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Hamilton,Hamilton,Fitness/exercise,,Few times a week,Yes,Yes,Yes,No,No,Yes,No,Yes,Used a car (as a driver),60-64,4007,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,Better walking. Better health. Good environment 
13/05/2025 17:13,R_4s7n5zkNDcWNEiC,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Female,Walk ,,alone,No,,Yes,Hamilton,Gas works,Fitness/exercise,,Daily,Yes,Yes,Yes,No,Yes,No,Yes,No,Travelled to someplace else for the same purpose/reason/activity,45-49,4007,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,0,
13/05/2025 17:21,R_9ezcqPQ9JV2aZRz,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Hamilton,Hamilton,Fitness/exercise,,Rarely,Yes,Yes,Yes,Maybe,No,No,No,No,Used a longer route,55-59,4411,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,2,
13/05/2025 17:22,R_95PBbtZOB6MnFBL,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Male,Walk ,,alone,No,,Yes,Here,Same spot,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,No,No,Travelled to someplace else for the same purpose/reason/activity,25-29,4010,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,No licence,0,0,2,
13/05/2025 17:28,R_9G8jw8lrvdEG38d,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,Yes,Newstead,Newstead,Fitness/exercise,,Few times a month,No,No,Yes,No,No,No,No,No,Used a longer route,25-29,4006,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
13/05/2025 17:31,R_9wA1xIOEngCu5Q5,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,Yes,Tenirief,Tenaride,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,No,No,Used a longer route,25-29,4005,Advanced Diploma and Diploma,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,2,Na
13/05/2025 17:33,R_4rCz2Uq8Gat8rDH,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,with one other person,No,,Yes,Hamilton,Hamilton,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Maybe,Yes,Maybe,No,Yes,Not travelled,18-24,4170,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,
13/05/2025 18:12,R_4PvQ0LQrCioEyKZ,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Hamilton,Hamilton,Fitness/exercise,,Few times a week,No,No,Yes,Yes,No,No,No,No,Used a longer route,30-34,4007,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
13/05/2025 18:14,R_9VqDcF7NKp2V4VC,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,No,Newsted,Newstead,Fitness/exercise,,On most weekends,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not travelled,18-24,4010,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,0,Na
