,ID,CHID,Choice,Age,Gender,Household,Education,Employment,WFH,Income,Follow-up,Residential,Technology,Disability,Driving,Bike,Scooter,Multimode,Public_Transit,D_walk,D_car,D_bike,Long_w_trips,Long_r_trips,Long_s_trips,PT_averse,PT_1,Ebike_1,Rideshare_1,Addon_1,PT_2,Ebike_2,Rideshare_2,Addon_2,PT_3,Ebike_3,Rideshare_3,Addon_3,PT_4,Ebike_4,Rideshare_4,Addon_4,Somerset,Lockyer_Valley,Scenic_Rim,Noosa,Redland,Toowoomba,Ipswich,Sunshine_coast,Logan,Moreton_bay,Gold_coast,Brisbane,LGA_1,LGA_2,LGA_3,Age_1,Age_2,Age_3,Live_alone,Live_housemate,Fam_nokid,Fam_kid,Fam_singl,Full_time,Part_time,Casual,Home_duties,Unemployed,Full_student,Part_student,Retired,Income_1,Income_2,Income_3,MaaS_1,MaaS_2,MaaS_3,MaaS_4,av_1,av_2,av_3,av_4,Price_1,Price_2,Price_3,Price_4
246,83,1,4,1,1,1,2,1,0,2,0,11,3,0,0,2,2,1,1,0,0,0,1,0,1,1,4,3,3,3,2,0,0,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,30,60,0
247,83,2,4,1,1,1,2,1,0,2,0,11,3,0,0,2,2,1,1,0,0,0,1,0,1,1,0,0,1,0,4,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,25,50,45,0
248,83,3,4,1,1,1,2,1,0,2,0,11,3,0,0,2,2,1,1,0,0,0,1,0,1,1,1,2,2,1,0,1,2,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,70,50,65,0
249,84,1,4,3,1,0,2,4,0,0,0,8,0,0,2,2,0,0,0,0,0,0,1,0,0,1,4,1,1,3,4,2,3,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,50,75,50,0
250,84,2,4,3,1,0,2,4,0,0,0,8,0,0,2,2,0,0,0,0,0,0,1,0,0,1,3,3,2,1,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,75,65,50,0
251,84,3,4,3,1,0,2,4,0,0,0,8,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,2,1,2,0,3,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,55,35,55,0
252,85,1,4,2,0,2,2,0,0,3,1,6,2,1,2,2,2,1,1,1,1,0,1,0,1,0,3,1,3,1,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,50,15,0
253,85,2,4,2,0,2,2,0,0,3,1,6,2,1,2,2,2,1,1,1,1,0,1,0,1,0,1,2,2,1,4,1,2,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,70,65,45,0
254,85,3,4,2,0,2,2,0,0,3,1,6,2,1,2,2,2,1,1,1,1,0,1,0,1,0,2,2,2,2,2,0,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,55,60,0
255,86,1,4,3,0,0,4,0,5,3,0,8,4,0,2,2,2,1,1,1,1,0,0,0,0,1,3,3,2,2,1,2,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,70,60,0
256,86,2,4,3,0,0,4,0,5,3,0,8,4,0,2,2,2,1,1,1,1,0,0,0,0,1,0,3,0,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,35,60,25,0
257,86,3,4,3,0,0,4,0,5,3,0,8,4,0,2,2,2,1,1,1,1,0,0,0,0,1,2,3,1,3,4,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,60,55,30,0
258,87,1,2,1,1,3,2,0,0,4,1,7,1,0,2,2,2,1,0,1,0,0,1,1,0,0,0,0,1,0,1,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,25,70,50,0
259,87,2,1,1,1,3,2,0,0,4,1,7,1,0,2,2,2,1,0,1,0,0,1,1,0,0,3,1,1,3,3,3,0,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,50,70,0
260,87,3,2,1,1,3,2,0,0,4,1,7,1,0,2,2,2,1,0,1,0,0,1,1,0,0,4,2,3,2,2,1,0,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,40,55,0
261,88,1,4,4,1,3,0,7,0,1,0,4,1,0,2,2,1,1,1,1,1,0,0,0,0,0,1,3,1,0,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,55,75,75,0
262,88,2,4,4,1,3,0,7,0,1,0,4,1,0,2,2,1,1,1,1,1,0,0,0,0,0,4,1,0,1,0,2,2,2,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,40,60,30,0
263,88,3,4,4,1,3,0,7,0,1,0,4,1,0,2,2,1,1,1,1,1,0,0,0,0,0,2,0,1,1,1,1,3,0,4,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,40,60,75,0
264,89,1,4,4,1,2,1,3,0,1,0,9,0,0,2,2,0,1,0,0,0,0,1,0,0,1,2,0,1,0,3,3,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,40,60,35,0
265,89,2,4,4,1,2,1,3,0,1,0,9,0,0,2,2,0,1,0,0,0,0,1,0,0,1,0,0,2,0,2,1,3,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,40,65,45,0
266,89,3,4,4,1,2,1,3,0,1,0,9,0,0,2,2,0,1,0,0,0,0,1,0,0,1,1,2,3,3,3,1,2,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,70,65,55,0
267,90,1,1,3,1,3,0,6,0,1,1,5,4,1,0,0,0,1,1,0,0,0,1,0,0,0,2,2,2,3,3,3,3,3,0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,75,75,60,0
268,90,2,3,3,1,3,0,6,0,1,1,5,4,1,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,2,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,30,50,50,0
269,90,3,3,3,1,3,0,6,0,1,1,5,4,1,0,0,0,1,1,0,0,0,1,0,0,0,4,3,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,75,25,35,0
270,91,1,1,4,1,4,4,0,0,5,0,8,1,0,2,2,2,0,0,0,1,0,1,1,0,1,1,1,0,0,0,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,35,60,50,0
271,91,2,4,4,1,4,4,0,0,5,0,8,1,0,2,2,2,0,0,0,1,0,1,1,0,1,3,3,1,2,2,2,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,60,75,40,0
272,91,3,3,4,1,4,4,0,0,5,0,8,1,0,2,2,2,0,0,0,1,0,1,1,0,1,4,3,1,0,4,0,2,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,60,55,60,0
273,92,1,4,3,0,4,4,0,3,5,0,11,3,0,2,2,2,1,1,1,0,0,0,1,0,0,4,0,0,1,0,0,2,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,30,40,75,0
274,92,2,4,3,0,4,4,0,3,5,0,11,3,0,2,2,2,1,1,1,0,0,0,1,0,0,3,1,3,3,2,1,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,65,50,75,0
275,92,3,4,3,0,4,4,0,3,5,0,11,3,0,2,2,2,1,1,1,0,0,0,1,0,0,0,2,0,2,1,3,3,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,35,70,35,0
276,93,1,4,0,1,3,1,2,0,3,0,2,3,0,2,2,2,1,0,0,1,0,0,0,0,1,4,0,0,1,1,0,3,2,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,30,50,60,0
277,93,2,4,0,1,3,1,2,0,3,0,2,3,0,2,2,2,1,0,0,1,0,0,0,0,1,2,1,3,0,4,2,1,3,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,60,35,0
278,93,3,4,0,1,3,1,2,0,3,0,2,3,0,2,2,2,1,0,0,1,0,0,0,0,1,3,3,2,1,2,3,0,2,3,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,50,65,0
279,94,1,4,1,0,3,4,0,2,5,0,10,3,0,2,2,1,0,1,0,0,0,1,0,1,0,0,3,0,2,3,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,35,50,30,0
280,94,2,4,1,0,3,4,0,2,5,0,10,3,0,2,2,1,0,1,0,0,0,1,0,1,0,2,0,3,0,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,55,50,60,0
281,94,3,4,1,0,3,4,0,2,5,0,10,3,0,2,2,1,0,1,0,0,0,1,0,1,0,3,3,3,1,4,2,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,75,75,55,0
282,95,1,1,2,0,3,3,0,5,5,1,4,3,0,2,2,2,1,1,0,1,0,1,1,1,1,2,0,2,2,2,0,3,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,55,55,70,0
283,95,2,1,2,0,3,3,0,5,5,1,4,3,0,2,2,2,1,1,0,1,0,1,1,1,1,0,1,1,3,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,35,50,35,0
284,95,3,2,2,0,3,3,0,5,5,1,4,3,0,2,2,2,1,1,0,1,0,1,1,1,1,4,1,3,0,4,3,1,1,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,65,60,45,0
285,96,1,4,3,1,0,3,0,0,4,0,7,3,0,2,2,1,0,0,0,0,0,1,1,0,0,2,1,3,2,1,0,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,35,50,0
286,96,2,1,3,1,0,3,0,0,4,0,7,3,0,2,2,1,0,0,0,0,0,1,1,0,0,3,0,0,2,0,2,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,30,60,75,0
287,96,3,4,3,1,0,3,0,0,4,0,7,3,0,2,2,1,0,0,0,0,0,1,1,0,0,3,1,2,3,1,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,45,60,0
288,97,1,3,2,1,0,1,1,0,2,0,5,2,0,2,0,0,1,0,1,1,0,0,0,1,0,1,3,2,2,1,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,70,45,35,0
289,97,2,3,2,1,0,1,1,0,2,0,5,2,0,2,0,0,1,0,1,1,0,0,0,1,0,3,3,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,75,15,0
290,97,3,4,2,1,0,1,1,0,2,0,5,2,0,2,0,0,1,0,1,1,0,0,0,1,0,4,0,3,3,4,1,1,1,2,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,55,50,60,0
291,98,1,3,2,0,3,4,0,1,6,1,11,4,0,2,2,0,1,1,1,0,1,1,1,1,1,4,1,3,2,0,3,3,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,65,60,75,0
292,98,2,2,2,0,3,4,0,1,6,1,11,4,0,2,2,0,1,1,1,0,1,1,1,1,1,1,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,25,60,15,0
293,98,3,2,2,0,3,4,0,1,6,1,11,4,0,2,2,0,1,1,1,0,1,1,1,1,1,3,0,0,0,2,2,1,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,30,60,65,0
294,99,1,4,5,0,2,3,7,0,3,0,11,4,0,2,2,1,0,0,0,0,0,1,1,1,1,4,0,0,2,4,2,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,30,60,50,0
295,99,2,4,5,0,2,3,7,0,3,0,11,4,0,2,2,1,0,0,0,0,0,1,1,1,1,1,3,1,1,0,1,2,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,55,50,55,0
296,99,3,4,5,0,2,3,7,0,3,0,11,4,0,2,2,1,0,0,0,0,0,1,1,1,1,0,2,2,0,2,3,0,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,60,50,65,0
297,100,1,2,5,0,0,5,7,0,1,0,7,3,0,2,2,2,1,0,1,1,0,1,1,0,0,3,1,3,3,4,1,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,65,40,60,0
298,100,2,3,5,0,0,5,7,0,1,0,7,3,0,2,2,2,1,0,1,1,0,1,1,0,0,2,3,0,0,4,2,2,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,50,75,40,0
299,100,3,1,5,0,0,5,7,0,1,0,7,3,0,2,2,2,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,2,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,25,50,60,0
300,101,1,4,1,0,3,4,1,0,7,0,11,2,0,1,2,1,1,1,0,0,0,1,1,0,1,3,1,2,0,3,2,2,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,65,75,60,0
301,101,2,4,1,0,3,4,1,0,7,0,11,2,0,1,2,1,1,1,0,0,0,1,1,0,1,1,0,3,2,2,1,3,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,50,65,50,0
302,101,3,4,1,0,3,4,1,0,7,0,11,2,0,1,2,1,1,1,0,0,0,1,1,0,1,0,2,3,1,4,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,60,60,15,0
303,102,1,3,2,0,0,4,0,2,4,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,1,2,3,2,0,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,60,30,0
304,102,2,2,2,0,0,4,0,2,4,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,1,4,2,0,2,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,45,35,0
305,102,3,3,2,0,0,4,0,2,4,1,11,4,0,2,2,2,1,1,1,0,0,1,1,0,1,0,0,3,3,4,1,3,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,40,65,70,0
306,103,1,4,3,1,4,6,0,5,3,0,10,1,0,2,0,1,1,0,0,0,0,1,1,1,0,1,0,2,3,3,3,3,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,75,40,0
307,103,2,4,3,1,4,6,0,5,3,0,10,1,0,2,0,1,1,0,0,0,0,1,1,1,0,1,2,0,1,0,1,1,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,45,35,65,0
308,103,3,4,3,1,4,6,0,5,3,0,10,1,0,2,0,1,1,0,0,0,0,1,1,1,0,4,3,1,0,3,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,60,30,50,0
309,104,1,2,3,1,4,5,0,1,2,1,10,4,1,2,0,2,1,1,1,1,1,1,1,1,0,3,1,2,0,0,1,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,50,55,0
310,104,2,1,3,1,4,5,0,1,2,1,10,4,1,2,0,2,1,1,1,1,1,1,1,1,0,4,0,1,3,0,0,1,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,40,25,75,0
311,104,3,2,3,1,4,5,0,1,2,1,10,4,1,2,0,2,1,1,1,1,1,1,1,1,0,1,2,1,1,2,3,0,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,55,50,50,0
312,105,1,3,2,0,4,1,4,0,0,1,11,4,0,0,2,2,1,1,0,0,0,0,1,0,1,0,1,2,0,4,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,50,50,50,0
313,105,2,4,2,0,4,1,4,0,0,1,11,4,0,0,2,2,1,1,0,0,0,0,1,0,1,0,2,1,2,2,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,45,75,75,0
314,105,3,4,2,0,4,1,4,0,0,1,11,4,0,0,2,2,1,1,0,0,0,0,1,0,1,3,0,3,3,4,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,55,55,45,0
315,106,1,4,4,1,2,2,1,0,1,0,9,1,0,2,2,1,1,0,0,1,0,0,0,0,0,4,2,0,0,0,1,3,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,50,50,45,0
316,106,2,4,4,1,2,2,1,0,1,0,9,1,0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,3,1,4,0,1,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,50,40,75,0
317,106,3,4,4,1,2,2,1,0,1,0,9,1,0,2,2,1,1,0,0,1,0,0,0,0,0,2,1,1,2,3,0,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,50,55,55,0
318,107,1,1,4,0,2,5,0,1,3,1,11,3,0,2,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,3,0,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,45,35,60,0
319,107,2,4,4,0,2,5,0,1,3,1,11,3,0,2,2,2,0,0,0,0,0,1,1,0,0,0,2,2,0,4,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,60,65,50,0
320,107,3,3,4,0,2,5,0,1,3,1,11,3,0,2,2,2,0,0,0,0,0,1,1,0,0,2,3,3,0,1,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,50,40,0
