choice,attr1_1,attr2_1,attr3_1,attr4_1,attr5_1,attr1_2,attr2_2,attr3_2,attr4_2,attr5_2,attr1_3,attr2_3,attr3_3,attr4_3,attr5_3
2,322.6132287,152.8657447,381.5936182,74.19146246,107.9994105,557.2054181,200.659103,303.7363045,85.89569431,223.1038304,923.0965961,187.9541906,496.5883206,84.33189832,274.0068474
3,417.2822361,110.8519141,15.17266397,87.82139365,253.3237937,136.7604166,149.8663528,407.6982402,73.25082448,291.4572494,241.5684636,70.35563379,521.0509717,86.01645468,90.13327656
3,663.7062949,142.9133032,95.2540486,74.35857454,203.8474213,319.2054349,206.2605927,714.9816176,91.05349133,138.3825391,959.3841428,127.1463705,306.8208519,71.84367733,94.44839201
1,695.3590131,131.3113076,202.0159902,83.44552605,136.935932,586.6167846,115.9091088,719.1496547,87.70087322,184.6044231,370.9827581,116.431935,703.6990637,77.56266647,127.6357456
1,117.9684301,132.6786746,423.4196844,88.11693833,130.2218921,399.6678664,185.9922127,719.2114859,78.72428228,180.7342509,325.7922472,205.3617927,108.5747609,90.02801745,228.4558583
1,542.8272623,64.96127068,417.7584376,79.20054632,117.4773232,661.5120128,211.3834927,492.7628988,85.52009252,97.7789723,434.5360001,78.01994108,536.5974962,90.12543841,223.7655593
3,110.4717687,115.2003875,482.7798448,79.10708554,260.2594919,811.9733911,155.3228924,329.2887247,76.06322791,105.7255227,374.8603169,124.3284628,591.1900577,84.35514493,98.1309641
1,413.2326978,88.22674014,141.6357859,87.83685416,92.14450392,435.977169,86.10875411,767.4632183,82.27365505,132.3754226,515.1188217,173.9913558,835.7073254,75.3450273,271.4153135
3,925.7102998,202.8445359,556.1891198,83.77179745,168.8616513,752.7694427,142.7576188,592.5890588,79.62684706,238.5695727,821.2908789,82.71263409,727.272212,81.92898866,262.599872
2,447.4987145,119.0032296,798.4121397,75.97745013,262.5035585,497.6192948,140.0743204,272.9962284,82.60304169,152.2993203,74.78800581,102.302701,11.33373645,90.94619631,288.3101678
3,413.1338064,173.5052789,305.3373547,84.62137104,254.2685631,937.5487184,122.3064236,684.2823891,76.28126045,293.5305447,61.9535381,154.0275923,577.0567105,84.97032762,108.8072555
1,929.727704,88.13381729,545.2225038,75.39093226,148.4783249,556.9799654,124.9557984,144.5919547,74.32589718,172.0327565,757.4137733,199.9650718,78.67773547,78.89910292,104.5303179
3,53.2287206,163.1062976,527.6356969,74.1629238,132.8918731,59.99331245,190.1331763,850.062105,73.59562384,132.3955051,863.0633701,204.4114706,369.2795903,71.84929577,91.60869101
2,583.1163607,121.1648091,30.6264105,82.81321332,85.64423465,786.019797,107.6750808,40.6788831,82.91819072,167.688219,963.2599965,144.7709839,244.2139742,85.41069804,140.8926345
3,897.1310455,118.3294608,482.0913936,71.84827955,173.7264688,828.7939372,185.5620797,200.107746,75.46098113,256.7901472,921.9971006,74.74392971,395.6384189,77.75358346,268.1254764
2,116.8623432,92.80543094,657.5784857,71.86311572,187.8287888,457.7714947,112.0386657,347.5774885,81.71581677,117.5088655,581.2586766,185.5283054,664.2416256,73.97520949,114.9357638
1,292.4112199,116.2002363,359.6028424,84.79848126,95.27973664,70.41784783,121.0112016,609.674921,74.78902649,219.4607551,284.4763398,198.1117984,781.633625,76.92676454,132.0809333
3,428.4865824,97.39325932,588.2112071,87.81138157,226.1680486,821.1757756,121.8040258,141.2063924,85.99760485,159.7870999,675.6407889,102.0913483,76.16753322,91.23905209,116.4119534
3,977.1599916,212.3397348,693.3946669,84.38114598,205.9352993,860.8691419,105.0238091,410.9026713,83.55708707,170.556084,443.8714996,111.3964132,494.5325015,88.3159043,126.0366206
1,925.8328702,167.3763673,718.9079795,82.25616192,248.7661472,52.8559614,187.5484497,40.57568348,89.1256746,293.8767517,317.0281552,92.67946363,668.7478498,76.01567705,267.0370108
3,135.2279356,79.51720692,853.9260813,84.67789074,263.0715442,345.7985909,165.4099233,520.5264569,83.22279799,228.1725995,584.4562091,126.8075759,244.8060172,86.6281158,131.2907506
3,695.6851559,96.27011818,547.4544377,86.18548611,129.6857767,94.44296559,80.30019374,530.7084787,88.29268248,92.79884908,735.4221169,113.1179195,420.2982203,89.92736189,153.7347982
2,479.8564923,62.00056017,76.48722601,76.13023491,89.15838413,637.7115671,126.3919403,480.5986602,74.40228178,146.082208,668.5614371,210.471067,49.47816786,89.13536875,205.7387053
3,573.5804117,137.9186253,65.91586308,72.65732732,210.841385,361.6082036,202.9767651,357.9873858,73.75663415,235.0070256,316.3493065,141.8490114,610.2544738,89.33873924,251.4574379
3,680.4801554,165.9012935,825.1457236,76.89664723,83.48040517,296.0051022,93.86096523,579.0736913,83.85189059,209.2593263,52.89688573,173.5688097,286.0426869,84.49709899,201.4276326
2,363.2932059,80.86225465,87.59175808,87.92364216,278.2559814,655.2168041,76.0034984,354.0347464,85.81210259,248.8307371,149.8461474,59.87064113,622.6444829,78.14760973,137.2806037
3,49.71582093,144.1626273,743.0548247,90.51962094,203.3740438,526.5597563,73.13623004,481.228889,78.62893496,212.1628297,407.0217121,97.35699096,88.0650173,77.28969471,103.7657422
2,205.6324738,213.9086935,390.4802685,81.75556912,268.7476455,983.9556086,150.7801646,709.5538041,77.53717343,148.1656641,420.3102007,164.7895172,596.7065293,77.29630212,111.5299409
1,638.6821802,79.88707497,506.8847724,85.08100162,232.0114862,753.790727,196.0481887,438.8609139,85.83906806,214.7188521,214.8952728,63.87391189,252.271322,79.92688258,214.2799915
1,845.5225073,90.48383833,114.5565943,90.64000526,106.1863497,492.3623177,151.2247053,474.7339705,72.57818623,95.35330828,137.7386155,151.2284427,477.306918,75.61869378,218.6686582
1,817.1039183,66.35294121,437.2766358,84.99636403,136.8199543,330.0562146,155.6047998,783.5784928,87.47914239,207.0656162,731.6862458,116.7849542,560.9974119,80.40337008,123.5751344
2,704.6066282,146.6847046,316.4378209,89.56671414,87.68939604,337.6640644,68.74040677,669.7560376,85.25978466,153.6032995,679.8163993,121.6394362,660.8573555,80.15639879,170.7873748
2,926.1151152,99.0076645,110.1369739,82.83978216,289.0691957,396.6711579,69.54473994,299.7064899,81.22160503,117.6268513,663.1212057,215.5333516,397.0943194,78.10916573,168.3294305
2,146.925131,197.6729949,365.1204487,78.77910569,223.32231,457.7015091,161.0023529,59.03167197,87.55734131,282.950037,654.244546,208.7959269,136.9754196,80.63462861,211.0313708
1,590.5193652,122.5013694,298.6490119,73.41786615,166.4265076,192.0979759,174.4405829,186.692736,72.01279497,200.5331986,603.3474344,195.9005388,505.5760704,77.91880644,253.7550929
1,551.1048851,72.23505064,495.9346186,89.49836035,167.3969345,319.1751911,82.24975805,136.9868597,79.71563993,209.7303882,114.0962309,206.4560623,659.8870875,82.88261448,259.1541947
1,113.6887088,134.2616018,551.5799973,87.8646588,249.6054937,300.8677115,206.6606933,113.5137629,88.82144076,289.4128532,205.8764008,172.5216141,40.7027166,79.15268161,192.8714007
3,589.4817351,205.8895054,588.0958705,80.71412102,255.1699412,941.1391635,63.30857894,856.84485,72.5802443,256.1704285,303.9722717,80.48833892,386.8008239,84.06277832,164.1352401
2,89.33012617,153.3929604,787.4485529,78.69555229,129.1801737,458.2186264,67.41133285,716.4951348,87.81706549,208.0997596,373.15398,184.6469616,486.2650305,87.80865667,217.3276625
2,783.1995173,153.2528328,364.5274755,90.52608887,198.1438924,612.7212738,94.26603016,547.7321506,82.57351218,122.4926851,94.10431782,154.1571678,667.3003876,81.58121031,131.3969617
1,671.1259907,72.36383498,388.5141767,74.17007989,122.4121349,229.7777634,120.1993577,50.11344918,78.9956346,191.8997683,496.9288028,119.5873033,732.6571359,73.79873425,190.6234609
1,96.43767458,70.9674607,502.8772711,82.45846082,269.6851193,567.8324965,209.6111385,47.98667732,72.82469641,92.60116994,213.5993641,144.3140752,564.9875851,71.7456052,284.1108816
1,838.1126838,106.1429246,72.66635865,74.30429727,110.199528,154.6616646,140.7711381,218.7555514,78.17938273,293.3549466,688.0413584,207.9245219,129.2874486,78.67340562,201.0355219
1,110.4289995,60.51916768,586.5225885,84.01878796,170.4707947,502.96564,124.6827006,26.60095844,77.71071269,120.8457527,131.0272966,209.1320698,524.9594578,85.80627891,150.2083209
2,411.2246124,96.83040784,89.79771237,74.4925335,252.5876872,681.6065021,145.1969481,417.3198762,89.79510103,98.68873821,304.2252194,114.4626766,683.5269356,91.23766932,134.3480272
3,868.6705026,189.4584822,200.40124,79.027317,170.2338368,967.4623963,88.08835694,698.0199325,77.6864458,238.4366233,436.7644825,150.1007523,726.996818,87.36059926,267.2197923
3,94.133056,167.8386348,127.0620876,79.36667272,199.7310403,420.3442018,140.9349556,868.9756785,73.5906378,226.67,413.937796,80.61785641,143.3023591,90.34756462,270.0180636
2,899.7917802,214.5634441,186.2461828,78.12379679,225.3456377,497.412008,125.1424146,315.7359301,83.02993181,205.4652608,190.9542846,133.4660565,485.2124111,82.54632602,127.8582386
1,743.1420437,63.79737693,313.1552502,86.86754059,202.9807855,285.7448728,168.2914893,497.2688624,87.19752982,239.3188584,617.4923418,136.0306656,121.1675415,76.1866658,172.2354734
3,607.2164179,140.0138496,255.4269232,70.94032332,188.6152591,309.0027255,174.4784368,26.55004497,82.84564253,283.1560664,203.2673973,133.4519607,84.99590973,83.68660353,200.1436715
3,424.7422437,141.2103825,782.3999433,74.84787673,88.03559243,856.6511451,149.906871,777.2754694,83.09507333,255.2731494,445.9506255,176.8579754,796.6630999,82.58411966,121.6320222
1,293.00375,90.85810524,219.6300299,77.11466485,201.1208787,596.4660661,126.4077591,538.8711603,72.48643637,101.8851403,200.8147381,140.6955953,191.1654472,76.63852397,168.2463357
2,809.3067509,62.02860002,568.2848049,84.57574292,252.8301222,924.2355754,63.00772823,139.0121385,89.04864573,180.6056878,574.2184096,163.3104513,593.9996554,89.9866628,294.9356168
1,722.1180129,104.677711,767.8289063,71.82044541,132.3117669,890.6114518,99.8365002,196.9310456,73.65049709,265.6672907,512.8665529,165.1617684,212.8819604,86.4111365,244.6231656
2,334.6454263,123.9399945,187.4370775,90.90927259,220.3309411,925.9382492,107.1996485,683.0636187,86.57207067,230.1098101,955.5008005,121.2678169,119.0325887,84.63404496,238.1052585
1,584.1723261,92.13329493,442.7560645,77.23352563,174.0121265,650.8725427,176.1332394,206.9558489,79.15067535,140.3977927,226.2959289,182.0888574,793.3813556,78.42830009,242.7701628
1,890.2402663,191.8769974,164.1569575,90.49204256,163.2274045,359.9749618,69.60629922,426.9203831,73.05124793,136.0189886,338.7758967,186.0578318,764.1357461,77.03337397,265.5794595
2,852.4357279,179.1656501,132.8721697,85.01720448,283.9098335,686.3550098,111.6042584,439.398225,84.09918125,191.6583306,151.4949897,108.5536564,700.8246623,88.53911264,112.3984309
3,942.9017226,111.1683062,579.4887227,86.28319821,255.6522055,936.5917841,108.6871309,749.4261731,73.51796609,232.9520231,742.8628544,165.6033071,224.3573669,88.77840946,119.09952
1,88.4453755,171.8037608,417.6540836,88.28551113,164.654472,197.4388734,190.3664221,481.2607903,74.70175749,236.2099617,523.3770602,154.1499383,405.0275074,87.86581313,259.3928734
3,711.8801136,76.31042802,732.4035662,84.61972065,231.2497556,382.5469912,197.0498493,634.1079382,73.1248756,169.8314893,880.1485029,67.22941365,838.5645033,84.78747579,217.3100777
3,294.6785678,98.68200505,821.7967189,76.94704541,247.9143691,411.2005296,81.59207922,15.08969648,82.01051983,290.4402706,388.3970724,115.5945107,303.8523126,81.52238943,176.8146535
2,874.0014359,138.7365151,445.6160885,73.65556708,291.9183042,275.1068154,71.31201048,580.2098232,83.06257343,171.3959231,438.8382087,182.350454,175.3299815,87.69175754,220.9986493
3,435.7745698,131.3268505,228.11005,86.28915097,192.1476308,342.495016,152.8607771,868.2897911,79.76691169,278.7430573,365.4664576,68.40517094,182.7180017,79.42588557,129.8813495
2,37.66986037,202.6231443,736.7565771,86.08696798,118.8778661,151.8853858,70.41344952,632.9451734,89.92629995,174.6638574,150.7227532,139.8086797,307.9582383,78.5228393,215.1770563
1,720.7496044,77.12207154,36.63577016,91.27504422,132.6615947,88.63146204,89.48993912,39.55271841,78.8724869,253.6255454,361.8799923,129.1667397,590.9855089,81.28258486,266.1628749
3,860.806518,61.41210166,679.7335122,80.29122595,293.2137852,496.8696597,213.8400121,659.3983422,75.92466361,197.5665752,980.6915582,193.656608,90.14524201,85.34756812,156.624326
2,44.09214815,122.8164007,209.1470414,87.66326761,154.8727456,824.1926266,59.95913802,272.4339662,75.77152176,132.8397498,102.2800068,89.06072268,487.0121464,76.80477812,171.873501
1,395.7467466,196.523344,789.956759,80.95452775,153.349285,138.9909691,208.6144695,57.97550422,76.93423822,146.5353762,342.0640984,85.49765835,684.164111,73.32881432,218.0597794
2,155.1962013,70.8707227,793.5345036,74.72096229,257.6277915,555.2423728,72.01291676,833.3947932,75.89082851,265.7805922,197.9440994,193.0968559,17.26684339,81.34199967,246.6270171
1,926.1774839,201.7183296,715.7478717,89.09022755,125.546395,307.6320875,104.9503248,332.4034819,78.90356488,198.8746574,189.4539902,167.7132131,150.9505004,77.19480096,190.1241215
1,794.6414479,175.2368328,564.954822,74.01377157,199.4033863,120.5906522,118.7415382,363.9865156,71.62675613,141.4226535,946.0036323,208.6503114,310.9856511,71.69445173,121.2731242
3,410.3410793,207.7371483,128.1116219,86.52384531,106.3218178,970.349629,119.4051358,677.2980262,77.85932197,216.5229153,220.0064507,82.64784933,818.3371421,89.69656294,271.6886296
3,632.0625407,185.9707558,65.60650915,77.6987209,149.8557066,641.7711133,115.4018963,134.441393,83.08523089,256.1698215,400.7442849,80.50223352,176.1749859,75.69573152,146.9242523
1,648.5684815,153.6245459,608.7361329,78.26917781,258.2111927,231.4830711,133.0449482,699.562376,74.51573244,106.5724999,877.5850023,113.3692682,598.1603502,71.32904598,229.7682067
1,337.976051,68.56246061,534.0136287,75.76408256,165.3785699,114.0633429,82.82605878,263.9091346,72.65491171,276.6483031,43.20302235,135.3570619,112.5623695,77.14067624,279.8829274
3,191.179337,210.5536938,184.0625415,86.07202111,199.3252283,878.3405919,146.299123,468.8308054,74.83066187,118.541259,908.7733595,111.0147185,328.0971347,86.44784354,155.189741
1,942.5934005,174.9963357,523.2873199,88.94003919,93.77753854,281.847191,132.420185,202.4117577,86.12016986,278.4280799,440.3383275,113.2449115,838.6806683,79.96432015,187.0883665
1,371.7725764,201.7723646,498.6240288,86.49623622,255.6225807,362.4547867,127.5302484,740.7343726,78.28468549,251.8277443,932.0688752,157.0982835,648.1882267,87.37977881,262.6792316
3,413.036872,67.86390362,353.9040009,84.67618905,178.8712645,749.5039944,115.5617617,555.6085949,74.64461519,242.3647038,556.2549764,91.70369688,258.6548564,86.21698947,185.7193813
2,242.8381929,210.7781845,625.2325946,90.50939428,173.9353696,489.1387028,199.9636004,460.5935751,85.36623651,136.7904286,462.1632567,79.12632865,184.2233548,70.82667751,91.58177023
1,966.571724,97.67754244,580.352275,88.07970074,200.1710163,183.0506791,173.4655851,525.7318141,85.85968136,246.6915774,964.7906031,149.3524116,301.7297434,84.15557275,97.77690341
1,890.6224809,78.4915115,289.778007,87.59896391,210.0770433,411.6889325,133.7306363,745.9969286,77.80607613,267.9049048,121.2446763,181.0608845,739.9339034,74.54988222,174.623664
2,194.7970154,170.109264,469.5138276,83.88506759,124.9661319,238.7638323,66.34020473,284.7755775,82.32931857,265.4174007,671.5114775,127.7957909,831.3782684,85.61255651,280.754716
1,539.039446,100.2597414,51.56557681,85.75334726,109.0016348,325.306658,142.9412355,494.6925458,83.16995917,118.5467731,398.4757953,156.1596526,845.8423275,85.78517678,279.1491254
1,762.0999202,152.1847254,172.134423,84.53064478,215.6121267,610.2300714,136.2815737,463.7181009,77.69158807,193.5146594,225.2732377,185.4880632,166.7239278,72.55624589,175.8763574
3,663.3163126,128.1578323,245.5261886,82.29692933,156.9264314,924.3446709,203.8156887,440.950848,77.55658398,239.7663053,72.35753248,133.9386633,297.1236626,89.75602346,85.79297622
3,563.023023,175.4231734,425.9193723,72.56523597,289.7358508,529.9339399,155.6903512,210.7541109,80.75982135,174.3694856,108.6585604,76.42884245,731.2070805,75.74383022,124.6415301
3,517.4805521,179.8047307,59.46495792,82.68055711,108.5573035,72.11805453,68.09488813,728.3414134,73.2356617,92.83166465,453.7716994,191.5445625,233.1002374,79.48799875,91.72137914
3,464.39938,149.984256,500.3144326,77.65009313,150.2442991,138.8226118,117.0932237,91.98827003,86.58724763,288.4220891,959.7176761,194.8330652,526.2001895,85.23422373,143.8046106
1,637.1364744,130.9556716,423.3202828,86.40570506,143.106557,339.8188207,204.1272036,54.50850423,80.80379423,277.0675743,617.7348555,145.1155373,222.1308118,77.87341013,264.1674669
3,569.1106902,140.1752257,92.06193369,71.13718927,287.87232,395.8601544,153.9783303,74.85565607,84.8688199,281.2646497,584.7472036,79.54218956,509.6816718,86.58212762,169.54239
3,873.9283462,161.0724809,784.7163234,83.6417993,111.1218353,331.8823522,91.34962189,793.0121942,86.45970863,226.8700922,323.5869977,88.58026354,661.0282491,80.56755931,131.1882168
1,623.6853482,66.15868119,288.3292548,80.45226656,114.6616052,973.5791106,92.48893496,118.717133,74.99692023,246.5460212,441.9883296,148.0812746,24.00599184,71.51600885,177.9104648
3,813.859835,197.9796147,80.91152175,81.88918998,277.1586435,406.30526,189.2935816,121.6123479,90.06188032,242.8008231,932.3940862,165.4307493,320.5801784,90.11924277,141.7578683
1,353.2551808,169.205025,668.7070838,89.93855849,126.7318255,796.1221605,175.0927996,61.06568407,78.77805032,143.2864298,326.9374145,213.2238842,562.5668238,85.58025856,290.6183847
2,396.0651429,184.9678614,382.1887162,88.70616869,121.6049257,938.4328184,93.99831293,288.3727826,86.37309251,166.8538807,615.6892691,129.2276016,648.8314921,75.50734114,95.6571811
3,322.601181,133.8668415,151.3433224,78.11058056,168.1763025,92.01725875,150.8726522,771.8055432,73.93080891,210.182286,669.431084,125.2898751,613.0823673,79.26195889,190.398497
2,44.44465654,167.7870802,578.6476139,71.59772042,161.4381644,968.2335894,125.5085949,440.5814976,89.53770993,235.5470129,590.8364129,184.3382501,754.5018024,80.21206769,184.1283518
2,404.4781594,210.6900261,609.6771403,72.52036251,266.484343,494.3292227,70.59273942,481.9603346,79.3943735,269.6247921,231.3946,188.8097332,488.8650023,71.93138325,289.6050311
1,524.8046581,105.2480598,412.3973704,88.46582643,147.9871224,220.6342185,80.00336889,263.8070669,86.86415318,183.388987,253.724027,85.79380612,294.0106968,90.15512567,156.0822512
1,976.8777074,135.5708444,160.9958734,89.15092592,180.9957146,712.148711,213.3431922,49.26905277,72.79766639,236.2254078,305.3890744,88.6203018,39.90268257,71.2569613,247.6978483
2,165.2617945,132.838983,530.6217293,79.62466298,89.00006653,782.3400995,61.50610742,665.7392134,89.19547904,175.153108,546.6019027,134.2841488,342.9315824,89.07444307,273.0613107
1,356.7194341,155.8281952,808.6735809,90.61074546,191.3161741,467.9610326,103.3473567,836.3603046,73.74701802,206.3647606,306.0785935,103.3963426,356.5824914,91.36690527,94.91576079
3,587.4819953,72.74864425,139.6506182,79.85543865,191.6349144,283.4916569,109.2390597,81.13711963,77.04888369,288.4824235,935.600835,112.113104,500.2684235,89.53081892,84.55733148
2,808.1824802,207.8291767,84.91253379,74.13057675,287.2482796,548.5011167,62.08078803,228.9630529,80.06912078,230.375926,734.4800723,215.1701595,254.8437038,81.8862464,196.4897119
2,423.1067634,86.25825711,852.4579198,88.37236054,189.0598561,610.9680655,95.32280902,476.82375,85.11286652,192.6343727,978.932291,155.2465425,327.1369418,86.70161679,119.4401222
2,403.018697,113.9979121,379.8293666,86.89980015,186.0531351,792.3349092,149.8088633,302.1007457,87.48026061,133.8424808,250.7781209,138.5777087,231.7497557,70.9943098,220.9031845
1,523.3582199,129.3749321,843.3734223,82.56510412,266.5845574,170.0313465,148.6726669,757.6316089,82.81019491,235.7067561,391.1611544,74.28969638,402.430674,78.92741655,267.3550521
2,269.4238365,210.6944083,835.7247449,75.90462992,157.1493068,888.8716669,210.6769331,389.9047342,77.41481963,194.954599,691.3260359,102.5329705,643.7238571,71.87059835,93.71141283
1,404.7032596,115.0142553,279.2023232,80.91465128,151.3485477,220.2363655,108.1488667,850.2471867,79.26981957,177.6741796,585.5835821,213.2853382,215.0776237,84.8311055,235.2758172
3,614.8460236,73.68572054,592.0989803,72.12661499,209.8286641,740.5844178,92.78108393,734.8012679,71.43207552,262.4187371,475.095426,93.81362298,121.6837992,90.43060373,98.67401032
1,226.7349745,114.1326182,543.0409922,82.02171261,109.9232915,312.902551,97.11557515,190.7740879,79.27045603,232.7376766,244.1896255,117.0745887,344.4117113,90.90712164,285.9572693
3,798.1562589,97.5691447,64.74065971,77.33056919,139.8951814,518.4449081,181.2058996,749.2672162,88.19835773,159.6174529,690.8175341,108.6738146,58.56328991,85.24862399,85.33103785
1,426.4697517,111.2551542,606.3954451,86.58003334,147.8154486,809.079426,105.7223418,392.4056075,85.7725665,230.3783293,976.1593442,94.9951653,579.4923388,83.35725154,277.5554561
3,186.1097369,177.1603758,498.029081,76.46111581,183.9853518,354.7801979,150.2495379,775.8394839,82.52611298,217.3836406,530.6350116,67.84862117,207.5048885,80.93486457,149.1193483
2,210.2592647,138.519969,285.4185039,76.12027309,181.766515,164.1692629,204.6114764,757.3912201,85.37326969,105.7976138,775.0916177,185.9222523,670.8277587,73.15318793,219.971107
3,830.6585314,149.9437411,565.7110101,80.24243821,195.5095062,70.13658293,159.5559904,76.35599416,79.76181322,145.3863873,556.0001673,80.6812837,604.8933774,87.17216823,117.9308027
2,136.6259564,82.56897621,765.5553321,81.67976663,182.4620484,138.906465,161.2086935,757.6489023,87.85504508,216.1801642,109.0225648,77.40187979,48.51862962,76.10733724,112.0504994
2,284.6854041,119.9420828,822.5975547,83.3715403,260.5418552,712.7953462,77.41843389,643.2450624,76.47002914,218.9518559,361.6114382,215.5213185,234.0903659,76.55301736,280.8623832
2,60.88379995,168.5623171,634.0687788,88.02368784,290.1558407,964.9727138,70.05023939,717.6659782,84.11122092,220.7003172,159.4781233,161.3071662,856.8113362,89.57658192,176.4888781
2,75.4331216,116.3903862,721.6079362,85.24726203,180.7808874,89.83982967,126.4693835,412.0665758,89.92110385,219.3719172,333.7468984,141.8252898,63.02389315,90.82708308,159.6990634
2,491.7693428,115.2967711,596.9837411,84.43897187,235.1351673,292.3816164,109.1160157,114.2979898,84.30059906,91.69475071,605.679159,195.554618,777.425918,80.050473,180.7724008
3,110.6297153,164.5176957,717.1636806,75.84335836,172.7029186,834.9505701,196.7129913,216.4450593,82.14047587,124.1180885,134.3116105,202.0176303,716.5123888,86.45219188,93.59926085
1,839.5990458,128.2088896,302.3828494,82.05619732,102.6421304,756.8087112,150.7365773,167.4282522,74.68192242,122.3674589,91.64699723,151.5733633,733.6979068,71.16744967,93.64986681
2,581.9949082,187.7224511,288.8217941,78.00389338,209.871949,298.1521286,64.01724952,642.6457653,83.68594484,206.5614764,742.5837242,165.2144457,184.1384282,78.06290188,110.0223794
2,160.9109323,165.3649894,749.5072926,90.62462116,216.6669322,212.4817738,76.34927168,709.8804828,82.72066717,214.5303556,780.4011996,169.5902053,728.5961945,71.9643926,241.9721313
2,846.3719009,104.5082487,560.5485126,77.27412499,286.6589884,69.23028037,150.3243397,150.0297619,85.46795053,120.5926504,261.2362465,136.9969102,798.2165722,75.16529107,113.8720619
3,759.0241442,137.9718272,795.5748756,73.8252443,220.4000184,258.8555478,84.32339737,597.7786179,83.02795545,243.5236553,331.6645106,129.7577772,357.018255,91.06424174,145.3001477
3,317.7409782,115.1819779,494.8462865,76.00119387,277.596116,290.0450794,199.6298009,95.43599303,84.32226898,275.8327625,197.8865172,210.9429042,398.0851248,90.27432503,226.9596302
1,324.1769637,89.24455235,268.8964129,72.72197411,113.7930601,136.9561898,125.8529251,694.9193728,73.71756674,110.916389,649.1711193,90.63006918,90.35584782,74.24175139,279.3885672
3,818.4384842,115.1065201,573.8646658,81.86680582,227.024228,686.4792431,157.9600746,236.299019,71.61018523,179.9789094,884.5156307,148.7180364,726.8056255,91.21934341,117.9863834
1,695.1369103,165.068215,854.6223936,91.09535047,229.0529898,269.0620799,184.4554446,98.51444417,86.87755815,276.5144996,401.4191973,158.2567098,378.387735,79.81843006,149.1481427
3,762.0215454,205.9268432,820.6643146,74.40504214,268.9865527,738.5406332,99.31319593,64.08868791,76.32384599,276.9417498,639.4260366,172.3638163,228.5475936,85.61549916,89.21555971
3,394.2773848,157.6510538,132.3537213,87.74837016,133.1506011,657.5869976,123.0841557,522.0871055,73.01907307,86.83551297,902.1899256,101.9331558,715.7930283,91.37837834,128.1393894
2,289.5556292,163.2843313,842.0569385,89.65883301,190.0244048,793.3767327,81.04473187,852.4420003,90.65798142,118.0103254,322.1198603,75.49189496,241.1636638,87.60329507,163.5754637
1,121.4942732,113.2594095,855.8591952,83.76897615,171.6115093,195.7845592,213.7278116,716.8081923,76.60132571,98.12258862,91.28873939,78.64708364,508.8562546,89.92538313,188.7223218
1,838.8543416,129.4324726,619.5665258,85.87248797,120.1835627,380.8672869,159.2968644,67.04407681,78.24937971,196.8031071,984.5788898,133.9019297,712.6572578,79.70114434,252.3491619
3,603.523382,198.1912638,361.7569973,83.24655866,217.0218704,434.2659459,82.38121728,86.8472877,71.15043322,268.7297529,262.2740941,92.86484389,643.3446675,77.39462763,190.697344
3,191.9556066,209.6040711,743.4278561,88.58793035,169.6182401,762.2417244,82.31321058,13.27393566,71.2183905,207.8027553,470.4044634,140.6858989,12.27275542,79.50804809,235.7182188
2,458.3292477,174.1056935,207.6438297,87.54537473,208.1912304,237.8295058,96.79865523,549.7933684,87.8911446,171.4982977,283.0239252,195.1358206,585.5125907,80.03087094,186.8445576
2,231.6435581,157.6587426,316.5425663,91.30211024,185.2060047,499.392409,148.149275,799.8805426,87.29169339,179.0368219,720.7316861,151.3295139,432.2849538,74.76598071,181.7560777
2,271.1572593,202.5982769,296.3297422,90.40913095,196.4327503,637.8722878,144.5746784,117.8747654,78.54334752,104.2968614,629.7053339,129.5865528,679.6803854,75.34553114,118.1880746
1,423.759877,204.4304402,621.1587908,79.43058874,193.0813766,117.5165264,213.4780412,583.0344719,76.6821562,207.6342975,141.5404636,210.5543724,157.2029484,84.14663417,135.3638464
2,719.6498841,181.064462,589.1084665,83.45641841,272.7503578,112.2055509,111.4947203,220.8690534,91.14502555,165.9269436,733.9593861,166.6957376,189.5080701,75.72690416,142.9719782
3,428.3185971,96.42492658,22.8300068,88.90911914,288.2809969,362.1898655,112.6792315,11.95112027,84.80987419,258.5174375,176.8366205,84.77677517,690.1596255,83.49329117,92.76991499
1,629.3183421,108.0627715,325.1892952,86.65178977,255.4375217,418.0787847,207.6393618,357.8766717,86.69511224,185.9903321,890.7508352,201.4935235,81.52671493,90.08449942,258.5375982
1,789.7644288,91.21176249,703.1834143,88.30681021,144.642189,942.7812918,67.64496067,135.6561804,81.87309365,205.5075253,650.8074259,62.5133489,837.6551526,71.72508112,113.6219119
3,50.77781419,148.3063305,813.3156976,84.51544342,257.9266193,50.08064202,144.4303384,403.8708498,81.07826058,98.57794763,688.1565015,138.3776134,668.5620429,80.79672007,114.9638279
1,653.7611724,86.76133427,761.4557217,83.42794551,116.6247969,952.3625707,140.7405233,68.95126129,83.71029612,137.0082948,801.5368746,187.4613365,853.7492088,81.13798828,179.8494033
1,753.7940495,80.53374012,479.533533,82.05148839,102.2429074,434.8374618,192.9941826,747.3882057,72.85001493,102.5078556,287.2023601,196.3456602,117.4607055,85.62802786,104.7256818
1,629.8800843,115.4189843,689.146817,75.61765749,218.9718121,261.5207693,171.2101555,762.5674338,73.41740869,267.2564219,601.7744982,79.69745439,376.1349176,74.11848557,231.955512
