id,alt,chosen,FSG,FSO,TT
208,2,0,578,105,0
208,3,0,2932,2181,191
208,4,0,148,3677,381
208,5,1,2121,41669,381
209,1,0,6438,77335,381
209,2,0,578,105,0
209,3,0,2932,2181,191
209,4,0,148,3677,381
209,5,1,1556,434,391
210,1,0,2932,2181,692
210,2,0,526,3918,972
210,3,0,3153,6816,1512
210,4,0,1730,15564,1512
210,5,1,1184,228,0
211,1,0,526,3918,308
211,2,0,1184,228,0
211,3,1,3153,6816,521
211,4,0,1730,15564,521
211,5,0,1190,1597,741
212,1,1,1028,4333,414
212,2,0,81,491,197
212,3,0,1491,690,197
212,4,0,1548,12008,414
212,5,0,526,3918,308
213,1,0,1491,690,644
213,2,0,81,491,644
213,3,1,66,1777,3100
213,4,0,1028,4333,1372
213,5,0,1548,12008,1372
214,1,0,889,480,0
214,2,1,4358,16200,476
214,3,0,1199,13735,0
214,4,0,267,3670,829
214,5,0,1491,690,197
215,1,0,2939,2361,829
215,2,0,889,480,0
215,3,0,1199,13735,0
215,4,0,267,3670,829
215,5,1,4358,16200,476
216,1,1,889,480,0
216,2,0,1199,13735,0
216,3,0,4358,16200,476
216,4,0,267,3670,829
216,5,0,2939,2361,829
217,1,0,267,3670,829
217,2,0,1199,13735,0
217,3,0,4358,16200,476
217,4,1,889,480,0
217,5,0,2939,2361,829
218,1,0,1028,4333,1976
218,2,0,2109,1759,0
218,3,1,2932,2181,876
218,4,0,1556,434,1896
218,5,0,1548,12008,1976
219,1,0,1394,1528,355
219,2,0,468,728,0
219,3,1,3375,17328,316
219,4,0,96,1841,469
219,5,0,2109,1759,0
220,1,0,1856,3751,611
220,2,0,686,368,0
220,3,0,724,2219,0
220,4,0,280,5127,611
220,5,1,863,7471,0
221,1,0,2469,17977,292
221,2,0,598,429,118
221,3,1,2705,89841,317
221,4,0,20452,83361,317
221,5,0,552,3932,294
222,1,0,598,429,396
222,2,1,2469,17977,972
222,3,0,401,4547,1056
222,4,0,2705,89841,1056
222,5,0,20452,83361,1056
223,1,0,2473,1131,1004
223,2,0,3479,27106,644
223,3,1,4160,19515,644
223,4,0,1817,1498,1552
223,5,0,2705,89841,1056
224,1,0,1309,2066,1124
224,2,0,2705,89841,0
224,3,0,20452,83361,0
224,4,0,2469,17977,556
224,5,1,401,4547,0
225,1,1,4054,2456,588
225,2,0,309,33,0
225,3,0,5190,59651,588
225,4,0,379,225,1176
225,5,0,92,2307,0
226,1,1,4409,19541,0
226,2,0,417,0,0
226,3,0,3400,17619,0
226,4,0,2701,4208,748
226,5,0,4054,2456,170
227,1,0,350,1083,2336
227,2,0,66,0,0
227,3,0,3610,5189,0
227,4,0,6617,95932,1612
227,5,1,898,56296,1612
228,1,0,1199,13735,392
228,2,0,91,401,314
228,3,0,4358,16200,354
228,4,1,889,480,392
228,5,0,2014,2229,958
229,1,0,1199,13735,310
229,2,0,889,480,310
229,3,1,4358,16200,490
229,4,0,1934,23864,888
229,5,0,2014,2229,958
230,1,0,267,3670,2544
230,2,0,1199,13735,0
230,3,0,4358,16200,1424
230,4,1,889,480,0
230,5,0,1934,23864,2000
231,1,0,4358,16200,1424
231,2,0,1199,13735,0
231,3,1,889,480,0
231,4,0,267,3670,2544
231,5,0,2939,2361,2544
232,1,1,1617,1259,0
232,2,0,217,216,0
232,3,0,1816,3919,609
232,4,0,233,1470,0
232,5,0,889,480,0
233,1,0,163,1310,2200
233,2,0,217,216,0
233,3,0,1816,3919,1884
233,4,0,233,1470,0
233,5,1,1617,1259,0
234,1,1,1617,1259,0
234,2,0,217,216,0
234,3,0,1816,3919,609
234,4,0,233,1470,0
234,5,0,163,1310,759
235,1,0,233,1470,0
235,2,0,217,216,0
235,3,0,1617,1259,0
235,4,1,78,112,609
235,5,0,933,1770,283
236,1,0,81,491,0
236,2,1,1028,4333,265
236,3,0,1491,690,0
236,4,0,1548,12008,265
236,5,0,1556,434,511
237,1,0,233,1470,609
237,2,0,78,112,0
237,3,0,1816,3919,0
237,4,1,1223,42422,1106
237,5,0,1491,690,0
238,1,0,646,194,737
238,2,0,78,112,0
238,3,0,1816,3919,0
238,4,0,233,1470,609
238,5,1,1617,1259,609
239,1,0,889,480,0
239,2,1,4358,16200,476
239,3,0,1199,13735,0
239,4,0,267,3670,829
239,5,0,1816,3919,0
240,1,1,4358,16200,476
240,2,0,889,480,0
240,3,0,1199,13735,0
240,4,0,267,3670,829
240,5,0,2939,2361,829
241,1,0,889,480,1516
241,2,0,91,401,512
241,3,1,4358,16200,512
241,4,0,1199,13735,1516
241,5,0,267,3670,2544
242,1,1,4358,16200,512
242,2,0,91,401,512
242,3,0,889,480,1516
242,4,0,1199,13735,1516
242,5,0,1381,1629,3060
243,1,0,1934,23864,888
243,2,0,889,480,0
243,3,0,1199,13735,0
243,4,0,267,3670,829
243,5,1,4358,16200,476
244,1,0,2939,2361,829
244,2,0,889,480,0
244,3,0,1199,13735,0
244,4,0,267,3670,829
244,5,1,4358,16200,476
245,1,0,1622,7598,261
245,2,0,403,40,261
245,3,1,3708,6001,173
245,4,0,347,431,724
245,5,0,889,480,268
246,1,0,3708,6001,1012
246,2,0,1622,7598,0
246,3,1,403,40,0
246,4,0,2473,1131,2496
246,5,0,347,431,2100
247,1,0,1622,7598,0
247,2,0,403,40,0
247,3,1,3708,6001,350
247,4,0,2473,1131,646
247,5,0,4160,19515,687
248,1,0,403,40,0
248,2,1,3708,6001,350
248,3,0,1622,7598,0
248,4,0,2473,1131,646
248,5,0,4160,19515,687
249,1,1,2725,3107,960
249,2,0,946,236,0
249,3,0,63,1050,1956
249,4,0,0,5333,1956
249,5,0,3610,5189,1600
250,1,0,63,1050,651
250,2,0,946,236,0
250,3,1,2725,3107,425
250,4,0,0,5333,651
250,5,0,267,3670,665
251,1,0,946,236,0
251,2,0,1730,15564,0
251,3,0,526,3918,1180
251,4,0,1190,1597,2140
251,5,1,3153,6816,0
252,1,0,1188,3200,1592
252,2,0,1730,15564,1248
252,3,1,3153,6816,1248
252,4,0,842,956,1628
252,5,0,67,2329,1628
253,1,0,1188,3200,2492
253,2,0,3153,6816,900
253,3,0,1184,228,1188
253,4,0,526,3918,1528
253,5,1,1730,15564,900
254,1,0,1184,228,1188
254,2,0,3153,6816,900
254,3,1,1730,15564,900
254,4,0,526,3918,1528
254,5,0,1188,3200,2492
255,1,1,1617,1259,0
255,2,0,217,216,0
255,3,0,1816,3919,1884
255,4,0,233,1470,0
255,5,0,163,1310,2200
256,1,1,1223,42422,919
256,2,0,217,216,0
256,3,0,1617,1259,0
256,4,0,233,1470,0
256,5,0,1816,3919,609
257,1,0,1816,3919,1884
257,2,0,217,216,0
257,3,1,1617,1259,0
257,4,0,233,1470,0
257,5,0,163,1310,2200
258,1,1,1617,1259,0
258,2,0,217,216,0
258,3,0,1816,3919,1884
258,4,0,233,1470,0
258,5,0,163,1310,2200
259,1,0,233,1470,0
259,2,0,663,1195,0
259,3,0,114,359,690
259,4,0,274,5555,690
259,5,1,1841,7523,690
260,1,0,817,1505,1396
260,2,0,995,1513,0
260,3,0,75,3954,0
260,4,0,0,281,1396
260,5,1,1344,2562,0
261,1,0,75,3954,0
261,2,0,995,1513,0
261,3,1,1344,2562,0
261,4,0,0,281,1396
261,5,0,817,1505,1396
262,1,0,0,281,1396
262,2,0,1344,2562,0
262,3,0,75,3954,0
262,4,1,995,1513,0
262,5,0,817,1505,1396
263,1,0,1335,5049,1800
263,2,0,1504,198,1732
263,3,0,136,249,3332
263,4,0,1324,2309,1800
263,5,1,671,1492,0
264,1,0,3400,17619,1400
264,2,0,27,120,0
264,3,0,1668,10866,0
264,4,1,2701,4208,0
264,5,0,666,1355,1600
265,1,0,1668,10866,0
265,2,0,27,120,0
265,3,1,2701,4208,0
265,4,0,3400,17619,1400
265,5,0,554,2979,2300
266,1,0,1668,10866,900
266,2,0,27,120,968
266,3,1,2701,4208,900
266,4,0,3400,17619,1300
266,5,0,554,2979,2600
267,1,0,610,47,0
267,2,1,4160,19515,1046
267,3,0,262,930,0
267,4,0,436,885,0
267,5,0,368,3797,588
268,1,1,2925,4548,0
268,2,0,6330,11383,0
268,3,0,1645,7010,1200
268,4,0,1000,665,1200
268,5,0,262,930,0
269,1,0,6330,11383,0
269,2,1,2925,4548,0
269,3,0,1645,7010,1200
269,4,0,1000,665,1200
269,5,0,3400,17619,1900
270,1,0,1184,228,527
270,2,1,526,3918,547
270,3,0,0,955,0
270,4,0,231,2347,739
270,5,0,2063,3878,739
271,1,0,1828,8660,576
271,2,0,1324,2309,423
271,3,0,1651,22007,423
271,4,1,1335,5049,423
271,5,0,231,2347,739
272,1,0,177,907,390
272,2,0,280,5127,0
272,3,0,1856,3751,0
272,4,1,2705,89841,2054
272,5,0,1324,2309,423
273,1,1,2705,89841,813
273,2,0,1220,18568,0
273,3,0,1309,2066,507
273,4,0,2322,867,261
273,5,0,280,5127,0
274,1,0,1220,18568,0
274,2,1,2705,89841,813
274,3,0,1309,2066,507
274,4,0,2322,867,261
274,5,0,7024,12895,551
275,1,1,1325,30295,785
275,2,0,2322,867,170
275,3,0,1220,18568,333
275,4,0,36,276,572
275,5,0,1309,2066,507
276,1,0,1506,632,2000
276,2,0,322,1712,0
276,3,0,591,423,1708
276,4,0,36,276,2296
276,5,1,2001,4634,0
277,1,0,215,30,0
277,2,1,2304,8249,687
277,3,0,699,2341,676
277,4,0,666,1355,1035
277,5,0,322,1712,0
278,1,1,2952,4534,0
278,2,0,456,0,0
278,3,0,176,4754,0
278,4,0,625,577,1144
278,5,0,1424,1132,2068
279,1,0,176,4754,0
279,2,0,1481,1372,0
279,3,0,280,5127,390
279,4,0,1856,3751,390
279,5,1,177,907,0
280,1,0,231,2347,649
280,2,0,1481,1372,0
280,3,0,280,5127,390
280,4,0,1856,3751,390
280,5,1,177,907,0
281,1,1,803,1587,0
281,2,0,1345,6319,0
281,3,0,58,189,1668
281,4,0,231,2347,2876
281,5,0,177,907,0
282,1,1,2925,4548,0
282,2,0,6330,11383,0
282,3,0,1645,7010,1200
282,4,0,1000,665,1200
282,5,0,3400,17619,1900
283,1,0,1645,7010,1200
283,2,0,6330,11383,0
283,3,1,2925,4548,0
283,4,0,1000,665,1200
283,5,0,3400,17619,1900
284,1,1,3403,12516,1108
284,2,0,1031,7272,1108
284,3,0,135,409,2128
284,4,0,900,5818,3000
284,5,0,6330,11383,0
285,1,1,3153,6816,1549
285,2,0,280,5127,0
285,3,0,1856,3751,0
285,4,0,177,907,390
285,5,0,1031,7272,345
286,1,0,1481,1372,390
286,2,0,280,5127,0
286,3,0,177,907,390
286,4,1,1856,3751,0
286,5,0,686,368,611
287,1,0,959,5877,1928
287,2,0,1789,8709,0
287,3,0,309,2546,1928
287,4,0,60,26,1928
287,5,1,1469,3123,0
288,1,0,959,5877,1928
288,2,0,1789,8709,0
288,3,0,309,2546,1928
288,4,0,60,26,1928
288,5,1,1469,3123,0
289,1,0,1309,2066,2016
289,2,0,2322,867,812
289,3,1,1220,18568,0
289,4,0,7024,12895,1900
289,5,0,1447,2000,1900
290,1,0,1789,8709,537
290,2,1,1469,3123,537
290,3,0,130,324,911
290,4,0,60,26,1038
290,5,0,309,2546,1038
291,1,0,1789,8709,0
291,2,1,1469,3123,0
291,3,0,309,2546,1928
291,4,0,60,26,1928
291,5,0,959,5877,1928
292,1,0,1789,8709,0
292,2,0,4160,19515,712
292,3,0,3479,27106,712
292,4,0,1817,1498,2080
292,5,1,2473,1131,0
293,1,0,1911,686,584
293,2,0,570,3478,0
293,3,0,294,1043,414
293,4,0,66,1777,584
293,5,1,2287,1420,0
294,1,0,0,697,700
294,2,0,3479,27106,0
294,3,1,4160,19515,0
294,4,0,2473,1131,712
294,5,0,570,3478,0
295,1,0,3479,27106,0
295,2,0,4160,19515,0
295,3,1,2473,1131,247
295,4,0,1817,1498,369
295,5,0,1622,7598,687
296,1,0,1381,1629,2400
296,2,0,85,0,0
296,3,0,183,328,0
296,4,0,733,5931,0
296,5,1,2773,4402,0
297,1,0,733,5931,0
297,2,0,903,735,0
297,3,0,2201,30672,1000
297,4,0,413,4402,2880
297,5,1,1192,2578,1000
298,1,0,1730,15564,0
298,2,1,3153,6816,0
298,3,0,526,3918,1180
298,4,0,1190,1597,2140
298,5,0,1192,2578,1000
299,1,0,1730,15564,0
299,2,1,3153,6816,0
299,3,0,526,3918,1180
299,4,0,1190,1597,2140
299,5,0,1463,2508,2164
300,1,0,1190,1597,699
300,2,0,3153,6816,246
300,3,0,1730,15564,246
300,4,0,526,3918,347
300,5,1,1184,228,463
301,1,0,526,3918,347
301,2,0,3153,6816,246
301,3,0,1730,15564,246
301,4,1,1184,228,463
301,5,0,1190,1597,412
302,1,1,3153,6816,724
302,2,0,1730,15564,724
302,3,0,526,3918,1000
302,4,0,1190,1597,1368
302,5,0,1463,2508,1392
303,1,0,1730,15564,724
303,2,1,3153,6816,724
303,3,0,526,3918,1000
303,4,0,1190,1597,1368
303,5,0,1463,2508,1392
304,1,0,526,3918,972
304,2,1,1184,228,0
304,3,0,3153,6816,1512
304,4,0,1730,15564,1512
304,5,0,1190,1597,2608
305,1,1,1239,12395,1828
305,2,0,1504,198,0
305,3,0,671,1492,1600
305,4,0,527,106,1828
305,5,0,526,3918,972
306,1,0,527,106,1828
306,2,0,1504,198,0
306,3,0,671,1492,1600
306,4,1,1239,12395,1828
306,5,0,2477,10492,1828
307,1,0,1190,1597,1368
307,2,0,1730,15564,724
307,3,0,526,3918,1000
307,4,1,3153,6816,724
307,5,0,671,1492,1600
308,1,0,526,3918,1000
308,2,0,1730,15564,724
308,3,1,3153,6816,724
308,4,0,1190,1597,1368
308,5,0,1463,2508,1392
309,1,1,2304,8249,0
309,2,0,324,6322,0
309,3,0,0,40,660
309,4,0,666,1355,660
309,5,0,526,3918,0
310,1,0,442,457,0
310,2,0,143,65,0
310,3,0,1148,1063,0
310,4,1,3610,5189,1840
310,5,0,2304,8249,0
311,1,0,1265,315,0
311,2,0,143,65,0
311,3,0,1148,1063,0
311,4,0,442,457,0
311,5,1,898,56296,1160
312,1,0,442,457,0
312,2,0,309,33,0
312,3,0,4054,2456,588
312,4,0,5190,59651,588
312,5,1,1223,42422,1800
313,1,0,4054,2456,588
313,2,0,309,33,0
313,3,1,770,289,0
313,4,0,5190,59651,588
313,5,0,379,225,1176
314,1,1,2121,41669,2260
314,2,0,2109,1759,1192
314,3,0,1792,2677,2784
314,4,0,360,100,2784
314,5,0,4054,2456,588
315,1,1,578,105,1680
315,2,0,2109,1759,1192
315,3,0,1792,2677,2784
315,4,0,360,100,2784
315,5,0,2932,2181,1852
316,1,0,646,194,2380
316,2,0,75,315,0
316,3,0,2274,8347,2380
316,4,1,927,2632,0
316,5,0,2109,1759,1192
317,1,0,54,1601,398
317,2,0,5190,59651,250
317,3,0,163,1310,398
317,4,1,4054,2456,250
317,5,0,927,2632,0
318,1,0,1331,9861,0
318,2,1,1325,30295,337
318,3,0,45,111,230
318,4,0,384,551,230
318,5,0,10325,37322,337
319,1,0,1314,6220,0
319,2,1,898,56296,249
319,3,0,6617,95932,249
319,4,0,1614,1645,403
319,5,0,1331,9861,0
320,1,1,44,2242,1328
320,2,0,1314,6220,0
320,3,0,898,56296,600
320,4,0,6617,95932,600
320,5,0,1614,1645,1140
321,1,0,1765,655,1296
321,2,0,66,0,0
321,3,1,3610,5189,0
321,4,0,898,56296,1612
321,5,0,1314,6220,0
322,1,0,361,217,976
322,2,0,44,2242,0
322,3,1,1645,590,0
322,4,0,1399,1189,1216
322,5,0,3610,5189,0
323,1,1,2121,41669,836
323,2,0,388,252,0
323,3,0,702,792,0
323,4,0,148,3677,836
323,5,0,867,197,0
324,1,1,1792,2677,1200
324,2,0,388,252,0
324,3,0,702,792,0
324,4,0,148,3677,836
324,5,0,6438,77335,836
325,1,0,1828,8660,0
325,2,0,1331,9861,0
325,3,0,45,111,230
325,4,0,384,551,230
325,5,1,1325,30295,337
326,1,0,1774,1950,334
326,2,0,867,197,0
326,3,0,574,593,247
326,4,1,3418,6650,565
326,5,0,379,225,565
327,1,0,0,5333,488
327,2,0,854,263,0
327,3,0,63,1050,488
327,4,1,2725,3107,549
327,5,0,867,197,0
328,1,0,20452,83361,556
328,2,0,401,4547,556
328,3,0,2705,89841,556
328,4,1,2469,17977,0
328,5,0,842,956,820
329,1,0,2705,89841,556
329,2,0,401,4547,556
329,3,1,2469,17977,0
329,4,0,20452,83361,556
329,5,0,842,956,820
330,1,1,1314,6220,1544
330,2,0,63,1050,0
330,3,0,0,5333,0
330,4,0,898,56296,892
330,5,0,6617,95932,892
331,1,0,105,70,0
331,2,1,3418,6650,0
331,3,0,77,195,0
331,4,0,379,225,0
331,5,0,449,349,900
332,1,1,4054,2456,1664
332,2,0,806,112,0
332,3,0,1153,1903,0
332,4,0,2792,1896,0
332,5,0,379,225,0
333,1,0,1774,1950,449
333,2,0,574,593,0
333,3,1,5190,59651,895
333,4,0,867,197,247
333,5,0,1153,1903,0
334,1,0,91,401,0
334,2,1,4358,16200,0
334,3,0,889,480,476
334,4,0,1199,13735,476
334,5,0,927,2632,0
335,1,0,217,216,0
335,2,1,1617,1259,0
335,3,0,1816,3919,609
335,4,0,233,1470,0
335,5,0,163,1310,759
336,1,0,217,216,0
336,2,1,1617,1259,0
336,3,0,1816,3919,1884
336,4,0,233,1470,0
336,5,0,163,1310,2200
337,1,0,6617,95932,600
337,2,0,1314,6220,0
337,3,0,898,56296,600
337,4,1,1614,1645,1140
337,5,0,233,1470,0
338,1,0,27,120,0
338,2,1,2701,4208,0
338,3,0,1668,10866,0
338,4,0,3400,17619,1400
338,5,0,1314,6220,0
339,1,0,85,0,0
339,2,1,2773,4402,0
339,3,0,183,328,0
339,4,0,733,5931,0
339,5,0,2701,4208,0
340,1,0,1188,3200,334
340,2,0,1190,1597,0
340,3,0,1463,2508,123
340,4,1,2705,89841,489
340,5,0,733,5931,0
341,1,0,44,2242,1124
341,2,0,113,0,0
341,3,0,1314,6220,1140
341,4,0,1645,590,1124
341,5,1,1614,1645,0
342,1,0,601,1054,757
342,2,0,1828,8660,0
342,3,1,2922,8606,0
342,4,0,1324,2309,883
342,5,0,1335,5049,883
343,1,0,0,697,222
343,2,0,3479,27106,0
343,3,1,4160,19515,0
343,4,0,2473,1131,247
343,5,0,1817,1498,369
344,1,1,2121,41669,0
344,2,0,148,3677,0
344,3,0,6438,77335,0
344,4,0,388,252,836
344,5,0,1469,3123,1744
345,1,0,148,3677,0
345,2,1,2121,41669,0
345,3,0,6438,77335,0
345,4,0,388,252,836
345,5,0,1556,434,1064
346,1,0,1556,434,1064
346,2,0,148,3677,0
346,3,0,6438,77335,0
346,4,0,388,252,836
346,5,1,2121,41669,0
347,1,0,148,3677,0
347,2,1,2121,41669,0
347,3,0,6438,77335,0
347,4,0,388,252,836
347,5,0,1556,434,1064
348,1,0,434,87,0
348,2,1,4160,19515,1900
348,3,0,368,3797,0
348,4,0,1256,3675,0
348,5,0,1600,3585,0
349,1,0,678,1653,0
349,2,1,1563,1184,0
349,3,0,254,3056,0
349,4,0,360,100,1600
349,5,0,1792,2677,1600
350,1,0,3400,17619,734
350,2,0,27,120,349
350,3,0,1668,10866,349
350,4,1,2701,4208,349
350,5,0,4409,19541,734
351,1,0,1600,3585,0
351,2,0,434,87,0
351,3,0,368,3797,0
351,4,1,1256,3675,0
351,5,0,262,930,700
352,1,0,368,3797,0
352,2,0,434,87,0
352,3,1,1256,3675,0
352,4,0,1600,3585,0
352,5,0,262,930,588
353,1,0,456,0,520
353,2,1,435,100,520
353,3,0,176,4754,520
353,4,0,2952,4534,520
353,5,0,625,577,1644
354,1,1,435,100,520
354,2,0,456,0,520
354,3,0,176,4754,520
354,4,0,2952,4534,520
354,5,0,625,577,1644
355,1,1,2952,4534,0
355,2,0,456,0,0
355,3,0,176,4754,0
355,4,0,625,577,256
355,5,0,449,349,490
356,1,1,2952,4534,0
356,2,0,456,0,0
356,3,0,176,4754,0
356,4,0,625,577,256
356,5,0,1424,1132,527
357,1,1,435,100,156
357,2,0,456,0,156
357,3,0,176,4754,156
357,4,0,2952,4534,156
357,5,0,625,577,256
358,1,0,456,0,156
358,2,1,435,100,156
358,3,0,176,4754,156
358,4,0,2952,4534,156
358,5,0,625,577,367
359,1,1,2952,4534,156
359,2,0,456,0,156
359,3,0,176,4754,156
359,4,0,625,577,367
359,5,0,449,349,490
360,1,1,2952,4534,156
360,2,0,456,0,156
360,3,0,176,4754,156
360,4,0,625,577,367
360,5,0,449,349,490
361,1,1,2952,4534,520
361,2,0,456,0,520
361,3,0,176,4754,520
361,4,0,625,577,1644
361,5,0,449,349,1908
362,1,0,176,4754,520
362,2,0,456,0,520
362,3,1,2952,4534,520
362,4,0,625,577,1644
362,5,0,449,349,1908
363,1,0,456,0,520
363,2,1,435,100,520
363,3,0,176,4754,520
363,4,0,2952,4534,520
363,5,0,625,577,1644
364,1,1,435,100,520
364,2,0,456,0,520
364,3,0,176,4754,520
364,4,0,2952,4534,520
364,5,0,625,577,1644
365,1,0,456,0,0
365,2,1,2952,4534,0
365,3,0,176,4754,0
365,4,0,625,577,1144
365,5,0,449,349,1908
366,1,0,456,0,520
366,2,1,435,100,520
366,3,0,176,4754,520
366,4,0,2952,4534,520
366,5,0,625,577,1144
367,1,0,456,0,520
367,2,1,435,100,520
367,3,0,176,4754,520
367,4,0,2952,4534,520
367,5,0,625,577,1644
368,1,0,449,349,490
368,2,0,456,0,156
368,3,0,176,4754,156
368,4,0,625,577,367
368,5,1,2952,4534,156
369,1,0,456,0,156
369,2,1,2952,4534,156
369,3,0,176,4754,156
369,4,0,625,577,367
369,5,0,449,349,490
370,1,0,2952,4534,156
370,2,0,435,100,156
370,3,0,176,4754,156
370,4,1,456,0,156
370,5,0,625,577,367
371,1,1,456,0,156
371,2,0,435,100,156
371,3,0,176,4754,156
371,4,0,2952,4534,156
371,5,0,625,577,367
372,1,0,1148,1063,0
372,2,0,143,65,0
372,3,1,1265,315,0
372,4,0,442,457,0
372,5,0,176,4754,156
373,1,0,267,3670,2700
373,2,0,91,401,0
373,3,0,889,480,748
373,4,0,1199,13735,748
373,5,1,4358,16200,968
374,1,0,267,3670,808
374,2,0,91,401,169
374,3,0,889,480,560
374,4,0,1199,13735,560
374,5,1,4358,16200,169
375,1,0,1381,1629,743
375,2,0,91,401,169
375,3,0,889,480,560
375,4,0,1199,13735,560
375,5,1,4358,16200,169
376,1,0,1199,13735,0
376,2,0,889,480,0
376,3,1,4358,16200,476
376,4,0,267,3670,829
376,5,0,1381,1629,743
377,1,0,267,3670,829
377,2,0,889,480,0
377,3,0,1199,13735,0
377,4,1,4358,16200,476
377,5,0,2939,2361,829
378,1,0,1199,13735,560
378,2,0,4358,16200,169
378,3,0,889,480,560
378,4,1,91,401,169
378,5,0,1381,1629,743
379,1,0,4358,16200,169
379,2,1,91,401,169
379,3,0,889,480,560
379,4,0,1199,13735,560
379,5,0,1381,1629,743
380,1,0,2014,2229,3480
380,2,0,91,401,1056
380,3,0,889,480,1176
380,4,0,1199,13735,1176
380,5,1,4358,16200,1180
381,1,0,2014,2229,958
381,2,0,91,401,314
381,3,0,889,480,392
381,4,0,1199,13735,392
381,5,1,4358,16200,354
382,1,0,91,401,314
382,2,1,4358,16200,354
382,3,0,889,480,392
382,4,0,1199,13735,392
382,5,0,2014,2229,958
383,1,0,1622,7598,708
383,2,0,629,779,0
383,3,0,1044,4743,0
383,4,1,834,1250,0
383,5,0,1817,1498,882
384,1,1,834,1250,0
384,2,0,629,779,0
384,3,0,1044,4743,0
384,4,0,1622,7598,708
384,5,0,1817,1498,882
385,1,0,1622,7598,2392
385,2,0,629,779,1120
385,3,0,1044,4743,1120
385,4,0,575,104,2000
385,5,1,834,1250,1120
386,1,0,834,1250,393
386,2,0,629,779,393
386,3,1,898,56296,1366
386,4,0,1044,4743,393
386,5,0,575,104,762
387,1,0,1044,4743,0
387,2,0,629,779,0
387,3,1,834,1250,0
387,4,0,1622,7598,2392
387,5,0,575,104,2000
388,1,0,1044,4743,0
388,2,0,629,779,0
388,3,1,834,1250,0
388,4,0,1622,7598,2392
388,5,0,1817,1498,2996
389,1,0,1816,3919,1944
389,2,0,646,194,900
389,3,0,2274,8347,900
389,4,0,1760,14651,900
389,5,1,1025,104,900
390,1,1,2274,8347,0
390,2,0,646,194,0
390,3,0,1760,14651,0
390,4,0,1813,2566,600
390,5,0,1816,3919,504
391,1,0,646,194,0
391,2,1,2274,8347,0
391,3,0,1760,14651,0
391,4,0,1813,2566,600
391,5,0,927,2632,736
392,1,0,646,194,0
392,2,1,1025,104,0
392,3,0,2274,8347,0
392,4,0,1760,14651,0
392,5,0,1813,2566,1500
393,1,0,1813,2566,1500
393,2,0,646,194,0
393,3,0,2274,8347,0
393,4,0,1760,14651,0
393,5,1,1025,104,0
394,1,0,927,2632,736
394,2,0,646,194,0
394,3,0,1760,14651,0
394,4,0,1813,2566,600
394,5,1,2274,8347,0
395,1,0,927,2632,736
395,2,0,646,194,0
395,3,0,1760,14651,0
395,4,0,1813,2566,600
395,5,1,2274,8347,0
396,1,0,646,194,0
396,2,1,2274,8347,0
396,3,0,1760,14651,0
396,4,0,1813,2566,1500
396,5,0,927,2632,2380
397,1,0,1760,14651,0
397,2,0,646,194,0
397,3,1,2274,8347,0
397,4,0,1813,2566,1500
397,5,0,927,2632,2380
398,1,0,2274,8347,0
398,2,0,646,194,0
398,3,1,1025,104,0
398,4,0,1760,14651,0
398,5,0,1813,2566,1500
399,1,0,1813,2566,1500
399,2,0,646,194,0
399,3,0,2274,8347,0
399,4,0,1760,14651,0
399,5,1,1025,104,0
400,1,0,1813,2566,600
400,2,0,646,194,0
400,3,0,2274,8347,0
400,4,0,1760,14651,0
400,5,1,2121,41669,1438
401,1,0,2274,8347,0
401,2,0,646,194,0
401,3,1,2121,41669,1438
401,4,0,1760,14651,0
401,5,0,1813,2566,600
402,1,1,2274,8347,0
402,2,0,646,194,0
402,3,0,1760,14651,0
402,4,0,1813,2566,1500
402,5,0,927,2632,2380
403,1,0,646,194,0
403,2,1,2274,8347,0
403,3,0,1760,14651,0
403,4,0,1813,2566,1500
403,5,0,927,2632,2380
404,1,0,84,809,0
404,2,0,90,22,0
404,3,0,709,269,0
404,4,1,148,2754,0
404,5,0,3961,6340,0
405,1,0,2705,89841,556
405,2,0,401,4547,556
405,3,1,2469,17977,0
405,4,0,20452,83361,556
405,5,0,842,956,820
406,1,0,20452,83361,556
406,2,0,401,4547,556
406,3,0,2705,89841,556
406,4,1,2469,17977,0
406,5,0,842,956,820
407,1,0,1760,14651,0
407,2,0,646,194,0
407,3,1,2274,8347,0
407,4,0,1813,2566,600
407,5,0,2705,89841,167
408,1,0,927,2632,736
408,2,0,646,194,0
408,3,0,1760,14651,0
408,4,0,1813,2566,600
408,5,1,2274,8347,0
409,1,0,646,194,0
409,2,1,1223,42422,1038
409,3,0,2274,8347,0
409,4,0,1760,14651,0
409,5,0,1813,2566,600
410,1,0,1813,2566,600
410,2,0,646,194,0
410,3,0,2274,8347,0
410,4,0,1760,14651,0
410,5,1,1223,42422,1038
411,1,1,435,100,520
411,2,0,456,0,520
411,3,0,176,4754,520
411,4,0,2952,4534,520
411,5,0,646,194,0
412,1,0,176,4754,520
412,2,0,456,0,520
412,3,1,435,100,520
412,4,0,2952,4534,520
412,5,0,625,577,1644
413,1,0,625,577,1644
413,2,0,456,0,520
413,3,0,176,4754,520
413,4,1,2952,4534,520
413,5,0,449,349,1908
414,1,0,625,577,1644
414,2,0,456,0,520
414,3,0,176,4754,520
414,4,1,2952,4534,520
414,5,0,449,349,1908
415,1,0,625,577,256
415,2,0,456,0,0
415,3,0,176,4754,0
415,4,1,2952,4534,0
415,5,0,449,349,490
