id,alt,chosen,TT,TC
466,3,0,35,3
467,1,0,35,3
467,2,0,31,5
467,3,1,23,6
468,1,0,27,5
468,2,1,23,6
468,3,0,31,3
469,1,0,35,3
469,2,0,31,4
469,3,1,27,6
470,1,1,23,6
470,2,0,27,4
470,3,0,31,3
471,1,1,23,6
471,2,0,27,4
471,3,0,35,3
472,1,0,27,5
472,2,0,35,4
472,3,1,23,6
473,1,0,35,3
473,2,1,23,5
473,3,0,31,4
474,1,0,27,4
474,2,1,23,5
474,3,0,35,3
475,1,0,35,3
475,2,1,27,6
475,3,0,31,5
476,1,1,23,6
476,2,0,27,5
476,3,0,35,3
477,1,0,35,3
477,2,0,31,5
477,3,1,23,6
478,1,0,27,5
478,2,1,23,6
478,3,0,31,3
479,1,0,35,3
479,2,1,31,4
479,3,0,27,6
480,1,1,23,6
480,2,0,27,4
480,3,0,31,3
481,1,0,23,6
481,2,1,27,4
481,3,0,35,3
482,1,0,27,5
482,2,1,35,4
482,3,0,23,6
483,1,0,35,3
483,2,0,23,5
483,3,1,31,4
484,1,1,27,4
484,2,0,23,5
484,3,0,35,3
485,1,0,35,3
485,2,0,27,6
485,3,1,31,5
486,1,0,23,6
486,2,1,27,5
486,3,0,35,3
487,1,0,35,3
487,2,1,31,5
487,3,0,23,6
488,1,1,27,5
488,2,0,23,6
488,3,0,31,3
489,1,0,35,3
489,2,1,31,4
489,3,0,27,6
490,1,0,23,6
490,2,1,27,4
490,3,0,31,3
491,1,0,23,6
491,2,0,27,4
491,3,1,35,3
492,1,0,27,5
492,2,1,35,4
492,3,0,23,6
493,1,1,35,3
493,2,0,23,5
493,3,0,31,4
494,1,0,27,4
494,2,0,23,5
494,3,1,35,3
495,1,1,35,3
495,2,0,27,6
495,3,0,31,5
496,1,0,23,6
496,2,0,27,5
496,3,1,35,3
497,1,1,35,3
497,2,0,31,5
497,3,0,23,6
498,1,0,27,5
498,2,0,23,6
498,3,1,31,3
499,1,1,35,3
499,2,0,31,4
499,3,0,27,6
500,1,0,23,6
500,2,0,27,4
500,3,1,31,3
501,1,0,23,6
501,2,0,27,4
501,3,1,35,3
502,1,0,27,5
502,2,1,35,4
502,3,0,23,6
503,1,1,35,3
503,2,0,23,5
503,3,0,31,4
504,1,0,27,4
504,2,0,23,5
504,3,1,35,3
505,1,1,35,3
505,2,0,27,6
505,3,0,31,5
506,1,0,23,6
506,2,0,27,5
506,3,1,35,3
507,1,1,35,3
507,2,0,31,5
507,3,0,23,6
508,1,0,27,5
508,2,0,23,6
508,3,1,31,3
509,1,1,35,3
509,2,0,31,4
509,3,0,27,6
510,1,0,23,6
510,2,0,27,4
510,3,1,31,3
511,1,0,23,6
511,2,1,27,4
511,3,0,35,3
512,1,1,27,5
512,2,0,35,4
512,3,0,23,6
513,1,0,35,3
513,2,1,23,5
513,3,0,31,4
514,1,0,27,4
514,2,1,23,5
514,3,0,35,3
515,1,1,35,3
515,2,0,27,6
515,3,0,31,5
516,1,0,23,6
516,2,1,27,5
516,3,0,35,3
517,1,0,35,3
517,2,0,31,5
517,3,1,23,6
518,1,1,27,5
518,2,0,23,6
518,3,0,31,3
519,1,1,35,3
519,2,0,31,4
519,3,0,27,6
520,1,0,23,6
520,2,0,27,4
520,3,1,31,3
521,1,0,23,6
521,2,0,27,4
521,3,1,35,3
522,1,0,27,5
522,2,1,35,4
522,3,0,23,6
523,1,1,35,3
523,2,0,23,5
523,3,0,31,4
524,1,0,27,4
524,2,0,23,5
524,3,1,35,3
525,1,1,35,3
525,2,0,27,6
525,3,0,31,5
526,1,0,23,6
526,2,0,27,5
526,3,1,35,3
527,1,1,35,3
527,2,0,31,5
527,3,0,23,6
528,1,0,27,5
528,2,0,23,6
528,3,1,31,3
529,1,1,35,3
529,2,0,31,4
529,3,0,27,6
530,1,0,23,6
530,2,0,27,4
530,3,1,31,3
531,1,1,23,6
531,2,0,27,4
531,3,0,35,3
532,1,0,27,5
532,2,0,35,4
532,3,1,23,6
533,1,0,35,3
533,2,1,23,5
533,3,0,31,4
534,1,0,27,4
534,2,1,23,5
534,3,0,35,3
535,1,0,35,3
535,2,1,27,6
535,3,0,31,5
536,1,1,23,6
536,2,0,27,5
536,3,0,35,3
537,1,0,35,3
537,2,0,31,5
537,3,1,23,6
538,1,0,27,5
538,2,1,23,6
538,3,0,31,3
539,1,0,35,3
539,2,0,31,4
539,3,1,27,6
540,1,1,23,6
540,2,0,27,4
540,3,0,31,3
541,1,0,23,6
541,2,1,27,4
541,3,0,35,3
542,1,1,27,5
542,2,0,35,4
542,3,0,23,6
543,1,0,35,3
543,2,1,23,5
543,3,0,31,4
544,1,1,27,4
544,2,0,23,5
544,3,0,35,3
545,1,0,35,3
545,2,1,27,6
545,3,0,31,5
546,1,0,23,6
546,2,1,27,5
546,3,0,35,3
547,1,0,35,3
547,2,0,31,5
547,3,1,23,6
548,1,1,27,5
548,2,0,23,6
548,3,0,31,3
549,1,0,35,3
549,2,0,31,4
549,3,1,27,6
550,1,0,23,6
550,2,1,27,4
550,3,0,31,3
551,1,0,23,6
551,2,1,27,4
551,3,0,35,3
552,1,1,27,5
552,2,0,35,4
552,3,0,23,6
553,1,0,35,3
553,2,1,23,5
553,3,0,31,4
554,1,1,27,4
554,2,0,23,5
554,3,0,35,3
555,1,1,35,3
555,2,0,27,6
555,3,0,31,5
556,1,0,23,6
556,2,1,27,5
556,3,0,35,3
557,1,0,35,3
557,2,1,31,5
557,3,0,23,6
558,1,1,27,5
558,2,0,23,6
558,3,0,31,3
559,1,0,35,3
559,2,1,31,4
559,3,0,27,6
560,1,0,23,6
560,2,1,27,4
560,3,0,31,3
561,1,0,23,6
561,2,1,27,4
561,3,0,35,3
562,1,1,27,5
562,2,0,35,4
562,3,0,23,6
563,1,0,35,3
563,2,1,23,5
563,3,0,31,4
564,1,1,27,4
564,2,0,23,5
564,3,0,35,3
565,1,0,35,3
565,2,0,27,6
565,3,1,31,5
566,1,1,23,6
566,2,0,27,5
566,3,0,35,3
567,1,0,35,3
567,2,0,31,5
567,3,1,23,6
568,1,0,27,5
568,2,1,23,6
568,3,0,31,3
569,1,0,35,3
569,2,0,31,4
569,3,1,27,6
570,1,1,23,6
570,2,0,27,4
570,3,0,31,3
571,1,0,23,6
571,2,0,27,4
571,3,1,35,3
572,1,0,27,5
572,2,1,35,4
572,3,0,23,6
573,1,1,35,3
573,2,0,23,5
573,3,0,31,4
574,1,0,27,4
574,2,0,23,5
574,3,1,35,3
575,1,1,35,3
575,2,0,27,6
575,3,0,31,5
576,1,0,23,6
576,2,0,27,5
576,3,1,35,3
577,1,1,35,3
577,2,0,31,5
577,3,0,23,6
578,1,0,27,5
578,2,0,23,6
578,3,1,31,3
579,1,1,35,3
579,2,0,31,4
579,3,0,27,6
580,1,0,23,6
580,2,0,27,4
580,3,1,31,3
581,1,0,23,6
581,2,0,27,4
581,3,1,35,3
582,1,0,27,5
582,2,1,35,4
582,3,0,23,6
583,1,1,35,3
583,2,0,23,5
583,3,0,31,4
584,1,0,27,4
584,2,0,23,5
584,3,1,35,3
585,1,1,35,3
585,2,0,27,6
585,3,0,31,5
586,1,0,23,6
586,2,0,27,5
586,3,1,35,3
587,1,1,35,3
587,2,0,31,5
587,3,0,23,6
588,1,0,27,5
588,2,0,23,6
588,3,1,31,3
589,1,1,35,3
589,2,0,31,4
589,3,0,27,6
590,1,0,23,6
590,2,0,27,4
590,3,1,31,3
591,1,1,23,6
591,2,0,27,4
591,3,0,35,3
592,1,0,27,5
592,2,0,35,4
592,3,1,23,6
593,1,0,35,3
593,2,1,23,5
593,3,0,31,4
594,1,0,27,4
594,2,1,23,5
594,3,0,35,3
595,1,0,35,3
595,2,1,27,6
595,3,0,31,5
596,1,0,23,6
596,2,1,27,5
596,3,0,35,3
597,1,0,35,3
597,2,0,31,5
597,3,1,23,6
598,1,0,27,5
598,2,1,23,6
598,3,0,31,3
599,1,0,35,3
599,2,0,31,4
599,3,1,27,6
600,1,1,23,6
600,2,0,27,4
600,3,0,31,3
601,1,0,23,6
601,2,1,27,4
601,3,0,35,3
602,1,0,27,5
602,2,0,35,4
602,3,1,23,6
603,1,0,35,3
603,2,1,23,5
603,3,0,31,4
604,1,0,27,4
604,2,0,23,5
604,3,1,35,3
605,1,0,35,3
605,2,1,27,6
605,3,0,31,5
606,1,0,23,6
606,2,0,27,5
606,3,1,35,3
607,1,1,35,3
607,2,0,31,5
607,3,0,23,6
608,1,0,27,5
608,2,0,23,6
608,3,1,31,3
609,1,0,35,3
609,2,1,31,4
609,3,0,27,6
610,1,0,23,6
610,2,0,27,4
610,3,1,31,3
611,1,0,23,6
611,2,1,27,4
611,3,0,35,3
612,1,1,27,5
612,2,0,35,4
612,3,0,23,6
613,1,0,35,3
613,2,0,23,5
613,3,1,31,4
614,1,1,27,4
614,2,0,23,5
614,3,0,35,3
615,1,1,35,3
615,2,0,27,6
615,3,0,31,5
616,1,0,23,6
616,2,1,27,5
616,3,0,35,3
617,1,0,35,3
617,2,1,31,5
617,3,0,23,6
618,1,0,27,5
618,2,0,23,6
618,3,1,31,3
619,1,1,35,3
619,2,0,31,4
619,3,0,27,6
620,1,0,23,6
620,2,1,27,4
620,3,0,31,3
621,1,0,23,6
621,2,0,27,4
621,3,1,35,3
622,1,0,27,5
622,2,1,35,4
622,3,0,23,6
623,1,1,35,3
623,2,0,23,5
623,3,0,31,4
624,1,0,27,4
624,2,0,23,5
624,3,1,35,3
625,1,1,35,3
625,2,0,27,6
625,3,0,31,5
626,1,1,23,6
626,2,0,27,5
626,3,0,35,3
627,1,1,35,3
627,2,0,31,5
627,3,0,23,6
628,1,0,27,5
628,2,1,23,6
628,3,0,31,3
629,1,1,35,3
629,2,0,31,4
629,3,0,27,6
630,1,0,23,6
630,2,0,27,4
630,3,1,31,3
631,1,0,23,6
631,2,1,27,4
631,3,0,35,3
632,1,0,27,5
632,2,0,35,4
632,3,1,23,6
633,1,0,35,3
633,2,0,23,5
633,3,1,31,4
634,1,1,27,4
634,2,0,23,5
634,3,0,35,3
635,1,0,35,3
635,2,0,27,6
635,3,1,31,5
636,1,0,23,6
636,2,1,27,5
636,3,0,35,3
637,1,0,35,3
637,2,1,31,5
637,3,0,23,6
638,1,0,27,5
638,2,0,23,6
638,3,1,31,3
639,1,1,35,3
639,2,0,31,4
639,3,0,27,6
640,1,0,23,6
640,2,0,27,4
640,3,1,31,3
641,1,0,23,6
641,2,1,27,4
641,3,0,35,3
642,1,1,27,5
642,2,0,35,4
642,3,0,23,6
643,1,0,35,3
643,2,1,23,5
643,3,0,31,4
644,1,0,27,4
644,2,1,23,5
644,3,0,35,3
645,1,0,35,3
645,2,0,27,6
645,3,1,31,5
646,1,0,23,6
646,2,1,27,5
646,3,0,35,3
647,1,0,35,3
647,2,1,31,5
647,3,0,23,6
648,1,1,27,5
648,2,0,23,6
648,3,0,31,3
649,1,0,35,3
649,2,1,31,4
649,3,0,27,6
650,1,0,23,6
650,2,1,27,4
650,3,0,31,3
651,1,1,23,6
651,2,0,27,4
651,3,0,35,3
652,1,0,27,5
652,2,0,35,4
652,3,1,23,6
653,1,0,35,3
653,2,1,23,5
653,3,0,31,4
654,1,0,27,4
654,2,1,23,5
654,3,0,35,3
655,1,0,35,3
655,2,0,27,6
655,3,1,31,5
656,1,1,23,6
656,2,0,27,5
656,3,0,35,3
657,1,0,35,3
657,2,0,31,5
657,3,1,23,6
658,1,0,27,5
658,2,1,23,6
658,3,0,31,3
659,1,0,35,3
659,2,1,31,4
659,3,0,27,6
660,1,0,23,6
660,2,1,27,4
660,3,0,31,3
661,1,0,23,6
661,2,1,27,4
661,3,0,35,3
662,1,0,27,5
662,2,1,35,4
662,3,0,23,6
663,1,1,35,3
663,2,0,23,5
663,3,0,31,4
664,1,0,27,4
664,2,1,23,5
664,3,0,35,3
665,1,0,35,3
665,2,0,27,6
665,3,1,31,5
666,1,0,23,6
666,2,1,27,5
666,3,0,35,3
667,1,0,35,3
667,2,1,31,5
667,3,0,23,6
668,1,0,27,5
668,2,0,23,6
668,3,1,31,3
669,1,1,35,3
669,2,0,31,4
669,3,0,27,6
670,1,0,23,6
670,2,0,27,4
670,3,1,31,3
671,1,0,23,6
671,2,0,27,4
671,3,1,35,3
672,1,1,27,5
672,2,0,35,4
672,3,0,23,6
673,1,0,35,3
673,2,0,23,5
673,3,1,31,4
674,1,1,27,4
674,2,0,23,5
674,3,0,35,3
675,1,0,35,3
675,2,0,27,6
675,3,1,31,5
676,1,0,23,6
676,2,1,27,5
676,3,0,35,3
677,1,0,35,3
677,2,1,31,5
677,3,0,23,6
678,1,1,27,5
678,2,0,23,6
678,3,0,31,3
679,1,0,35,3
679,2,1,31,4
679,3,0,27,6
680,1,0,23,6
680,2,1,27,4
680,3,0,31,3
681,1,0,23,6
681,2,1,27,4
681,3,0,35,3
682,1,0,27,5
682,2,0,35,4
682,3,1,23,6
683,1,0,35,3
683,2,1,23,5
683,3,0,31,4
684,1,1,27,4
684,2,0,23,5
684,3,0,35,3
685,1,0,35,3
685,2,1,27,6
685,3,0,31,5
686,1,0,23,6
686,2,1,27,5
686,3,0,35,3
687,1,0,35,3
687,2,0,31,5
687,3,1,23,6
688,1,0,27,5
688,2,1,23,6
688,3,0,31,3
689,1,0,35,3
689,2,1,31,4
689,3,0,27,6
690,1,1,23,6
690,2,0,27,4
690,3,0,31,3
691,1,1,23,6
691,2,0,27,4
691,3,0,35,3
692,1,1,27,5
692,2,0,35,4
692,3,0,23,6
693,1,0,35,3
693,2,0,23,5
693,3,1,31,4
694,1,1,27,4
694,2,0,23,5
694,3,0,35,3
695,1,0,35,3
695,2,1,27,6
695,3,0,31,5
696,1,1,23,6
696,2,0,27,5
696,3,0,35,3
697,1,0,35,3
697,2,0,31,5
697,3,1,23,6
698,1,1,27,5
698,2,0,23,6
698,3,0,31,3
699,1,0,35,3
699,2,0,31,4
699,3,1,27,6
700,1,1,23,6
700,2,0,27,4
700,3,0,31,3
701,1,1,23,6
701,2,0,27,4
701,3,0,35,3
702,1,0,27,5
702,2,0,35,4
702,3,1,23,6
703,1,0,35,3
703,2,1,23,5
703,3,0,31,4
704,1,0,27,4
704,2,1,23,5
704,3,0,35,3
705,1,0,35,3
705,2,1,27,6
705,3,0,31,5
706,1,1,23,6
706,2,0,27,5
706,3,0,35,3
707,1,0,35,3
707,2,0,31,5
707,3,1,23,6
708,1,0,27,5
708,2,1,23,6
708,3,0,31,3
709,1,0,35,3
709,2,0,31,4
709,3,1,27,6
710,1,1,23,6
710,2,0,27,4
710,3,0,31,3
711,1,0,23,6
711,2,1,27,4
711,3,0,35,3
712,1,1,27,5
712,2,0,35,4
712,3,0,23,6
713,1,0,35,3
713,2,1,23,5
713,3,0,31,4
714,1,1,27,4
714,2,0,23,5
714,3,0,35,3
715,1,0,35,3
715,2,1,27,6
715,3,0,31,5
716,1,0,23,6
716,2,1,27,5
716,3,0,35,3
717,1,0,35,3
717,2,0,31,5
717,3,1,23,6
718,1,1,27,5
718,2,0,23,6
718,3,0,31,3
719,1,0,35,3
719,2,1,31,4
719,3,0,27,6
720,1,0,23,6
720,2,1,27,4
720,3,0,31,3
721,1,0,23,6
721,2,1,27,4
721,3,0,35,3
722,1,1,27,5
722,2,0,35,4
722,3,0,23,6
723,1,0,35,3
723,2,1,23,5
723,3,0,31,4
724,1,1,27,4
724,2,0,23,5
724,3,0,35,3
725,1,0,35,3
725,2,0,27,6
725,3,1,31,5
726,1,0,23,6
726,2,1,27,5
726,3,0,35,3
727,1,0,35,3
727,2,1,31,5
727,3,0,23,6
728,1,0,27,5
728,2,0,23,6
728,3,1,31,3
729,1,0,35,3
729,2,1,31,4
729,3,0,27,6
730,1,0,23,6
730,2,0,27,4
730,3,1,31,3
731,1,0,23,6
731,2,1,27,4
731,3,0,35,3
732,1,1,27,5
732,2,0,35,4
732,3,0,23,6
733,1,0,35,3
733,2,1,23,5
733,3,0,31,4
734,1,1,27,4
734,2,0,23,5
734,3,0,35,3
735,1,1,35,3
735,2,0,27,6
735,3,0,31,5
736,1,0,23,6
736,2,1,27,5
736,3,0,35,3
737,1,1,35,3
737,2,0,31,5
737,3,0,23,6
738,1,1,27,5
738,2,0,23,6
738,3,0,31,3
739,1,0,35,3
739,2,1,31,4
739,3,0,27,6
740,1,0,23,6
740,2,1,27,4
740,3,0,31,3
741,1,0,23,6
741,2,1,27,4
741,3,0,35,3
742,1,1,27,5
742,2,0,35,4
742,3,0,23,6
743,1,0,35,3
743,2,1,23,5
743,3,0,31,4
744,1,0,27,4
744,2,1,23,5
744,3,0,35,3
745,1,0,35,3
745,2,1,27,6
745,3,0,31,5
746,1,0,23,6
746,2,1,27,5
746,3,0,35,3
747,1,0,35,3
747,2,0,31,5
747,3,1,23,6
748,1,0,27,5
748,2,1,23,6
748,3,0,31,3
749,1,0,35,3
749,2,0,31,4
749,3,1,27,6
750,1,0,23,6
750,2,1,27,4
750,3,0,31,3
751,1,0,23,6
751,2,1,27,4
751,3,0,35,3
752,1,1,27,5
752,2,0,35,4
752,3,0,23,6
753,1,0,35,3
753,2,0,23,5
753,3,1,31,4
754,1,1,27,4
754,2,0,23,5
754,3,0,35,3
755,1,1,35,3
755,2,0,27,6
755,3,0,31,5
756,1,0,23,6
756,2,0,27,5
756,3,1,35,3
757,1,1,35,3
757,2,0,31,5
757,3,0,23,6
758,1,0,27,5
758,2,0,23,6
758,3,1,31,3
759,1,1,35,3
759,2,0,31,4
759,3,0,27,6
760,1,0,23,6
760,2,1,27,4
760,3,0,31,3
761,1,0,23,6
761,2,1,27,4
761,3,0,35,3
762,1,0,27,5
762,2,0,35,4
762,3,1,23,6
763,1,0,35,3
763,2,1,23,5
763,3,0,31,4
764,1,0,27,4
764,2,1,23,5
764,3,0,35,3
765,1,0,35,3
765,2,1,27,6
765,3,0,31,5
766,1,1,23,6
766,2,0,27,5
766,3,0,35,3
767,1,0,35,3
767,2,0,31,5
767,3,1,23,6
768,1,0,27,5
768,2,1,23,6
768,3,0,31,3
769,1,0,35,3
769,2,1,31,4
769,3,0,27,6
770,1,1,23,6
770,2,0,27,4
770,3,0,31,3
771,1,0,23,6
771,2,1,27,4
771,3,0,35,3
772,1,1,27,5
772,2,0,35,4
772,3,0,23,6
773,1,0,35,3
773,2,0,23,5
773,3,1,31,4
774,1,1,27,4
774,2,0,23,5
774,3,0,35,3
775,1,0,35,3
775,2,0,27,6
775,3,1,31,5
776,1,0,23,6
776,2,1,27,5
776,3,0,35,3
777,1,0,35,3
777,2,1,31,5
777,3,0,23,6
778,1,0,27,5
778,2,0,23,6
778,3,1,31,3
779,1,0,35,3
779,2,1,31,4
779,3,0,27,6
780,1,0,23,6
780,2,0,27,4
780,3,1,31,3
781,1,0,23,6
781,2,1,27,4
781,3,0,35,3
782,1,1,27,5
782,2,0,35,4
782,3,0,23,6
783,1,0,35,3
783,2,0,23,5
783,3,1,31,4
784,1,0,27,4
784,2,1,23,5
784,3,0,35,3
785,1,0,35,3
785,2,1,27,6
785,3,0,31,5
786,1,0,23,6
786,2,1,27,5
786,3,0,35,3
787,1,0,35,3
787,2,1,31,5
787,3,0,23,6
788,1,1,27,5
788,2,0,23,6
788,3,0,31,3
789,1,0,35,3
789,2,1,31,4
789,3,0,27,6
790,1,0,23,6
790,2,1,27,4
790,3,0,31,3
791,1,1,23,6
791,2,0,27,4
791,3,0,35,3
792,1,0,27,5
792,2,0,35,4
792,3,1,23,6
793,1,0,35,3
793,2,1,23,5
793,3,0,31,4
794,1,0,27,4
794,2,1,23,5
794,3,0,35,3
795,1,0,35,3
795,2,1,27,6
795,3,0,31,5
796,1,1,23,6
796,2,0,27,5
796,3,0,35,3
797,1,0,35,3
797,2,0,31,5
797,3,1,23,6
798,1,0,27,5
798,2,1,23,6
798,3,0,31,3
799,1,0,35,3
799,2,0,31,4
799,3,1,27,6
800,1,1,23,6
800,2,0,27,4
800,3,0,31,3
801,1,0,23,6
801,2,0,27,4
801,3,1,35,3
802,1,0,27,5
802,2,1,35,4
802,3,0,23,6
803,1,1,35,3
803,2,0,23,5
803,3,0,31,4
804,1,0,27,4
804,2,0,23,5
804,3,1,35,3
805,1,1,35,3
805,2,0,27,6
805,3,0,31,5
806,1,0,23,6
806,2,0,27,5
806,3,1,35,3
807,1,1,35,3
807,2,0,31,5
807,3,0,23,6
808,1,0,27,5
808,2,0,23,6
808,3,1,31,3
809,1,1,35,3
809,2,0,31,4
809,3,0,27,6
810,1,0,23,6
810,2,0,27,4
810,3,1,31,3
811,1,0,23,6
811,2,1,27,4
811,3,0,35,3
812,1,1,27,5
812,2,0,35,4
812,3,0,23,6
813,1,0,35,3
813,2,1,23,5
813,3,0,31,4
814,1,1,27,4
814,2,0,23,5
814,3,0,35,3
815,1,0,35,3
815,2,1,27,6
815,3,0,31,5
816,1,0,23,6
816,2,1,27,5
816,3,0,35,3
817,1,0,35,3
817,2,1,31,5
817,3,0,23,6
818,1,1,27,5
818,2,0,23,6
818,3,0,31,3
819,1,0,35,3
819,2,0,31,4
819,3,1,27,6
820,1,0,23,6
820,2,1,27,4
820,3,0,31,3
821,1,0,23,6
821,2,1,27,4
821,3,0,35,3
822,1,1,27,5
822,2,0,35,4
822,3,0,23,6
823,1,0,35,3
823,2,1,23,5
823,3,0,31,4
824,1,1,27,4
824,2,0,23,5
824,3,0,35,3
825,1,0,35,3
825,2,0,27,6
825,3,1,31,5
826,1,0,23,6
826,2,1,27,5
826,3,0,35,3
827,1,1,35,3
827,2,0,31,5
827,3,0,23,6
828,1,1,27,5
828,2,0,23,6
828,3,0,31,3
829,1,0,35,3
829,2,1,31,4
829,3,0,27,6
830,1,0,23,6
830,2,1,27,4
830,3,0,31,3
831,1,0,23,6
831,2,1,27,4
831,3,0,35,3
832,1,0,27,5
832,2,0,35,4
832,3,1,23,6
833,1,0,35,3
833,2,1,23,5
833,3,0,31,4
834,1,1,27,4
834,2,0,23,5
834,3,0,35,3
835,1,1,35,3
835,2,0,27,6
835,3,0,31,5
836,1,0,23,6
836,2,0,27,5
836,3,1,35,3
837,1,1,35,3
837,2,0,31,5
837,3,0,23,6
838,1,0,27,5
838,2,0,23,6
838,3,1,31,3
839,1,1,35,3
839,2,0,31,4
839,3,0,27,6
840,1,0,23,6
840,2,0,27,4
840,3,1,31,3
841,1,1,23,6
841,2,0,27,4
841,3,0,35,3
842,1,1,27,5
842,2,0,35,4
842,3,0,23,6
843,1,0,35,3
843,2,1,23,5
843,3,0,31,4
844,1,0,27,4
844,2,1,23,5
844,3,0,35,3
845,1,0,35,3
845,2,1,27,6
845,3,0,31,5
846,1,1,23,6
846,2,0,27,5
846,3,0,35,3
847,1,1,35,3
847,2,0,31,5
847,3,0,23,6
848,1,0,27,5
848,2,0,23,6
848,3,1,31,3
849,1,0,35,3
849,2,1,31,4
849,3,0,27,6
850,1,0,23,6
850,2,0,27,4
850,3,1,31,3
851,1,0,23,6
851,2,1,27,4
851,3,0,35,3
852,1,1,27,5
852,2,0,35,4
852,3,0,23,6
853,1,0,35,3
853,2,1,23,5
853,3,0,31,4
854,1,1,27,4
854,2,0,23,5
854,3,0,35,3
855,1,0,35,3
855,2,1,27,6
855,3,0,31,5
856,1,0,23,6
856,2,1,27,5
856,3,0,35,3
857,1,1,35,3
857,2,0,31,5
857,3,0,23,6
858,1,0,27,5
858,2,0,23,6
858,3,1,31,3
859,1,1,35,3
859,2,0,31,4
859,3,0,27,6
860,1,0,23,6
860,2,1,27,4
860,3,0,31,3
861,1,1,23,6
861,2,0,27,4
861,3,0,35,3
862,1,0,27,5
862,2,0,35,4
862,3,1,23,6
863,1,0,35,3
863,2,1,23,5
863,3,0,31,4
864,1,0,27,4
864,2,1,23,5
864,3,0,35,3
865,1,0,35,3
865,2,1,27,6
865,3,0,31,5
866,1,1,23,6
866,2,0,27,5
866,3,0,35,3
867,1,0,35,3
867,2,0,31,5
867,3,1,23,6
868,1,0,27,5
868,2,1,23,6
868,3,0,31,3
869,1,0,35,3
869,2,0,31,4
869,3,1,27,6
870,1,1,23,6
870,2,0,27,4
870,3,0,31,3
871,1,0,23,6
871,2,1,27,4
871,3,0,35,3
872,1,1,27,5
872,2,0,35,4
872,3,0,23,6
873,1,1,35,3
873,2,0,23,5
873,3,0,31,4
874,1,0,27,4
874,2,1,23,5
874,3,0,35,3
875,1,0,35,3
875,2,1,27,6
875,3,0,31,5
876,1,0,23,6
876,2,1,27,5
876,3,0,35,3
877,1,0,35,3
877,2,0,31,5
877,3,1,23,6
878,1,0,27,5
878,2,1,23,6
878,3,0,31,3
879,1,0,35,3
879,2,0,31,4
879,3,1,27,6
880,1,0,23,6
880,2,1,27,4
880,3,0,31,3
881,1,0,23,6
881,2,1,27,4
881,3,0,35,3
882,1,1,27,5
882,2,0,35,4
882,3,0,23,6
883,1,0,35,3
883,2,0,23,5
883,3,1,31,4
884,1,1,27,4
884,2,0,23,5
884,3,0,35,3
885,1,0,35,3
885,2,0,27,6
885,3,1,31,5
886,1,0,23,6
886,2,1,27,5
886,3,0,35,3
887,1,0,35,3
887,2,1,31,5
887,3,0,23,6
888,1,1,27,5
888,2,0,23,6
888,3,0,31,3
889,1,0,35,3
889,2,1,31,4
889,3,0,27,6
890,1,0,23,6
890,2,1,27,4
890,3,0,31,3
891,1,0,23,6
891,2,1,27,4
891,3,0,35,3
892,1,1,27,5
892,2,0,35,4
892,3,0,23,6
893,1,0,35,3
893,2,1,23,5
893,3,0,31,4
894,1,1,27,4
894,2,0,23,5
894,3,0,35,3
895,1,0,35,3
895,2,0,27,6
895,3,1,31,5
896,1,0,23,6
896,2,1,27,5
896,3,0,35,3
897,1,0,35,3
897,2,1,31,5
897,3,0,23,6
898,1,1,27,5
898,2,0,23,6
898,3,0,31,3
899,1,0,35,3
899,2,1,31,4
899,3,0,27,6
900,1,0,23,6
900,2,1,27,4
900,3,0,31,3
901,1,0,23,6
901,2,1,27,4
901,3,0,35,3
902,1,1,27,5
902,2,0,35,4
902,3,0,23,6
903,1,0,35,3
903,2,1,23,5
903,3,0,31,4
904,1,1,27,4
904,2,0,23,5
904,3,0,35,3
905,1,0,35,3
905,2,0,27,6
905,3,1,31,5
906,1,0,23,6
906,2,1,27,5
906,3,0,35,3
907,1,0,35,3
907,2,1,31,5
907,3,0,23,6
908,1,1,27,5
908,2,0,23,6
908,3,0,31,3
909,1,1,35,3
909,2,0,31,4
909,3,0,27,6
910,1,0,23,6
910,2,1,27,4
910,3,0,31,3
911,1,0,23,6
911,2,1,27,4
911,3,0,35,3
912,1,0,27,5
912,2,0,35,4
912,3,1,23,6
913,1,0,35,3
913,2,1,23,5
913,3,0,31,4
914,1,1,27,4
914,2,0,23,5
914,3,0,35,3
915,1,0,35,3
915,2,1,27,6
915,3,0,31,5
916,1,1,23,6
916,2,0,27,5
916,3,0,35,3
917,1,0,35,3
917,2,0,31,5
917,3,1,23,6
918,1,1,27,5
918,2,0,23,6
918,3,0,31,3
919,1,0,35,3
919,2,1,31,4
919,3,0,27,6
920,1,0,23,6
920,2,1,27,4
920,3,0,31,3
921,1,0,23,6
921,2,1,27,4
921,3,0,35,3
922,1,0,27,5
922,2,1,35,4
922,3,0,23,6
923,1,1,35,3
923,2,0,23,5
923,3,0,31,4
924,1,0,27,4
924,2,0,23,5
924,3,1,35,3
925,1,1,35,3
925,2,0,27,6
925,3,0,31,5
926,1,0,23,6
926,2,0,27,5
926,3,1,35,3
927,1,1,35,3
927,2,0,31,5
927,3,0,23,6
928,1,0,27,5
928,2,0,23,6
928,3,1,31,3
929,1,1,35,3
929,2,0,31,4
929,3,0,27,6
930,1,0,23,6
930,2,0,27,4
930,3,1,31,3
931,1,0,23,6
931,2,1,27,4
931,3,0,35,3
932,1,1,27,5
932,2,0,35,4
